system:index,GEOID,Presence,STATEFP,TRACTCE,Urbanized,.geo
00000000000000000000,090019900000,0.008409528034368764,09,990000,"Bridgeport--Stamford, CT--NY",
0000000000000000025d,090099900000,0.0,09,990000,"Bridgeport--Stamford, CT--NY",
00000000000000000001,090010805001,6.071457778052114,09,080500,"Bridgeport--Stamford, CT--NY",
00000000000000000002,090010901001,10.36201131389052,09,090100,"Bridgeport--Stamford, CT--NY",
00000000000000000003,090010113001,8.80279268958702,09,011300,"Bridgeport--Stamford, CT--NY",
00000000000000000004,090010703001,11.11533490052635,09,070300,"Bridgeport--Stamford, CT--NY",
00000000000000000005,090011001001,6.080352455223283,09,100100,"Bridgeport--Stamford, CT--NY",
00000000000000000006,090010444001,24.481437680150734,09,044400,"Bridgeport--Stamford, CT--NY",
00000000000000000007,090012112001,21.778251003273162,09,211200,"Danbury, CT--NY",
00000000000000000008,090012305011,7.932094149732099,09,230501,"Bridgeport--Stamford, CT--NY",
00000000000000000009,090012401001,4.380628451827456,09,240100,"Bridgeport--Stamford, CT--NY",
0000000000000000000a,090010303001,7.707307841550814,09,030300,"Bridgeport--Stamford, CT--NY",
0000000000000000000b,090012305021,3.5734038079727357,09,230502,"Bridgeport--Stamford, CT--NY",
0000000000000000000c,090011003001,8.721434886268694,09,100300,"Bridgeport--Stamford, CT--NY",
0000000000000000000d,090012453001,9.227778791848301,09,245300,"Bridgeport--Stamford, CT--NY",
0000000000000000000e,090010101021,8.813678742731197,09,010102,"Bridgeport--Stamford, CT--NY",
0000000000000000000f,090010602001,5.973273495823457,09,060200,"Bridgeport--Stamford, CT--NY",
00000000000000000010,090010504001,7.697078664794022,09,050400,"Bridgeport--Stamford, CT--NY",
00000000000000000011,090010726001,8.155778911987094,09,072600,"Bridgeport--Stamford, CT--NY",
00000000000000000012,090010727001,13.122671466956705,09,072700,"Bridgeport--Stamford, CT--NY",
00000000000000000013,090010740001,8.914102969315174,09,074000,"Bridgeport--Stamford, CT--NY",
00000000000000000014,090010743001,9.944550827920883,09,074300,"Bridgeport--Stamford, CT--NY",
00000000000000000015,090010605001,12.91742031380645,09,060500,"Bridgeport--Stamford, CT--NY",
00000000000000000016,090010203001,21.660100927267035,09,020300,"Bridgeport--Stamford, CT--NY",
00000000000000000017,090012451001,11.64860444027985,09,245100,"Bridgeport--Stamford, CT--NY",
00000000000000000018,090010354001,6.1621442688568075,09,035400,"Bridgeport--Stamford, CT--NY",
00000000000000000019,090010352001,8.11941570139465,09,035200,"Bridgeport--Stamford, CT--NY",
0000000000000000001a,090012452001,9.073756369559781,09,245200,"Bridgeport--Stamford, CT--NY",
0000000000000000001b,090011002001,6.45574185724807,09,100200,"Bridgeport--Stamford, CT--NY",
0000000000000000001c,090010730001,14.673569681345107,09,073000,"Bridgeport--Stamford, CT--NY",
0000000000000000001d,090012105001,16.82969519521958,09,210500,"Danbury, CT--NY",
0000000000000000001e,090012402001,5.675128314570447,09,240200,"Danbury, CT--NY",
0000000000000000001f,090010704001,14.194934109635556,09,070400,"Bridgeport--Stamford, CT--NY",
00000000000000000020,090010427001,19.164720076438627,09,042700,"Bridgeport--Stamford, CT--NY",
00000000000000000021,090010603001,7.078678733299872,09,060300,"Bridgeport--Stamford, CT--NY",
00000000000000000022,090010734001,17.187959035265227,09,073400,"Bridgeport--Stamford, CT--NY",
00000000000000000023,090010108001,4.371026397910866,09,010800,"Bridgeport--Stamford, CT--NY",
00000000000000000024,090012051001,7.0248506842564,09,205100,"Danbury, CT--NY",
00000000000000000025,090012108001,23.505838868234687,09,210800,"Danbury, CT--NY",
00000000000000000026,090012109001,18.211353117028697,09,210900,"Danbury, CT--NY",
00000000000000000027,090012113001,7.6604726542235,09,211300,"Danbury, CT--NY",
00000000000000000028,090012201001,6.090903437241104,09,220100,"Danbury, CT--NY",
00000000000000000029,090012203001,6.421789916013937,09,220300,"Danbury, CT--NY",
0000000000000000002a,090012110001,12.468424756462072,09,211000,"Danbury, CT--NY",
0000000000000000002b,090010204001,21.358043974780543,09,020400,"Bridgeport--Stamford, CT--NY",
0000000000000000002c,090010205001,18.765838903258338,09,020500,"Bridgeport--Stamford, CT--NY",
0000000000000000002d,090010207001,13.799696357109877,09,020700,"Bridgeport--Stamford, CT--NY",
0000000000000000002e,090010112001,7.283260000942112,09,011200,"Bridgeport--Stamford, CT--NY",
0000000000000000002f,090010451011,9.44759025953793,09,045101,"Bridgeport--Stamford, CT--NY",
00000000000000000030,090012303001,2.8764963341218843,09,230300,"Danbury, CT--NY",
00000000000000000031,090010101011,4.505700987122617,09,010101,"Bridgeport--Stamford, CT--NY",
00000000000000000032,090010102011,6.869184332983733,09,010201,"Bridgeport--Stamford, CT--NY",
00000000000000000033,090010102021,6.152972056338044,09,010202,"Bridgeport--Stamford, CT--NY",
00000000000000000034,090010107001,4.672131219754673,09,010700,"Bridgeport--Stamford, CT--NY",
00000000000000000035,090010451021,16.5430942187473,09,045102,"Bridgeport--Stamford, CT--NY",
00000000000000000036,090010906001,11.413065749490409,09,090600,"Bridgeport--Stamford, CT--NY",
00000000000000000037,090012301001,7.738079261022263,09,230100,"Bridgeport--Stamford, CT--NY",
00000000000000000038,090010301001,13.385118628965458,09,030100,"Bridgeport--Stamford, CT--NY",
00000000000000000039,090011102011,19.64972673172615,09,110201,"Bridgeport--Stamford, CT--NY",
0000000000000000003a,090011102021,12.098499729959627,09,110202,"Bridgeport--Stamford, CT--NY",
0000000000000000003b,090012456001,10.831089217306928,09,245600,"Bridgeport--Stamford, CT--NY",
0000000000000000003c,090012052001,12.151414714511544,09,205200,"Danbury, CT--NY",
0000000000000000003d,090010701001,11.914593096358677,09,070100,"Bridgeport--Stamford, CT--NY",
0000000000000000003e,090010506001,6.430225448792845,09,050600,"Bridgeport--Stamford, CT--NY",
0000000000000000003f,090010551001,11.570546287750187,09,055100,"Bridgeport--Stamford, CT--NY",
00000000000000000040,090011104001,12.395280821367272,09,110400,"Bridgeport--Stamford, CT--NY",
00000000000000000041,090010428001,13.301949112449563,09,042800,"Bridgeport--Stamford, CT--NY",
00000000000000000042,090010738001,4.595479598389813,09,073800,"Bridgeport--Stamford, CT--NY",
00000000000000000043,090010429001,9.041150780812378,09,042900,"Bridgeport--Stamford, CT--NY",
00000000000000000044,090010430001,11.14673040041816,09,043000,"Bridgeport--Stamford, CT--NY",
00000000000000000045,090010606001,7.014830350649839,09,060600,"Bridgeport--Stamford, CT--NY",
00000000000000000046,090010806001,8.951075415098426,09,080600,"Bridgeport--Stamford, CT--NY",
00000000000000000047,090011106001,7.649342388315861,09,110600,"Bridgeport--Stamford, CT--NY",
00000000000000000048,090010433001,19.562958770561323,09,043300,"Bridgeport--Stamford, CT--NY",
00000000000000000049,090010615001,4.627372983496633,09,061500,"Bridgeport--Stamford, CT--NY",
0000000000000000004a,090010616001,8.090903577377995,09,061600,"Bridgeport--Stamford, CT--NY",
0000000000000000004b,090010813001,9.769751211808575,09,081300,"Bridgeport--Stamford, CT--NY",
0000000000000000004c,090010439001,23.709412850919183,09,043900,"Bridgeport--Stamford, CT--NY",
0000000000000000004d,090010706001,15.70357034144805,09,070600,"Bridgeport--Stamford, CT--NY",
0000000000000000004e,090011101001,8.738776195416087,09,110100,"Bridgeport--Stamford, CT--NY",
0000000000000000004f,090012571001,3.2279351651124335,09,257100,"Danbury, CT--NY",
00000000000000000050,090010441001,17.1920182564698,09,044100,"Bridgeport--Stamford, CT--NY",
00000000000000000051,090010808001,6.965001792992457,09,080800,"Bridgeport--Stamford, CT--NY",
00000000000000000052,090010446001,7.772814856083525,09,044600,"Bridgeport--Stamford, CT--NY",
00000000000000000053,090010812001,10.67331422663338,09,081200,"Bridgeport--Stamford, CT--NY",
00000000000000000054,090010302001,8.283306570751751,09,030200,"Bridgeport--Stamford, CT--NY",
00000000000000000055,090010453001,8.741702707182593,09,045300,"Bridgeport--Stamford, CT--NY",
00000000000000000056,090010807001,8.079474018711698,09,080700,"Bridgeport--Stamford, CT--NY",
00000000000000000057,090010501001,8.388092682013498,09,050100,"Bridgeport--Stamford, CT--NY",
00000000000000000058,090010502001,14.451209251877696,09,050200,"Bridgeport--Stamford, CT--NY",
00000000000000000059,090011103021,11.543544801719788,09,110302,"Bridgeport--Stamford, CT--NY",
0000000000000000005a,090012454001,6.793636506178497,09,245400,"Bridgeport--Stamford, CT--NY",
0000000000000000005b,090010202001,25.36118452141083,09,020200,"Bridgeport--Stamford, CT--NY",
0000000000000000010f,090034054011,3.1935627601776804,09,405401,"Hartford, CT",
00000000000000000110,090034736011,3.408514887780687,09,473601,"Springfield, MA--CT",
00000000000000000111,090034734001,4.674716309423683,09,473400,"Hartford, CT",
00000000000000000112,090034736021,5.652340099830768,09,473602,"Hartford, CT",
00000000000000000113,090034761001,3.8140223112974208,09,476100,"Springfield, MA--CT",
00000000000000000114,090034058001,5.002212289151597,09,405800,"Hartford, CT",
00000000000000000115,090034771021,6.349238282367203,09,477102,"Springfield, MA--CT",
00000000000000000116,090034664001,2.2394032089806024,09,466400,"Hartford, CT",
00000000000000000117,090034805001,8.048501430755731,09,480500,"Springfield, MA--CT",
00000000000000000118,090034841001,1.8747443488125788,09,484100,"Springfield, MA--CT",
00000000000000000119,090034872011,3.4991454922436813,09,487201,"Hartford, CT",
0000000000000000011a,090034873001,1.5611281911127226,09,487300,"Hartford, CT",
0000000000000000011b,090034901001,9.439658530469918,09,490100,"Hartford, CT",
0000000000000000011c,090034924001,6.501063978312377,09,492400,"Hartford, CT",
0000000000000000011d,090035101001,10.402059353757753,09,510100,"Hartford, CT",
0000000000000000011e,090035108001,7.477234165182334,09,510800,"Hartford, CT",
0000000000000000011f,090035111001,3.834844472376577,09,511100,"Hartford, CT",
00000000000000000120,090035113001,5.314405734211861,09,511300,"Hartford, CT",
00000000000000000121,090035142001,4.244783910298439,09,514200,"Hartford, CT",
00000000000000000122,090034977001,3.3786563020019647,09,497700,"Hartford, CT",
00000000000000000123,090035007001,5.957702300875167,09,500700,"Hartford, CT",
00000000000000000124,090035149001,4.548742018247907,09,514900,"Hartford, CT",
00000000000000000125,090034206001,3.7515809962519446,09,420600,"Hartford, CT",
00000000000000000126,090035201001,5.992031388977171,09,520100,"Hartford, CT",
00000000000000000127,090035141011,8.241477490617683,09,514101,"Hartford, CT",
00000000000000000128,090035243001,22.15324009938013,09,524300,"Springfield, MA--CT",
00000000000000000129,090034622021,4.516817720895328,09,462202,"Hartford, CT",
0000000000000000012a,090034057001,6.261714194129215,09,405700,"Hartford, CT",
0000000000000000012b,090034872021,4.366676327777916,09,487202,"Hartford, CT",
0000000000000000012c,090035106001,4.921581415158205,09,510600,"Hartford, CT",
0000000000000000012d,090034602031,1.9886769308020895,09,460203,"Hartford, CT",
0000000000000000012e,090035038001,16.3998819080477,09,503800,"Hartford, CT",
0000000000000000012f,090034602021,5.156634585441595,09,460202,"Hartford, CT",
00000000000000000130,090034603011,6.479705385982792,09,460301,"Hartford, CT",
00000000000000000131,090034603021,3.5160369414030193,09,460302,"Hartford, CT",
00000000000000000132,090034661011,2.620606424982467,09,466101,"Hartford, CT",
00000000000000000133,090034621011,1.5779572056504416,09,462101,"Hartford, CT",
00000000000000000134,090034641021,2.7295717580072574,09,464102,"Hartford, CT",
00000000000000000135,090034174001,6.581890551571957,09,417400,"Hartford, CT",
00000000000000000136,090034175001,5.257427110501357,09,417500,"Hartford, CT",
00000000000000000137,090034207001,3.8864654704264665,09,420700,"Hartford, CT",
00000000000000000138,090034303021,4.506579962066941,09,430302,"New Haven, CT",
00000000000000000139,090034304001,8.007318821580109,09,430400,"Hartford, CT",
0000000000000000013a,090034601001,5.101179433534101,09,460100,"Hartford, CT",
0000000000000000013b,090034602041,4.615753870206492,09,460204,"Hartford, CT",
0000000000000000013c,090034735021,8.945475853473216,09,473502,"Springfield, MA--CT",
0000000000000000013d,090034101011,2.1902164270556947,09,410101,"Hartford, CT",
0000000000000000013e,090035141021,4.127463637034415,09,514102,"Hartford, CT",
0000000000000000013f,090034662021,4.286868601349435,09,466202,"Hartford, CT",
00000000000000000140,090034771011,6.764444345805556,09,477101,"Springfield, MA--CT",
00000000000000000141,090034681011,1.0989341493400944,09,468101,"Hartford, CT",
00000000000000000142,090034772001,3.6543402583490256,09,477200,"Springfield, MA--CT",
00000000000000000143,090034622011,2.362527627666341,09,462201,"Hartford, CT",
00000000000000000144,090034302021,5.32890741945686,09,430202,"Hartford, CT",
00000000000000000145,090034735011,13.429449838527148,09,473501,"Springfield, MA--CT",
00000000000000000146,090034204001,3.6612048184687906,09,420400,"Hartford, CT",
00000000000000000147,090034663001,2.4386896287586577,09,466300,"Hartford, CT",
00000000000000000148,090035202021,4.649861507296304,09,520202,"Hartford, CT",
00000000000000000149,090034842001,5.220655219943338,09,484200,"Springfield, MA--CT",
0000000000000000014a,090035205011,5.827171903952538,09,520501,"Hartford, CT",
0000000000000000014b,090034001001,7.505698620437404,09,400100,"Hartford, CT",
0000000000000000014c,090034002001,6.673709246665975,09,400200,"New Haven, CT",
0000000000000000014d,090034051001,5.886775921632253,09,405100,"Hartford, CT",
0000000000000000014e,090035150001,4.018731199384962,09,515000,"Hartford, CT",
0000000000000000014f,090035025001,0.003943260374897345,09,502500,"Hartford, CT",
00000000000000000150,090035151021,9.504054349253389,09,515102,"Hartford, CT",
00000000000000000151,090035203021,3.250473465309528,09,520302,"Hartford, CT",
00000000000000000152,090035204001,9.635447739054895,09,520400,"Hartford, CT",
000000000000000001d9,090054253001,3.294851709620058,09,425300,"Hartford, CT",
000000000000000001da,090052501001,3.2594323498574314,09,250100,"Danbury, CT--NY",
000000000000000001db,090052534001,9.699609520992071,09,253400,"Danbury, CT--NY",
000000000000000001dc,090053492001,2.4301585405945105,09,349200,"Hartford, CT",
000000000000000001dd,090053491001,5.00790376846693,09,349100,"Hartford, CT",
000000000000000001de,090052536001,5.947007206823983,09,253600,"Danbury, CT--NY",
000000000000000001df,090053005001,3.4855544736117072,09,300500,"Hartford, CT",
000000000000000001e0,090053621011,3.286616649932099,09,362101,"Bridgeport--Stamford, CT--NY",
000000000000000001e1,090052671001,4.9265112332724605,09,267100,"Danbury, CT--NY",
000000000000000001e2,090053604001,3.0307074970214902,09,360400,"Waterbury, CT",
000000000000000001e3,090054254001,3.615561795448842,09,425400,"Waterbury, CT",
000000000000000001e4,090053602001,5.87434466628705,09,360200,"Waterbury, CT",
000000000000000001e5,090053061001,2.3460648817353214,09,306100,"Hartford, CT",
000000000000000001e6,090052535001,7.613577553740253,09,253500,"Danbury, CT--NY",
000000000000000001e7,090052532001,10.100169731290219,09,253200,"Danbury, CT--NY",
00000000000000000209,090076701001,3.9493624807340932,09,670100,"New Haven, CT",
0000000000000000020a,090075416001,6.367773179872719,09,541600,"Hartford, CT",
0000000000000000020b,090075412001,4.766964044463759,09,541200,"Hartford, CT",
0000000000000000020c,090076702001,0.14865423009448672,09,670200,"New Haven, CT",
0000000000000000020d,090075421001,3.6350192362865545,09,542100,"Hartford, CT",
0000000000000000020e,090075422001,7.102761496961554,09,542200,"New Haven, CT",
0000000000000000020f,090075702001,2.6623964376500195,09,570200,"Hartford, CT",
00000000000000000210,090076102001,1.453542986640731,09,610200,"New Haven, CT",
00000000000000000211,090076201001,2.3501483177246008,09,620100,"New Haven, CT",
00000000000000000212,090075801001,3.1974650725689346,09,580100,"New Haven, CT",
00000000000000000213,090076001001,12.124836536117211,09,600100,"New Haven, CT",
00000000000000000214,090076401001,1.0544539928002732,09,640100,"New Haven, CT",
00000000000000000215,090075411001,5.603864081123538,09,541100,"Hartford, CT",
00000000000000000216,090075414011,7.067883579753398,09,541401,"New Haven, CT",
00000000000000000217,090075901001,2.6739649217263204,09,590100,"Hartford, CT",
00000000000000000218,090076801001,2.511381007919531,09,680100,"New Haven, CT",
00000000000000000219,090076103001,3.30606653410329,09,610300,"New Haven, CT",
0000000000000000021a,090076101001,1.9347098838774215,09,610100,"New Haven, CT",
0000000000000000021b,090075701001,4.468612878343383,09,570100,"Hartford, CT",
0000000000000000021c,090075414021,10.006569296373648,09,541402,"New Haven, CT",
0000000000000000021d,090075703001,2.9714857623551647,09,570300,"Hartford, CT",
0000000000000000021e,090076802001,4.817454602177705,09,680200,"Hartford, CT",
0000000000000000021f,090075417001,6.419205424008223,09,541700,"Hartford, CT",
00000000000000000220,090075602001,2.166909084108245,09,560200,"Hartford, CT",
00000000000000000221,090075851001,2.715007228730437,09,585100,"New Haven, CT",
00000000000000000222,090076301001,1.161200936162585,09,630100,"New Haven, CT",
00000000000000000223,090075601001,6.452326766257988,09,560100,"Hartford, CT",
0000000000000000025e,090091704001,5.518956257360263,09,170400,"New Haven, CT",
0000000000000000025f,090091712001,5.1388270028220875,09,171200,"New Haven, CT",
00000000000000000260,090093481231,7.782456448117699,09,348123,"Bridgeport--Stamford, CT--NY",
00000000000000000261,090093528001,16.939766518884284,09,352800,"Waterbury, CT",
00000000000000000262,090093441001,4.6526734055951655,09,344100,"Waterbury, CT",
00000000000000000263,090093452021,6.023301542501644,09,345202,"Waterbury, CT",
00000000000000000264,090093481241,3.4876862240733573,09,348124,"Bridgeport--Stamford, CT--NY",
00000000000000000265,090093524001,9.790038049874669,09,352400,"Waterbury, CT",
00000000000000000266,090093613001,2.542389648193618,09,361300,"Waterbury, CT",
00000000000000000267,090091301021,8.43575523082721,09,130102,"Bridgeport--Stamford, CT--NY",
00000000000000000268,090091545001,10.813078216117104,09,154500,"New Haven, CT",
00000000000000000269,090093472001,3.0970607773688434,09,347200,"Waterbury, CT",
0000000000000000026a,090091550001,23.429716698773525,09,155000,"New Haven, CT",
0000000000000000026b,090093452011,9.463854681439821,09,345201,"Waterbury, CT",
0000000000000000026c,090093454001,6.238239626107823,09,345400,"Waterbury, CT",
0000000000000000026d,090093471001,4.37186644482807,09,347100,"Waterbury, CT",
0000000000000000026e,090091672021,8.952854451514458,09,167202,"New Haven, CT",
0000000000000000026f,090091660021,7.282706446115684,09,166002,"New Haven, CT",
00000000000000000270,090091847001,10.069512430899055,09,184700,"New Haven, CT",
00000000000000000271,090093611001,2.6292829866735477,09,361100,"Waterbury, CT",
00000000000000000272,090093612001,4.029508978699164,09,361200,"Waterbury, CT",
00000000000000000273,090091901001,2.1851829845060617,09,190100,"New Haven, CT",
00000000000000000274,090091902001,0.3430530494674111,09,190200,"New Haven, CT",
00000000000000000275,090091755001,1.4851606263587138,09,175500,"New Haven, CT",
00000000000000000276,090091754001,4.333175428311032,09,175400,"New Haven, CT",
00000000000000000277,090091760001,7.478053869369705,09,176000,"New Haven, CT",
00000000000000000278,090091941001,2.9209695638862265,09,194100,"New Haven, CT",
00000000000000000279,090091252001,13.331355864827914,09,125200,"Bridgeport--Stamford, CT--NY",
0000000000000000027a,090093461011,7.915596939847038,09,346101,"Bridgeport--Stamford, CT--NY",
0000000000000000027b,090093481111,4.747525071134775,09,348111,"Bridgeport--Stamford, CT--NY",
0000000000000000027c,090138813001,0.4873486058136833,09,881300,"Hartford, CT",
0000000000000000027d,090135303011,6.779445028943817,09,530301,"Hartford, CT",
0000000000000000027e,090135331021,1.4353366550469384,09,533102,"Hartford, CT",
0000000000000000027f,090135382011,3.8493387183629673,09,538201,"Springfield, MA--CT",
00000000000000000280,090135303021,7.9288472027820465,09,530302,"Hartford, CT",
00000000000000000281,090135351001,2.336753485980723,09,535100,"Hartford, CT",
00000000000000000282,090135352001,1.7931469560305704,09,535200,"Hartford, CT",
0000000000000000031c,090034806001,2.6140297439965443,09,480600,"Springfield, MA--CT",
0000000000000000031d,090034763001,2.821296911542535,09,476300,"Springfield, MA--CT",
0000000000000000031e,090034737001,3.8460787789535082,09,473700,"Hartford, CT",
0000000000000000031f,090034738001,6.075528439259127,09,473800,"Hartford, CT",
00000000000000000320,090034059001,5.698586092113565,09,405900,"Hartford, CT",
00000000000000000321,090034060011,6.341577547055359,09,406001,"Hartford, CT",
00000000000000000322,090034060021,10.876763481693455,09,406002,"Hartford, CT",
00000000000000000323,090034061001,3.6579074246803835,09,406100,"Hartford, CT",
00000000000000000324,090034153001,3.73524008863297,09,415300,"Hartford, CT",
00000000000000000325,090034154001,2.8793236858126154,09,415400,"Hartford, CT",
00000000000000000326,090034762001,3.6317481302134063,09,476200,"Springfield, MA--CT",
00000000000000000327,090034306011,6.290877703795352,09,430601,"Hartford, CT",
00000000000000000328,090034701001,1.0780761907589893,09,470100,"Springfield, MA--CT",
00000000000000000329,090034712001,14.900312647340042,09,471200,"Hartford, CT",
0000000000000000032a,090034713001,9.720437920308951,09,471300,"Hartford, CT",
0000000000000000032b,090034714001,18.217631204352625,09,471400,"Hartford, CT",
0000000000000000032c,090034156001,3.467417609678101,09,415600,"Hartford, CT",
0000000000000000032d,090035245021,5.0699712926088,09,524502,"Hartford, CT",
0000000000000000032e,090034946001,7.167568051628141,09,494600,"Hartford, CT",
0000000000000000032f,090034961001,3.734710235060605,09,496100,"Hartford, CT",
00000000000000000330,090034962001,2.4242698176926116,09,496200,"Hartford, CT",
00000000000000000331,090034803001,4.793197640400555,09,480300,"Springfield, MA--CT",
00000000000000000332,090034967001,4.231626600665848,09,496700,"Hartford, CT",
00000000000000000333,090034968001,4.295287502397644,09,496800,"Hartford, CT",
00000000000000000334,090034969001,2.182751034806956,09,496900,"Hartford, CT",
00000000000000000335,090034804001,5.931745549509806,09,480400,"Springfield, MA--CT",
00000000000000000336,090034963001,2.2206251645103077,09,496300,"Hartford, CT",
00000000000000000337,090034964001,2.12902566537673,09,496400,"Hartford, CT",
00000000000000000338,090034965001,2.24764665849355,09,496500,"Hartford, CT",
00000000000000000339,090034807001,5.199328915418902,09,480700,"Springfield, MA--CT",
0000000000000000033a,090034808001,7.400158512177519,09,480800,"Springfield, MA--CT",
0000000000000000033b,090034966001,4.09249961126236,09,496600,"Hartford, CT",
0000000000000000033c,090034809001,5.433322481527831,09,480900,"Springfield, MA--CT",
0000000000000000033d,090034810001,6.837678170287581,09,481000,"Springfield, MA--CT",
0000000000000000033e,090034812001,3.9235317134215784,09,481200,"Springfield, MA--CT",
0000000000000000033f,090034813001,4.837506298634601,09,481300,"Springfield, MA--CT",
00000000000000000340,090034871001,3.449061732552163,09,487100,"Hartford, CT",
00000000000000000341,090034921001,4.359803800536768,09,492100,"Hartford, CT",
00000000000000000342,090034874001,1.222885474622479,09,487400,"Hartford, CT",
00000000000000000343,090035247001,5.29417239872653,09,524700,"Hartford, CT",
00000000000000000344,090035004001,9.179115527231108,09,500400,"Hartford, CT",
00000000000000000345,090035040001,5.78027923402359,09,504000,"Hartford, CT",
00000000000000000346,090034903021,18.327554215409236,09,490302,"Hartford, CT",
00000000000000000347,090034922001,3.542785271449069,09,492200,"Hartford, CT",
00000000000000000348,090035203011,7.322592161257602,09,520301,"Hartford, CT",
00000000000000000349,090034923001,3.626769490588957,09,492300,"Hartford, CT",
0000000000000000034a,090034925001,5.435201421713189,09,492500,"Hartford, CT",
0000000000000000034b,090034926001,2.9988740127277578,09,492600,"Hartford, CT",
0000000000000000034c,090035039001,6.927672988516338,09,503900,"Hartford, CT",
0000000000000000034d,090034941001,11.542407076734245,09,494100,"Hartford, CT",
0000000000000000034e,090034942011,8.857271123046146,09,494201,"Hartford, CT",
0000000000000000034f,090034942021,5.360644245328559,09,494202,"Hartford, CT",
00000000000000000350,090034943001,5.818954077070043,09,494300,"Hartford, CT",
00000000000000000351,090034945001,4.540355451384655,09,494500,"Hartford, CT",
00000000000000000352,090034970001,2.342453853461073,09,497000,"Hartford, CT",
00000000000000000353,090034971001,4.11233119088253,09,497100,"Hartford, CT",
00000000000000000354,090034972001,2.0719170823730795,09,497200,"Hartford, CT",
00000000000000000355,090034973001,4.020426467128214,09,497300,"Hartford, CT",
00000000000000000356,090034974001,3.0660072006189676,09,497400,"Hartford, CT",
00000000000000000357,090035045001,8.922739268593972,09,504500,"Hartford, CT",
00000000000000000358,090035241001,3.570446917569153,09,524100,"Hartford, CT",
00000000000000000359,090035049001,10.85721963273156,09,504900,"Hartford, CT",
0000000000000000035a,090035102001,4.656037830582078,09,510200,"Hartford, CT",
0000000000000000035b,090035103001,5.332691092505859,09,510300,"Hartford, CT",
0000000000000000035c,090035104001,9.024047467908924,09,510400,"Hartford, CT",
0000000000000000035d,090035105001,9.75262448051736,09,510500,"Hartford, CT",
0000000000000000035e,090035107001,4.6250840678870055,09,510700,"Hartford, CT",
0000000000000000035f,090035109001,3.6300606813946183,09,510900,"Hartford, CT",
00000000000000000360,090035110001,4.045503346484501,09,511000,"Hartford, CT",
00000000000000000361,090035112001,4.79716951896746,09,511200,"Hartford, CT",
00000000000000000362,090035114001,5.093613774649695,09,511400,"Hartford, CT",
00000000000000000363,090035143001,3.015103336462695,09,514300,"Hartford, CT",
00000000000000000364,090035145001,2.116670172818369,09,514500,"Hartford, CT",
00000000000000000365,090035146001,4.805654516205179,09,514600,"Hartford, CT",
00000000000000000366,090035002001,12.007480273214114,09,500200,"Hartford, CT",
00000000000000000367,090035147001,3.9842398986507503,09,514700,"Hartford, CT",
00000000000000000368,090035244001,7.6182873077413005,09,524400,"Hartford, CT",
00000000000000000369,090035005001,2.4534221366524815,09,500500,"Hartford, CT",
0000000000000000036a,090035013001,5.247045868906243,09,501300,"Hartford, CT",
0000000000000000036b,090035148001,2.4156058473658892,09,514800,"Hartford, CT",
0000000000000000036c,090034731001,4.9643850719670946,09,473100,"Hartford, CT",
0000000000000000036d,090034875001,2.5349406773827843,09,487500,"Hartford, CT",
0000000000000000036e,090035245011,4.578602189319879,09,524501,"Hartford, CT",
0000000000000000036f,090034715001,8.869314243194419,09,471500,"Hartford, CT",
00000000000000000370,090034054021,5.292039631516747,09,405402,"Hartford, CT",
00000000000000000371,090035012001,6.3293124648276216,09,501200,"Hartford, CT",
00000000000000000372,090034055001,6.309472044830435,09,405500,"Waterbury, CT",
00000000000000000373,090035001001,12.342981858606821,09,500100,"Hartford, CT",
00000000000000000374,090035027001,7.933489529590693,09,502700,"Hartford, CT",
00000000000000000375,090035031001,6.299671857609181,09,503100,"Hartford, CT",
00000000000000000376,090035033001,3.2564623515918134,09,503300,"Hartford, CT",
00000000000000000377,090034166001,8.353396453972062,09,416600,"Hartford, CT",
00000000000000000378,090034167001,4.099032059587924,09,416700,"Hartford, CT",
00000000000000000379,090034168001,5.539570822688695,09,416800,"Hartford, CT",
0000000000000000037a,090034621021,4.105380443291611,09,462102,"Hartford, CT",
0000000000000000037b,090034641011,5.05000979278875,09,464101,"Hartford, CT",
0000000000000000037c,090035242001,4.268640000592693,09,524200,"Hartford, CT",
0000000000000000037d,090034171001,3.19513246453463,09,417100,"Hartford, CT",
0000000000000000037e,090034172001,5.700268727705298,09,417200,"Hartford, CT",
0000000000000000037f,090034173001,6.625622605229324,09,417300,"Hartford, CT",
00000000000000000380,090034205001,5.434659538225235,09,420500,"Hartford, CT",
00000000000000000381,090034301001,5.635119359728618,09,430100,"Hartford, CT",
00000000000000000382,090034302011,3.187111286442389,09,430201,"Hartford, CT",
00000000000000000383,090034302031,4.2698425965285525,09,430203,"Hartford, CT",
00000000000000000384,090034158001,3.5796139963325717,09,415800,"Hartford, CT",
00000000000000000385,090034303011,5.184412272009531,09,430301,"New Haven, CT",
00000000000000000386,090034160001,4.616897580140608,09,416000,"Hartford, CT",
00000000000000000387,090034161001,5.096949314222398,09,416100,"Hartford, CT",
00000000000000000388,090034162001,4.451002010377213,09,416200,"Hartford, CT",
00000000000000000389,090034163001,5.16416829297631,09,416300,"Hartford, CT",
0000000000000000038a,090034305001,4.40931219628107,09,430500,"Hartford, CT",
0000000000000000038b,090034306021,3.549134063588676,09,430602,"Hartford, CT",
0000000000000000038c,090034164001,4.6668420880020784,09,416400,"Hartford, CT",
