Town,Cases
Andover,0
Ansonia,22
Ashford,3
Avon,10
Barkhamsted,1
Beacon Falls,6
Berlin,14
Bethany,1
Bethel,38
Bethlehem,4
Bloomfield,16
Bolton,2
Bozrah,1
Branford,22
Bridgeport,105
Bridgewater,3
Bristol,15
Brookfield,58
Brooklyn,0
Burlington,5
Canaan,0
Canterbury,0
Canton,2
Chaplin,0
Cheshire,20
Chester,1
Clinton,8
Colchester,3
Colebrook,0
Columbia,2
Cornwall,1
Coventry,4
Cromwell,7
Danbury,227
Darien,72
Deep River,3
Derby,14
Durham,2
East Granby,1
East Haddam,2
East Hampton,4
East Hartford,23
East Haven,16
East Lyme,2
East Windsor,2
Eastford,1
Easton,5
Ellington,4
Enfield,33
Essex,2
Fairfield,47
Farmington,15
Franklin,1
Glastonbury,13
Goshen,1
Granby,1
Greenwich,157
Town,Cases
Griswold,1
Groton,2
Guilford,5
Haddam,1
Hamden,56
Hampton,0
Hartford,74
Hartland,0
Harwinton,4
Hebron,4
Kent,5
Killingly,2
Killingworth,1
Lebanon,2
Ledyard,2
Lisbon,2
Litchfield,4
Lyme,1
Madison,12
Manchester,28
Mansfield,1
Marlborough,3
Meriden,31
Middlebury,7
Middlefield,1
Middletown,24
Milford,20
Monroe,9
Montville,3
Morris,1
Naugatuck,13
New Britain,32
New Canaan,43
New Fairfield,32
New Hartford,3
New Haven,135
New London,2
New Milford,35
Newington,28
Newtown,33
Norfolk,1
North Branford,5
North Canaan,0
North Haven,13
North Stonington,0
Norwalk,315
Norwich,2
Old Lyme,1
Old Saybrook,5
Orange,8
Oxford,12
Plainfield,0
Plainville,7
Plymouth,2
Pomfret,2
Portland,3
Preston,1
Town,Cases
Prospect,5
Putnam,0
Redding,16
Ridgefield,78
Rocky Hill,20
Roxbury,3
Salem,0
Salisbury,3
Scotland,0
Seymour,15
Sharon,3
Shelton,55
Sherman,4
Simsbury,9
Somers,4
South Windsor,10
Southbury,13
Southington,25
Sprague,0
Stafford,17
Stamford,437
Sterling,0
Stonington,2
Stratford,34
Suffield,14
Thomaston,7
Thompson,1
Tolland,9
Torrington,22
Trumbull,21
Union,0
Vernon,13
Voluntown,1
Wallingford,14
Warren,0
Washington,10
Waterbury,86
Waterford,0
Watertown,10
West Hartford,23
West Haven,49
Westbrook,2
Weston,29
Westport,122
Wethersfield,18
Willington,1
Wilton,49
Winchester,2
Windham,5
Windsor,21
Windsor Locks,7
Wolcott,5
Woodbridge,6
Woodbury,6
Woodstock,5
