Town,Cases
Andover,0
Ansonia,2
Ashford,0
Avon,4
Barkhamsted,0
Beacon Falls,1
Berlin,3
Bethany,0
Bethel,10
Bethlehem,3
Bloomfield,1
Bolton,2
Bozrah,0
Branford,6
Bridgeport,27
Bridgewater,1
Bristol,2
Brookfield,23
Brooklyn,0
Burlington,1
Canaan,0
Canterbury,0
Canton,0
Chaplin,0
Cheshire,0
Chester,0
Clinton,2
Colchester,0
Colebrook,0
Columbia,1
Cornwall,0
Coventry,3
Cromwell,1
Danbury,63
Darien,14
Deep River,1
Derby,1
Durham,0
East Granby,0
East Haddam,0
East Hampton,2
East Hartford,4
East Haven,5
East Lyme,1
East Windsor,0
Eastford,0
Easton,2
Ellington,0
Enfield,1
Essex,0
Fairfield,13
Farmington,8
Franklin,0
Glastonbury,7
Goshen,0
Granby,0
Greenwich,54
Town,Cases
Griswold,0
Groton,1
Guilford,2
Haddam,1
Hamden,6
Hampton,0
Hartford,20
Hartland,0
Harwinton,4
Hebron,0
Kent,1
Killingly,0
Killingworth,1
Lebanon,0
Ledyard,0
Lisbon,2
Litchfield,2
Lyme,0
Madison,3
Manchester,6
Mansfield,1
Marlborough,0
Meriden,7
Middlebury,1
Middlefield,0
Middletown,2
Milford,8
Monroe,3
Montville,1
Morris,1
Naugatuck,3
New Britain,6
New Canaan,15
New Fairfield,12
New Hartford,0
New Haven,29
New London,0
New Milford,6
Newington,9
Newtown,12
Norfolk,0
North Branford,0
North Canaan,0
North Haven,0
"NorthStonington",0
Norwalk,66
Norwich,2
Old Lyme,1
Old Saybrook,3
Orange,3
Oxford,3
Plainfield,0
Plainville,1
Plymouth,1
Pomfret,0
Portland,2
Town,Cases
Preston,0
Prospect,1
Putnam,0
Redding,6
Ridgefield,41
Rocky Hill,8
Roxbury,0
Salem,0
Salisbury,3
Scotland,0
Seymour,5
Sharon,1
Shelton,6
Sherman,2
Simsbury,3
Somers,0
South Windsor,3
Southbury,5
Southington,8
Sprague,0
Stafford,11
Stamford,48
Sterling,0
Stonington,1
Stratford,11
Suffield,4
Thomaston,2
Thompson,0
Tolland,5
Torrington,4
Trumbull,4
Union,0
Vernon,4
Voluntown,0
Wallingford,2
Warren,0
Washington,2
Waterbury,17
Waterford,0
Watertown,1
West Hartford,6
West Haven,12
Westbrook,0
Weston,10
Westport,87
Wethersfield,3
Willington,0
Wilton,17
Winchester,0
Windham,0
Windsor Locks,6
Windsor,2
Wolcott,2
Woodbridge,3
Woodbury,1
Woodstock,2
