Town,Cases
Andover,0
Ansonia,34
Ashford,4
Avon,11
Barkhamsted,1
Beacon Falls,10
Berlin,16
Bethany,4
Bethel,53
Bethlehem,4
Bloomfield,28
Bolton,4
Bozrah,1
Branford,33
Bridgeport,150
Bridgewater,3
Bristol,26
Brookfield,73
Brooklyn,2
Burlington,6
Canaan,0
Canterbury,0
Canton,2
Chaplin,0
Cheshire,27
Chester,2
Clinton,7
Colchester,4
Colebrook,0
Columbia,2
Cornwall,1
Coventry,5
Cromwell,9
Danbury,418
Darien,94
Deep River,4
Derby,19
Durham,4
East Granby,2
East Haddam,5
East Hampton,4
East Hartford,39
East Haven,35
East Lyme,3
East Windsor,4
Eastford,1
Easton,6
Ellington,7
Enfield,44
Essex,3
Fairfield,66
Farmington,21
Franklin,1
Glastonbury,20
Goshen,1
Granby,2
Greenwich,191
Town,Cases
Griswold,2
Groton,5
Guilford,11
Haddam,2
Hamden,69
Hampton,0
Hartford,125
Hartland,0
Harwinton,5
Hebron,4
Kent,5
Killingly,3
Killingworth,1
Lebanon,2
Ledyard,2
Lisbon,2
Litchfield,7
Lyme,1
Madison,14
Manchester,61
Mansfield,2
Marlborough,5
Meriden,46
Middlebury,10
Middlefield,2
Middletown,42
Milford,58
Monroe,10
Montville,2
Morris,2
Naugatuck,26
New Britain,49
New Canaan,62
New Fairfield,49
New Hartford,3
New Haven,190
New London,12
New Milford,55
Newington,34
Newtown,48
Norfolk,1
North Branford,9
North Canaan,1
North Haven,15
North Stonington,0
Norwalk,464
Norwich,5
Old Lyme,3
Old Saybrook,5
Orange,10
Oxford,21
Plainfield,2
Plainville,11
Plymouth,4
Pomfret,3
Portland,7
Preston,1
Town,Cases
Prospect,12
Putnam,1
Redding,20
Ridgefield,93
Rocky Hill,28
Roxbury,3
Salem,0
Salisbury,4
Scotland,0
Seymour,23
Sharon,6
Shelton,93
Sherman,6
Simsbury,10
Somers,8
South Windsor,14
Southbury,20
Southington,37
Sprague,0
Stafford,27
Stamford,604
Sterling,0
Stonington,6
Stratford,54
Suffield,20
Thomaston,11
Thompson,1
Tolland,10
Torrington,31
Trumbull,33
Union,0
Vernon,20
Voluntown,1
Wallingford,23
Warren,0
Washington,8
Waterbury,217
Waterford,4
Watertown,14
West Hartford,36
West Haven,71
Westbrook,3
Weston,32
Westport,135
Wethersfield,24
Willington,2
Wilton,70
Winchester,3
Windham,7
Windsor,43
Windsor Locks,8
Wolcott,11
Woodbridge,6
Woodbury,9
Woodstock,7
