Town,Cases
Andover,0
Ansonia,1
Ashford,0
Avon,1
Barkhamsted,0
Beacon Falls,1
Berlin,2
Bethany,0
Bethel,5
Bethlehem,3
Bloomfield,0
Bolton,1
Bozrah,0
Branford,2
Bridgeport,9
Bridgewater,0
Bristol,0
Brookfield,8
Brooklyn,0
Burlington,1
Canaan,0
Canterbury,0
Canton,0
Chaplin,0
Cheshire,0
Chester,0
Clinton,1
Colchester,0
Colebrook,0
Columbia,0
Cornwall,0
Coventry,0
Cromwell,1
Danbury,15
Darien,11
Deep River,1
Derby,0
Durham,0
East Granby,0
East Haddam,0
East Hampton,1
East Hartford,1
East Haven,1
East Lyme,1
East Windsor,0
Eastford,0
Easton,2
Ellington,0
Enfield,1
Essex,0
Fairfield,8
Farmington,3
Franklin,0
Glastonbury,5
Goshen,0
Granby,0
Greenwich,31
Town,Cases
Griswold,0
Groton,0
Guilford,2
Haddam,1
Hamden,1
Hampton,0
Hartford,11
Hartland,0
Harwinton,1
Hebron,0
Kent,0
Killingly,0
Killingworth,1
Lebanon,0
Ledyard,0
Lisbon,0
Litchfield,2
Lyme,0
Madison,1
Manchester,5
Mansfield,1
Marlborough,0
Meriden,2
Middlebury,0
Middlefield,0
Middletown,1
Milford,3
Monroe,1
Montville,1
Morris,0
Naugatuck,0
New Britain,2
New Canaan,9
New Fairfield,4
New Hartford,0
New Haven,8
New London,0
New Milford,2
Newington,4
Newtown,1
Norfolk,0
North Branford,0
North Canaan,0
North Haven,0
North Stonington,0
Norwalk,28
Norwich,1
Old Lyme,0
Old Saybrook,0
Orange,1
Oxford,2
Plainfield,0
Plainville,1
Plymouth,0
Pomfret,0
Portland,1
Preston,0
Town,Cases
Prospect,0
Putnam,0
Redding,1
Ridgefield,13
Rocky Hill,8
Roxbury,0
Salem,0
Salisbury,1
Scotland,0
Seymour,1
Sharon,1
Shelton,1
Sherman,0
Simsbury,0
Somers,0
South Windsor,2
Southbury,2
Southington,3
Sprague,0
Stafford,8
Stamford,30
Sterling,0
Stonington,1
Stratford,3
Suffield,2
Thomaston,1
Thompson,0
Tolland,5
Torrington,1
Trumbull,2
Union,0
Vernon,1
Voluntown,0
Wallingford,0
Warren,0
Washington,0
Waterbury,5
Waterford,0
Watertown,0
West Hartford,3
West Haven,6
Westbrook,0
Weston,4
Westport,74
Wethersfield,1
Willington,0
Wilton,10
Winchester,0
Windham,0
Windsor Locks,2
Windsor,3
Wolcott,0
Woodbridge,2
Woodbury,1
Woodstock,2
