Town,Cases
Andover,0
Ansonia,6
Ashford,0
Avon,6
Barkhamsted,0
Beacon Falls,1
Berlin,10
Bethany,0
Bethel,17
Bethlehem,3
Bloomfield,6
Bolton,2
Bozrah,0
Branford,12
Bridgeport,42
Bridgewater,1
Bristol,8
Brookfield,35
Brooklyn,0
Burlington,4
Canaan,0
Canterbury,0
Canton,0
Chaplin,0
Cheshire,8
Chester,0
Clinton,5
Colchester,2
Colebrook,0
Columbia,2
Cornwall,1
Coventry,4
Cromwell,3
Danbury,123
Darien,26
Deep River,2
Derby,3
Durham,1
East Granby,1
East Haddam,0
East Hampton,2
East Hartford,5
East Haven,7
East Lyme,2
East Windsor,0
Eastford,0
Easton,4
Ellington,0
Enfield,12
Essex,0
Fairfield,21
Farmington,11
Franklin,1
Glastonbury,8
Goshen,0
Granby,0
Greenwich,79
Town,Cases
Griswold,0
Groton,2
Guilford,3
Haddam,1
Hamden,11
Hampton,0
Hartford,28
Hartland,0
Harwinton,4
Hebron,1
Kent,1
Killingly,1
Killingworth,1
Lebanon,2
Ledyard,1
Lisbon,2
Litchfield,2
Lyme,1
Madison,6
Manchester,12
Mansfield,1
Marlborough,2
Meriden,14
Middlebury,2
Middlefield,0
Middletown,6
Milford,11
Monroe,6
Montville,1
Morris,1
Naugatuck,7
New Britain,15
New Canaan,20
New Fairfield,17
New Hartford,0
New Haven,53
New London,1
New Milford,14
Newington,19
Newtown,22
Norfolk,1
North Branford,0
North Canaan,0
North Haven,2
North Stonington,0
Norwalk,139
Norwich,2
Old Lyme,0
Old Saybrook,4
Orange,6
Oxford,5
Plainfield,0
Plainville,3
Plymouth,1
Pomfret,0
Portland,2
Preston,0
Town,Cases
Prospect,1
Putnam,0
Redding,13
Ridgefield,59
Rocky Hill,14
Roxbury,2
Salem,0
Salisbury,3
Scotland,0
Seymour,5
Sharon,3
Shelton,20
Sherman,3
Simsbury,5
Somers,0
South Windsor,4
Southbury,7
Southington,16
Sprague,0
Stafford,14
Stamford,86
Sterling,0
Stonington,1
Stratford,18
Suffield,7
Thomaston,5
Thompson,0
Tolland,6
Torrington,13
Trumbull,9
Union,0
Vernon,7
Voluntown,1
Wallingford,3
Warren,0
Washington,5
Waterbury,38
Waterford,0
Watertown,3
West Hartford,9
West Haven,19
Westbrook,1
Weston,17
Westport,101
Wethersfield,8
Willington,0
Wilton,31
Winchester,0
Windham,0
Windsor,13
Windsor Locks,2
Wolcott,3
Woodbridge,3
Woodbury,2
Woodstock,2
