Town,Cases
Andover,0
Ansonia,1
Ashford,0
Avon,2
Barkhamsted,0
Beacon Falls,1
Berlin,2
Bethany,0
Bethel,6
Bethlehem,3
Bloomfield,1
Bolton,1
Bozrah,0
Branford,5
Bridgeport,16
Bridgewater,1
Bristol,1
Brookfield,13
Brooklyn,0
Burlington,1
Canaan,0
Canterbury,0
Canton,0
Chaplin,0
Cheshire,0
Chester,0
Clinton,1
Colchester,0
Colebrook,0
Columbia,1
Cornwall,0
Coventry,1
Cromwell,1
Danbury,29
Darien,13
Deep River,1
Derby,1
Durham,0
East Granby,0
East Haddam,0
East Hampton,1
East Hartford,2
East Haven,3
East Lyme,1
East Windsor,0
Eastford,0
Easton,2
Ellington,0
Enfield,1
Essex,0
Fairfield,9
Farmington,5
Franklin,0
Glastonbury,6
Goshen,0
Granby,0
Greenwich,41
Town,Cases
Griswold,0
Groton,0
Guilford,2
Haddam,1
Hamden,4
Hampton,0
Hartford,14
Hartland,0
Harwinton,2
Hebron,0
Kent,1
Killingly,0
Killingworth,1
Lebanon,0
Ledyard,0
Lisbon,0
Litchfield,2
Lyme,0
Madison,3
Manchester,5
Mansfield,1
Marlborough,0
Meriden,3
Middlebury,0
Middlefield,0
Middletown,1
Milford,6
Monroe,2
Montville,1
Morris,1
Naugatuck,2
New Britain,5
New Canaan,11
New Fairfield,7
New Hartford,0
New Haven,22
New London,0
New Milford,2
Newington,8
Newtown,5
Norfolk,0
North Branford,0
North Canaan,0
North Haven,0
North Stonington,0
Norwalk,46
Norwich,2
Old Lyme,0
Old Saybrook,0
Orange,2
Oxford,2
Plainfield,0
Plainville,1
Plymouth,1
Pomfret,0
Portland,1
Preston,0
Town,Cases
Prospect,1
Putnam,0
Redding,2
Ridgefield,34
Rocky Hill,8
Roxbury,0
Salem,0
Salisbury,2
Scotland,0
Seymour,2
Sharon,1
Shelton,5
Sherman,1
Simsbury,0
Somers,0
South Windsor,3
Southbury,4
Southington,6
Sprague,0
Stafford,8
Stamford,34
Sterling,0
Stonington,1
Stratford,7
Suffield,2
Thomaston,1
Thompson,0
Tolland,5
Torrington,2
Trumbull,3
Union,0
Vernon,3
Voluntown,0
Wallingford,0
Warren,0
Washington,1
Waterbury,10
Waterford,0
Watertown,1
West Hartford,6
West Haven,11
Westbrook,0
Weston,7
Westport,79
Wethersfield,2
Willington,0
Wilton,13
Winchester,0
Windham,0
Windsor Locks,2
Windsor,4
Wolcott,1
Woodbridge,3
Woodbury,1
Woodstock,2
