Town,Cases
Andover,0
Ansonia,11
Ashford,1
Avon,9
Barkhamsted,0
Beacon Falls,2
Berlin,11
Bethany,0
Bethel,35
Bethlehem,4
Bloomfield,8
Bolton,2
Bozrah,1
Branford,14
Bridgeport,60
Bridgewater,2
Bristol,9
Brookfield,58
Brooklyn,0
Burlington,4
Canaan,0
Canterbury,0
Canton,1
Chaplin,0
Cheshire,13
Chester,0
Clinton,5
Colchester,2
Colebrook,0
Columbia,2
Cornwall,1
Coventry,4
Cromwell,4
Danbury,218
Darien,44
Deep River,3
Derby,6
Durham,1
East Granby,1
East Haddam,2
East Hampton,3
East Hartford,17
East Haven,7
East Lyme,2
East Windsor,0
Eastford,1
Easton,3
Ellington,2
Enfield,20
Essex,2
Fairfield,35
Farmington,15
Franklin,1
Glastonbury,12
Goshen,0
Granby,0
Greenwich,114
Town,Cases
Griswold,1
Groton,2
Guilford,3
Haddam,1
Hamden,28
Hampton,0
Hartford,49
Hartland,0
Harwinton,4
Hebron,3
Kent,5
Killingly,2
Killingworth,1
Lebanon,2
Ledyard,2
Lisbon,2
Litchfield,3
Lyme,1
Madison,8
Manchester,19
Mansfield,1
Marlborough,2
Meriden,21
Middlebury,6
Middlefield,1
Middletown,18
Milford,15
Monroe,6
Montville,1
Morris,1
Naugatuck,7
New Britain,26
New Canaan,34
New Fairfield,30
New Hartford,1
New Haven,73
New London,1
New Milford,34
Newington,24
Newtown,28
Norfolk,1
North Branford,2
North Canaan,0
North Haven,2
North Stonington,0
Norwalk,271
Norwich,2
Old Lyme,1
Old Saybrook,5
Orange,7
Oxford,8
Plainfield,0
Plainville,7
Plymouth,2
Pomfret,1
Portland,3
Preston,1
Town,Cases
Prospect,3
Putnam,0
Redding,16
Ridgefield,74
Rocky Hill,15
Roxbury,2
Salem,0
Salisbury,3
Scotland,0
Seymour,10
Sharon,3
Shelton,31
Sherman,4
Simsbury,5
Somers,2
South Windsor,8
Southbury,11
Southington,16
Sprague,0
Stafford,17
Stamford,157
Sterling,0
Stonington,1
Stratford,27
Suffield,7
Thomaston,6
Thompson,1
Tolland,6
Torrington,18
Trumbull,14
Union,0
Vernon,10
Voluntown,1
Wallingford,8
Warren,0
Washington,10
Waterbury,69
Waterford,0
Watertown,6
West Hartford,12
West Haven,30
Westbrook,1
Weston,27
Westport,115
Wethersfield,12
Willington,1
Wilton,44
Winchester,2
Windham,1
Windsor,19
Windsor Locks,2
Wolcott,5
Woodbridge,4
Woodbury,5
Woodstock,3
