Town,Cases
Andover,0
Ansonia,7
Ashford,0
Avon,6
Barkhamsted,0
Beacon Falls,1
Berlin,11
Bethany,0
Bethel,29
Bethlehem,3
Bloomfield,6
Bolton,2
Bozrah,0
Branford,12
Bridgeport,52
Bridgewater,2
Bristol,9
Brookfield,52
Brooklyn,0
Burlington,4
Canaan,0
Canterbury,0
Canton,1
Chaplin,0
Cheshire,9
Chester,0
Clinton,5
Colchester,2
Colebrook,0
Columbia,2
Cornwall,1
Coventry,4
Cromwell,4
Danbury,182
Darien,40
Deep River,2
Derby,6
Durham,1
East Granby,1
East Haddam,1
East Hampton,3
East Hartford,11
East Haven,7
East Lyme,2
East Windsor,0
Eastford,1
Easton,3
Ellington,1
Enfield,16
Essex,1
Fairfield,29
Farmington,12
Franklin,1
Glastonbury,11
Goshen,0
Granby,0
Greenwich,93
Town,Cases
Griswold,0
Groton,2
Guilford,3
Haddam,1
Hamden,14
Hampton,0
Hartford,39
Hartland,0
Harwinton,4
Hebron,1
Kent,3
Killingly,2
Killingworth,1
Lebanon,2
Ledyard,1
Lisbon,2
Litchfield,2
Lyme,1
Madison,7
Manchester,16
Mansfield,0
Marlborough,2
Meriden,16
Middlebury,5
Middlefield,0
Middletown,12
Milford,12
Monroe,6
Montville,1
Morris,1
Naugatuck,7
New Britain,20
New Canaan,29
New Fairfield,25
New Hartford,1
New Haven,56
New London,1
New Milford,24
Newington,21
Newtown,26
Norfolk,1
North Branford,1
North Canaan,0
North Haven,2
North Stonington,0
Norwalk,226
Norwich,2
Old Lyme,1
Old Saybrook,4
Orange,7
Oxford,7
Plainfield,0
Plainville,5
Plymouth,1
Pomfret,0
Portland,2
Preston,0
Town,Cases
Prospect,2
Putnam,0
Redding,16
Ridgefield,69
Rocky Hill,14
Roxbury,2
Salem,0
Salisbury,3
Scotland,0
Seymour,9
Sharon,3
Shelton,24
Sherman,3
Simsbury,5
Somers,0
South Windsor,7
Southbury,7
Southington,16
Sprague,0
Stafford,15
Stamford,126
Sterling,0
Stonington,1
Stratford,22
Suffield,7
Thomaston,5
Thompson,1
Tolland,6
Torrington,14
Trumbull,14
Union,0
Vernon,8
Voluntown,1
Wallingford,5
Warren,0
Washington,6
Waterbury,52
Waterford,0
Watertown,6
West Hartford,9
West Haven,20
Westbrook,1
Weston,23
Westport,114
Wethersfield,10
Willington,1
Wilton,42
Winchester,1
Windham,0
Windsor,15
Windsor Locks,2
Wolcott,3
Woodbridge,3
Woodbury,4
Woodstock,3
