Town,Cases
Andover,0
Ansonia,1
Ashford,0
Avon,1
Barkhamsted,0
Beacon Falls,1
Berlin,2
Bethany,0
Bethel,2
Bethlehem,3
Bloomfield,0
Bolton,1
Bozrah,0
Branford,0
Bridgeport,9
Bridgewater,0
Bristol,0
Brookfield,6
Brooklyn,0
Burlington,1
Canaan,0
Canterbury,0
Canton,0
Chaplin,0
Cheshire,0
Chester,0
Clinton,1
Colchester,0
Colebrook,0
Columbia,0
Cornwall,0
Coventry,0
Cromwell,0
Danbury,8
Darien,8
Deep River,0
Derby,0
Durham,0
East Granby,0
East Haddam,0
East Hampton,1
East Hartford,1
East Haven,0
East Lyme,1
East Windsor,0
Eastford,0
Easton,1
Ellington,0
Enfield,1
Essex,0
Fairfield,7
Farmington,2
Franklin,0
Glastonbury,4
Goshen,0
Granby,0
Greenwich,31
Town,Cases
Griswold,0
Groton,0
Guilford,2
Haddam,1
Hamden,1
Hampton,0
Hartford,11
Hartland,0
Harwinton,0
Hebron,0
Kent,0
Killingly,0
Killingworth,1
Lebanon,0
Ledyard,0
Lisbon,0
Litchfield,2
Lyme,0
Madison,1
Manchester,4
Mansfield,1
Marlborough,0
Meriden,1
Middlebury,0
Middlefield,0
Middletown,1
Milford,2
Monroe,0
Montville,1
Morris,0
Naugatuck,0
New Britain,2
New Canaan,5
New Fairfield,3
New Hartford,0
New Haven,7
New London,0
New Milford,2
Newington,4
Newtown,1
Norfolk,0
North Branford,0
North Canaan,0
North Haven,0
North Stonington,0
Norwalk,17
Norwich,1
Old Lyme,0
Old Saybrook,0
Orange,0
Oxford,1
Plainfield,0
Plainville,1
Plymouth,0
Pomfret,0
Portland,1
Preston,0
Town,Cases
Prospect,0
Putnam,0
Redding,0
Ridgefield,9
Rocky Hill,7
Roxbury,0
Salem,0
Salisbury,0
Scotland,0
Seymour,0
Sharon,1
Shelton,1
Sherman,0
Simsbury,0
Somers,0
South Windsor,2
Southbury,2
Southington,3
Sprague,0
Stafford,7
Stamford,25
Sterling,0
Stonington,0
Stratford,3
Suffield,2
Thomaston,2
Thompson,0
Tolland,4
Torrington,1
Trumbull,0
Union,0
Vernon,1
Voluntown,0
Wallingford,0
Warren,0
Washington,0
Waterbury,3
Waterford,0
Watertown,0
West Hartford,1
West Haven,6
Westbrook,0
Weston,3
Westport,62
Wethersfield,1
Willington,0
Wilton,7
Winchester,0
Windham,0
Windsor Locks,2
Windsor,2
Wolcott,0
Woodbridge,1
Woodbury,1
Woodstock,1
