,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths
3706,Yunnan,China,24.974,101.48700000000001,2/5/20,128,0
3707,Zhejiang,China,29.1832,120.0934,2/5/20,895,0
3708,,Colombia,4.5709,-74.2973,2/5/20,0,0
3709,,Congo (Brazzaville),-4.0383,21.7587,2/5/20,0,0
3710,,Congo (Kinshasa),-4.0383,21.7587,2/5/20,0,0
3711,,Costa Rica,9.7489,-83.7534,2/5/20,0,0
3712,,Cote d'Ivoire,7.54,-5.5471,2/5/20,0,0
3713,,Croatia,45.1,15.2,2/5/20,0,0
3714,,Diamond Princess,0.0,0.0,2/5/20,0,0
3715,,Cuba,22.0,-80.0,2/5/20,0,0
3716,,Cyprus,35.1264,33.4299,2/5/20,0,0
3717,,Czechia,49.8175,15.472999999999999,2/5/20,0,0
3718,Faroe Islands,Denmark,61.8926,-6.9118,2/5/20,0,0
3719,Greenland,Denmark,71.7069,-42.6043,2/5/20,0,0
3720,,Denmark,56.2639,9.5018,2/5/20,0,0
3721,,Djibouti,11.8251,42.5903,2/5/20,0,0
3722,,Dominican Republic,18.7357,-70.1627,2/5/20,0,0
3723,,Ecuador,-1.8312,-78.1834,2/5/20,0,0
3724,,Egypt,26.0,30.0,2/5/20,0,0
3725,,El Salvador,13.7942,-88.8965,2/5/20,0,0
3726,,Equatorial Guinea,1.5,10.0,2/5/20,0,0
3727,,Eritrea,15.1794,39.7823,2/5/20,0,0
3728,,Estonia,58.5953,25.0136,2/5/20,0,0
3729,,Eswatini,-26.5225,31.4659,2/5/20,0,0
3730,,Ethiopia,9.145,40.4897,2/5/20,0,0
3731,,Fiji,-17.7134,178.065,2/5/20,0,0
3732,,Finland,64.0,26.0,2/5/20,1,0
3733,French Guiana,France,3.9339,-53.1258,2/5/20,0,0
3734,French Polynesia,France,-17.6797,149.4068,2/5/20,0,0
3735,Guadeloupe,France,16.25,-61.5833,2/5/20,0,0
3736,Mayotte,France,-12.8275,45.1662,2/5/20,0,0
3737,New Caledonia,France,-20.9043,165.618,2/5/20,0,0
3738,Reunion,France,-21.1351,55.2471,2/5/20,0,0
3739,Saint Barthelemy,France,17.9,-62.8333,2/5/20,0,0
3740,St Martin,France,18.0708,-63.0501,2/5/20,0,0
3741,Martinique,France,14.6415,-61.0242,2/5/20,0,0
3742,,France,46.2276,2.2137,2/5/20,6,0
3743,,Gabon,-0.8037,11.6094,2/5/20,0,0
3744,,Gambia,13.4432,-15.3101,2/5/20,0,0
3745,,Georgia,42.3154,43.3569,2/5/20,0,0
3746,,Germany,51.0,9.0,2/5/20,12,0
3747,,Ghana,7.9465,-1.0232,2/5/20,0,0
3748,,Greece,39.0742,21.8243,2/5/20,0,0
3749,,Guatemala,15.7835,-90.2308,2/5/20,0,0
3750,,Guinea,9.9456,-9.6966,2/5/20,0,0
3751,,Guyana,5.0,-58.75,2/5/20,0,0
3752,,Haiti,18.9712,-72.2852,2/5/20,0,0
3753,,Holy See,41.9029,12.4534,2/5/20,0,0
3754,,Honduras,15.2,-86.2419,2/5/20,0,0
3755,,Hungary,47.1625,19.5033,2/5/20,0,0
3756,,Iceland,64.9631,-19.0208,2/5/20,0,0
3757,,India,21.0,78.0,2/5/20,3,0
3758,,Indonesia,-0.7893,113.9213,2/5/20,0,0
3759,,Iran,32.0,53.0,2/5/20,0,0
3760,,Iraq,33.0,44.0,2/5/20,0,0
3761,,Ireland,53.1424,-7.6921,2/5/20,0,0
3762,,Israel,31.0,35.0,2/5/20,0,0
3763,,Italy,43.0,12.0,2/5/20,2,0
3764,,Jamaica,18.1096,-77.2975,2/5/20,0,0
3765,,Japan,36.0,138.0,2/5/20,22,0
3766,,Jordan,31.24,36.51,2/5/20,0,0
3767,,Kazakhstan,48.0196,66.9237,2/5/20,0,0
3768,,Kenya,-0.0236,37.9062,2/5/20,0,0
3769,,"Korea, South",36.0,128.0,2/5/20,19,0
3770,,Kuwait,29.5,47.75,2/5/20,0,0
3771,,Kyrgyzstan,41.2044,74.7661,2/5/20,0,0
3772,,Latvia,56.8796,24.6032,2/5/20,0,0
3773,,Lebanon,33.8547,35.8623,2/5/20,0,0
3774,,Liberia,6.4281,-9.4295,2/5/20,0,0
3775,,Liechtenstein,47.14,9.55,2/5/20,0,0
3776,,Lithuania,55.1694,23.8813,2/5/20,0,0
3777,,Luxembourg,49.8153,6.1296,2/5/20,0,0
3778,,Madagascar,-18.7669,46.8691,2/5/20,0,0
3779,,Malaysia,2.5,112.5,2/5/20,12,0
3780,,Maldives,3.2028,73.2207,2/5/20,0,0
3781,,Malta,35.9375,14.3754,2/5/20,0,0
3782,,Mauritania,21.0079,10.9408,2/5/20,0,0
3783,,Mauritius,-20.2,57.5,2/5/20,0,0
3784,,Mexico,23.6345,-102.5528,2/5/20,0,0
3785,,Moldova,47.4116,28.3699,2/5/20,0,0
3786,,Monaco,43.7333,7.4167,2/5/20,0,0
3787,,Mongolia,46.8625,103.8467,2/5/20,0,0
3788,,Montenegro,42.5,19.3,2/5/20,0,0
3789,,Morocco,31.7917,-7.0926,2/5/20,0,0
3790,,Namibia,-22.9576,18.4904,2/5/20,0,0
3791,,Nepal,28.1667,84.25,2/5/20,1,0
3792,Aruba,Netherlands,12.5186,-70.0358,2/5/20,0,0
3793,Curacao,Netherlands,12.1696,-68.99,2/5/20,0,0
3794,Sint Maarten,Netherlands,18.0425,-63.0548,2/5/20,0,0
3795,,Netherlands,52.1326,5.2913,2/5/20,0,0
3796,,New Zealand,-40.9006,174.886,2/5/20,0,0
3797,,Nicaragua,12.8654,-85.2072,2/5/20,0,0
3798,,Niger,17.6078,8.0817,2/5/20,0,0
3799,,Nigeria,9.082,8.6753,2/5/20,0,0
3800,,North Macedonia,41.6086,21.7453,2/5/20,0,0
3801,,Norway,60.472,8.4689,2/5/20,0,0
3802,,Oman,21.0,57.0,2/5/20,0,0
3803,,Pakistan,30.3753,69.3451,2/5/20,0,0
3804,,Panama,8.538,-80.7821,2/5/20,0,0
3805,,Papua New Guinea,-6.315,143.9555,2/5/20,0,0
3806,,Paraguay,-23.4425,-58.4438,2/5/20,0,0
3807,,Peru,-9.19,-75.0152,2/5/20,0,0
3808,,Philippines,13.0,122.0,2/5/20,2,1
3809,,Poland,51.9194,19.1451,2/5/20,0,0
3810,,Portugal,39.3999,-8.2245,2/5/20,0,0
3811,,Qatar,25.3548,51.1839,2/5/20,0,0
3812,,Romania,45.9432,24.9668,2/5/20,0,0
3813,,Russia,60.0,90.0,2/5/20,2,0
3814,,Rwanda,-1.9403,29.8739,2/5/20,0,0
3815,,Saint Lucia,13.9094,-60.9789,2/5/20,0,0
3816,,Saint Vincent and the Grenadines,12.9843,-61.2872,2/5/20,0,0
3817,,San Marino,43.9424,12.4578,2/5/20,0,0
3818,,Saudi Arabia,24.0,45.0,2/5/20,0,0
3819,,Senegal,14.4974,-14.4524,2/5/20,0,0
3820,,Serbia,44.0165,21.0059,2/5/20,0,0
3821,,Seychelles,-4.6796,55.492,2/5/20,0,0
3822,,Singapore,1.2833,103.8333,2/5/20,28,0
3823,,Slovakia,48.669,19.699,2/5/20,0,0
3824,,Slovenia,46.1512,14.9955,2/5/20,0,0
3825,,Somalia,5.1521,46.1996,2/5/20,0,0
3826,,South Africa,-30.5595,22.9375,2/5/20,0,0
3827,,Spain,40.0,-4.0,2/5/20,1,0
3828,,Sri Lanka,7.0,81.0,2/5/20,1,0
3829,,Sudan,12.8628,30.2176,2/5/20,0,0
3830,,Suriname,3.9193,-56.0278,2/5/20,0,0
3831,,Sweden,63.0,16.0,2/5/20,1,0
3832,,Switzerland,46.8182,8.2275,2/5/20,0,0
3833,,Taiwan*,23.7,121.0,2/5/20,11,0
3834,,Tanzania,-6.369,34.8888,2/5/20,0,0
3835,,Thailand,15.0,101.0,2/5/20,25,0
3836,,Togo,8.6195,0.8248,2/5/20,0,0
3837,,Trinidad and Tobago,10.6918,-61.2225,2/5/20,0,0
3838,,Tunisia,34.0,9.0,2/5/20,0,0
3839,,Turkey,38.9637,35.2433,2/5/20,0,0
3840,,Uganda,1.0,32.0,2/5/20,0,0
3841,,Ukraine,48.3794,31.1656,2/5/20,0,0
3842,,United Arab Emirates,24.0,54.0,2/5/20,5,0
3843,Bermuda,United Kingdom,32.3078,-64.7505,2/5/20,0,0
3844,Cayman Islands,United Kingdom,19.3133,-81.2546,2/5/20,0,0
3845,Channel Islands,United Kingdom,49.3723,-2.3644,2/5/20,0,0
3846,Gibraltar,United Kingdom,36.1408,-5.3536,2/5/20,0,0
3847,Isle of Man,United Kingdom,54.2361,-4.5481,2/5/20,0,0
3848,Montserrat,United Kingdom,16.7425,-62.1874,2/5/20,0,0
3849,,United Kingdom,55.3781,-3.4360000000000004,2/5/20,2,0
3850,,Uruguay,-32.5228,-55.7658,2/5/20,0,0
3851,,US,37.0902,-95.7129,2/5/20,11,0
3852,,Uzbekistan,41.3775,64.5853,2/5/20,0,0
3853,,Venezuela,6.4238,-66.5897,2/5/20,0,0
3854,,Vietnam,16.0,108.0,2/5/20,8,0
3855,,Zambia,-15.4167,28.2833,2/5/20,0,0
3856,,Zimbabwe,-20.0,30.0,2/5/20,0,0
3857,Diamond Princess,Canada,0.0,0.0,2/5/20,0,0
3858,,Dominica,15.415,-61.371,2/5/20,0,0
3859,,Grenada,12.1165,-61.678999999999995,2/5/20,0,0
3860,,Mozambique,-18.665695,35.529562,2/5/20,0,0
3861,,Syria,34.802075,38.99681500000001,2/5/20,0,0
3862,,Timor-Leste,-8.874217,125.727539,2/5/20,0,0
3863,,Belize,13.1939,-59.5432,2/5/20,0,0
3864,Recovered,Canada,0.0,0.0,2/5/20,0,0
3865,,Laos,19.856270000000002,102.495496,2/5/20,0,0
3866,,Libya,26.3351,17.228331,2/5/20,0,0
3867,,West Bank and Gaza,31.9522,35.2332,2/5/20,0,0
3868,,Guinea-Bissau,11.8037,-15.1804,2/5/20,0,0
3869,,Mali,17.570692,-3.996166000000001,2/5/20,0,0
3870,,Saint Kitts and Nevis,17.357822,-62.782998,2/5/20,0,0
3871,Northwest Territories,Canada,64.8255,-124.8457,2/5/20,0,0
3872,Yukon,Canada,64.2823,-135.0,2/5/20,0,0
3873,,Kosovo,42.602636,20.902977,2/5/20,0,0
3874,,Burma,21.9162,95.956,2/5/20,0,0
3875,Anguilla,United Kingdom,18.2206,-63.0686,2/5/20,0,0
3876,British Virgin Islands,United Kingdom,18.4207,-64.64,2/5/20,0,0
3877,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2/5/20,0,0
3878,,MS Zaandam,0.0,0.0,2/5/20,0,0
3879,,Botswana,-22.3285,24.6849,2/5/20,0,0
3880,,Burundi,-3.3731,29.9189,2/5/20,0,0
3881,,Sierra Leone,8.460555000000001,-11.779889,2/5/20,0,0
3882,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2/5/20,0,0
3883,,Malawi,-13.254307999999998,34.301525,2/5/20,0,0
3884,Falkland Islands (Islas Malvinas),United Kingdom,-51.7963,-59.5236,2/5/20,0,0
3885,,Afghanistan,33.0,65.0,2/6/20,0,0
3886,,Albania,41.1533,20.1683,2/6/20,0,0
3887,,Algeria,28.0339,1.6596,2/6/20,0,0
3888,,Andorra,42.5063,1.5218,2/6/20,0,0
3889,,Angola,-11.2027,17.8739,2/6/20,0,0
3890,,Antigua and Barbuda,17.0608,-61.7964,2/6/20,0,0
3891,,Argentina,-38.4161,-63.6167,2/6/20,0,0
3892,,Armenia,40.0691,45.0382,2/6/20,0,0
3893,Australian Capital Territory,Australia,-35.4735,149.0124,2/6/20,0,0
3894,New South Wales,Australia,-33.8688,151.2093,2/6/20,4,0
3895,Northern Territory,Australia,-12.4634,130.8456,2/6/20,0,0
3896,Queensland,Australia,-28.0167,153.4,2/6/20,4,0
3897,South Australia,Australia,-34.9285,138.6007,2/6/20,2,0
3898,Tasmania,Australia,-41.4545,145.9707,2/6/20,0,0
3899,Victoria,Australia,-37.8136,144.9631,2/6/20,4,0
3900,Western Australia,Australia,-31.9505,115.8605,2/6/20,0,0
3901,,Austria,47.5162,14.5501,2/6/20,0,0
3902,,Azerbaijan,40.1431,47.5769,2/6/20,0,0
3903,,Bahamas,25.0343,-77.3963,2/6/20,0,0
3904,,Bahrain,26.0275,50.55,2/6/20,0,0
3905,,Bangladesh,23.685,90.3563,2/6/20,0,0
3906,,Barbados,13.1939,-59.5432,2/6/20,0,0
3907,,Belarus,53.7098,27.9534,2/6/20,0,0
3908,,Belgium,50.8333,4.0,2/6/20,1,0
3909,,Benin,9.3077,2.3158,2/6/20,0,0
3910,,Bhutan,27.5142,90.4336,2/6/20,0,0
3911,,Bolivia,-16.2902,-63.5887,2/6/20,0,0
3912,,Bosnia and Herzegovina,43.9159,17.6791,2/6/20,0,0
3913,,Brazil,-14.235,-51.9253,2/6/20,0,0
3914,,Brunei,4.5353,114.7277,2/6/20,0,0
3915,,Bulgaria,42.7339,25.4858,2/6/20,0,0
3916,,Burkina Faso,12.2383,-1.5616,2/6/20,0,0
3917,,Cabo Verde,16.5388,-23.0418,2/6/20,0,0
3918,,Cambodia,11.55,104.9167,2/6/20,1,0
3919,,Cameroon,3.8480000000000003,11.5021,2/6/20,0,0
3920,Alberta,Canada,53.9333,-116.5765,2/6/20,0,0
3921,British Columbia,Canada,49.2827,-123.1207,2/6/20,2,0
3922,Grand Princess,Canada,37.6489,-122.6655,2/6/20,0,0
3923,Manitoba,Canada,53.7609,-98.8139,2/6/20,0,0
3924,New Brunswick,Canada,46.5653,-66.4619,2/6/20,0,0
3925,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/6/20,0,0
3926,Nova Scotia,Canada,44.681999999999995,-63.7443,2/6/20,0,0
3927,Ontario,Canada,51.2538,-85.3232,2/6/20,3,0
3928,Prince Edward Island,Canada,46.5107,-63.4168,2/6/20,0,0
3929,Quebec,Canada,52.9399,-73.5491,2/6/20,0,0
3930,Saskatchewan,Canada,52.9399,-106.4509,2/6/20,0,0
3931,,Central African Republic,6.6111,20.9394,2/6/20,0,0
3932,,Chad,15.4542,18.7322,2/6/20,0,0
3933,,Chile,-35.6751,-71.543,2/6/20,0,0
3934,Anhui,China,31.8257,117.2264,2/6/20,591,0
3935,Beijing,China,40.1824,116.4142,2/6/20,274,1
3936,Chongqing,China,30.0572,107.874,2/6/20,411,2
3937,Fujian,China,26.0789,117.9874,2/6/20,215,0
3938,Gansu,China,37.8099,101.0583,2/6/20,62,0
3939,Guangdong,China,23.3417,113.4244,2/6/20,970,0
3940,Guangxi,China,23.8298,108.7881,2/6/20,168,0
3941,Guizhou,China,26.8154,106.8748,2/6/20,71,1
3942,Hainan,China,19.1959,109.7453,2/6/20,106,1
3943,Hebei,China,39.549,116.1306,2/6/20,157,1
3944,Heilongjiang,China,47.861999999999995,127.7615,2/6/20,227,3
3945,Henan,China,33.882,113.61399999999999,2/6/20,851,2
3946,Hong Kong,China,22.3,114.2,2/6/20,24,1
3947,Hubei,China,30.9756,112.2707,2/6/20,22112,618
3948,Hunan,China,27.6104,111.7088,2/6/20,711,0
3949,Inner Mongolia,China,44.0935,113.9448,2/6/20,46,0
3950,Jiangsu,China,32.9711,119.455,2/6/20,373,0
3951,Jiangxi,China,27.614,115.7221,2/6/20,600,0
3952,Jilin,China,43.6661,126.1923,2/6/20,59,0
3953,Liaoning,China,41.2956,122.6085,2/6/20,94,0
3954,Macau,China,22.1667,113.55,2/6/20,10,0
3955,Ningxia,China,37.2692,106.1655,2/6/20,40,0
3956,Qinghai,China,35.7452,95.9956,2/6/20,18,0
3957,Shaanxi,China,35.1917,108.8701,2/6/20,173,0
3958,Shandong,China,36.3427,118.1498,2/6/20,347,0
3959,Shanghai,China,31.201999999999998,121.4491,2/6/20,257,1
3960,Shanxi,China,37.5777,112.2922,2/6/20,96,0
3961,Sichuan,China,30.6171,102.7103,2/6/20,321,1
3962,Tianjin,China,39.3054,117.323,2/6/20,79,1
3963,Tibet,China,31.6927,88.0924,2/6/20,1,0
3964,Xinjiang,China,41.1129,85.2401,2/6/20,36,0
3965,Yunnan,China,24.974,101.48700000000001,2/6/20,133,0
3966,Zhejiang,China,29.1832,120.0934,2/6/20,954,0
3967,,Colombia,4.5709,-74.2973,2/6/20,0,0
3968,,Congo (Brazzaville),-4.0383,21.7587,2/6/20,0,0
3969,,Congo (Kinshasa),-4.0383,21.7587,2/6/20,0,0
3970,,Costa Rica,9.7489,-83.7534,2/6/20,0,0
3971,,Cote d'Ivoire,7.54,-5.5471,2/6/20,0,0
3972,,Croatia,45.1,15.2,2/6/20,0,0
3973,,Diamond Princess,0.0,0.0,2/6/20,0,0
3974,,Cuba,22.0,-80.0,2/6/20,0,0
3975,,Cyprus,35.1264,33.4299,2/6/20,0,0
3976,,Czechia,49.8175,15.472999999999999,2/6/20,0,0
3977,Faroe Islands,Denmark,61.8926,-6.9118,2/6/20,0,0
3978,Greenland,Denmark,71.7069,-42.6043,2/6/20,0,0
3979,,Denmark,56.2639,9.5018,2/6/20,0,0
3980,,Djibouti,11.8251,42.5903,2/6/20,0,0
3981,,Dominican Republic,18.7357,-70.1627,2/6/20,0,0
3982,,Ecuador,-1.8312,-78.1834,2/6/20,0,0
3983,,Egypt,26.0,30.0,2/6/20,0,0
3984,,El Salvador,13.7942,-88.8965,2/6/20,0,0
3985,,Equatorial Guinea,1.5,10.0,2/6/20,0,0
3986,,Eritrea,15.1794,39.7823,2/6/20,0,0
3987,,Estonia,58.5953,25.0136,2/6/20,0,0
3988,,Eswatini,-26.5225,31.4659,2/6/20,0,0
3989,,Ethiopia,9.145,40.4897,2/6/20,0,0
3990,,Fiji,-17.7134,178.065,2/6/20,0,0
3991,,Finland,64.0,26.0,2/6/20,1,0
3992,French Guiana,France,3.9339,-53.1258,2/6/20,0,0
3993,French Polynesia,France,-17.6797,149.4068,2/6/20,0,0
3994,Guadeloupe,France,16.25,-61.5833,2/6/20,0,0
3995,Mayotte,France,-12.8275,45.1662,2/6/20,0,0
3996,New Caledonia,France,-20.9043,165.618,2/6/20,0,0
3997,Reunion,France,-21.1351,55.2471,2/6/20,0,0
3998,Saint Barthelemy,France,17.9,-62.8333,2/6/20,0,0
3999,St Martin,France,18.0708,-63.0501,2/6/20,0,0
4000,Martinique,France,14.6415,-61.0242,2/6/20,0,0
4001,,France,46.2276,2.2137,2/6/20,6,0
4002,,Gabon,-0.8037,11.6094,2/6/20,0,0
4003,,Gambia,13.4432,-15.3101,2/6/20,0,0
4004,,Georgia,42.3154,43.3569,2/6/20,0,0
4005,,Germany,51.0,9.0,2/6/20,12,0
4006,,Ghana,7.9465,-1.0232,2/6/20,0,0
4007,,Greece,39.0742,21.8243,2/6/20,0,0
4008,,Guatemala,15.7835,-90.2308,2/6/20,0,0
4009,,Guinea,9.9456,-9.6966,2/6/20,0,0
4010,,Guyana,5.0,-58.75,2/6/20,0,0
4011,,Haiti,18.9712,-72.2852,2/6/20,0,0
4012,,Holy See,41.9029,12.4534,2/6/20,0,0
4013,,Honduras,15.2,-86.2419,2/6/20,0,0
4014,,Hungary,47.1625,19.5033,2/6/20,0,0
4015,,Iceland,64.9631,-19.0208,2/6/20,0,0
4016,,India,21.0,78.0,2/6/20,3,0
4017,,Indonesia,-0.7893,113.9213,2/6/20,0,0
4018,,Iran,32.0,53.0,2/6/20,0,0
4019,,Iraq,33.0,44.0,2/6/20,0,0
4020,,Ireland,53.1424,-7.6921,2/6/20,0,0
4021,,Israel,31.0,35.0,2/6/20,0,0
4022,,Italy,43.0,12.0,2/6/20,2,0
4023,,Jamaica,18.1096,-77.2975,2/6/20,0,0
4024,,Japan,36.0,138.0,2/6/20,22,0
4025,,Jordan,31.24,36.51,2/6/20,0,0
4026,,Kazakhstan,48.0196,66.9237,2/6/20,0,0
4027,,Kenya,-0.0236,37.9062,2/6/20,0,0
4028,,"Korea, South",36.0,128.0,2/6/20,23,0
4029,,Kuwait,29.5,47.75,2/6/20,0,0
4030,,Kyrgyzstan,41.2044,74.7661,2/6/20,0,0
4031,,Latvia,56.8796,24.6032,2/6/20,0,0
4032,,Lebanon,33.8547,35.8623,2/6/20,0,0
4033,,Liberia,6.4281,-9.4295,2/6/20,0,0
4034,,Liechtenstein,47.14,9.55,2/6/20,0,0
4035,,Lithuania,55.1694,23.8813,2/6/20,0,0
4036,,Luxembourg,49.8153,6.1296,2/6/20,0,0
4037,,Madagascar,-18.7669,46.8691,2/6/20,0,0
4038,,Malaysia,2.5,112.5,2/6/20,12,0
4039,,Maldives,3.2028,73.2207,2/6/20,0,0
4040,,Malta,35.9375,14.3754,2/6/20,0,0
4041,,Mauritania,21.0079,10.9408,2/6/20,0,0
4042,,Mauritius,-20.2,57.5,2/6/20,0,0
4043,,Mexico,23.6345,-102.5528,2/6/20,0,0
4044,,Moldova,47.4116,28.3699,2/6/20,0,0
4045,,Monaco,43.7333,7.4167,2/6/20,0,0
4046,,Mongolia,46.8625,103.8467,2/6/20,0,0
4047,,Montenegro,42.5,19.3,2/6/20,0,0
4048,,Morocco,31.7917,-7.0926,2/6/20,0,0
4049,,Namibia,-22.9576,18.4904,2/6/20,0,0
4050,,Nepal,28.1667,84.25,2/6/20,1,0
4051,Aruba,Netherlands,12.5186,-70.0358,2/6/20,0,0
4052,Curacao,Netherlands,12.1696,-68.99,2/6/20,0,0
4053,Sint Maarten,Netherlands,18.0425,-63.0548,2/6/20,0,0
4054,,Netherlands,52.1326,5.2913,2/6/20,0,0
4055,,New Zealand,-40.9006,174.886,2/6/20,0,0
4056,,Nicaragua,12.8654,-85.2072,2/6/20,0,0
4057,,Niger,17.6078,8.0817,2/6/20,0,0
4058,,Nigeria,9.082,8.6753,2/6/20,0,0
4059,,North Macedonia,41.6086,21.7453,2/6/20,0,0
4060,,Norway,60.472,8.4689,2/6/20,0,0
4061,,Oman,21.0,57.0,2/6/20,0,0
4062,,Pakistan,30.3753,69.3451,2/6/20,0,0
4063,,Panama,8.538,-80.7821,2/6/20,0,0
4064,,Papua New Guinea,-6.315,143.9555,2/6/20,0,0
4065,,Paraguay,-23.4425,-58.4438,2/6/20,0,0
4066,,Peru,-9.19,-75.0152,2/6/20,0,0
4067,,Philippines,13.0,122.0,2/6/20,2,1
4068,,Poland,51.9194,19.1451,2/6/20,0,0
4069,,Portugal,39.3999,-8.2245,2/6/20,0,0
4070,,Qatar,25.3548,51.1839,2/6/20,0,0
4071,,Romania,45.9432,24.9668,2/6/20,0,0
4072,,Russia,60.0,90.0,2/6/20,2,0
4073,,Rwanda,-1.9403,29.8739,2/6/20,0,0
4074,,Saint Lucia,13.9094,-60.9789,2/6/20,0,0
4075,,Saint Vincent and the Grenadines,12.9843,-61.2872,2/6/20,0,0
4076,,San Marino,43.9424,12.4578,2/6/20,0,0
4077,,Saudi Arabia,24.0,45.0,2/6/20,0,0
4078,,Senegal,14.4974,-14.4524,2/6/20,0,0
4079,,Serbia,44.0165,21.0059,2/6/20,0,0
4080,,Seychelles,-4.6796,55.492,2/6/20,0,0
4081,,Singapore,1.2833,103.8333,2/6/20,28,0
4082,,Slovakia,48.669,19.699,2/6/20,0,0
4083,,Slovenia,46.1512,14.9955,2/6/20,0,0
4084,,Somalia,5.1521,46.1996,2/6/20,0,0
4085,,South Africa,-30.5595,22.9375,2/6/20,0,0
4086,,Spain,40.0,-4.0,2/6/20,1,0
4087,,Sri Lanka,7.0,81.0,2/6/20,1,0
4088,,Sudan,12.8628,30.2176,2/6/20,0,0
4089,,Suriname,3.9193,-56.0278,2/6/20,0,0
4090,,Sweden,63.0,16.0,2/6/20,1,0
4091,,Switzerland,46.8182,8.2275,2/6/20,0,0
4092,,Taiwan*,23.7,121.0,2/6/20,16,0
4093,,Tanzania,-6.369,34.8888,2/6/20,0,0
4094,,Thailand,15.0,101.0,2/6/20,25,0
4095,,Togo,8.6195,0.8248,2/6/20,0,0
4096,,Trinidad and Tobago,10.6918,-61.2225,2/6/20,0,0
4097,,Tunisia,34.0,9.0,2/6/20,0,0
4098,,Turkey,38.9637,35.2433,2/6/20,0,0
4099,,Uganda,1.0,32.0,2/6/20,0,0
4100,,Ukraine,48.3794,31.1656,2/6/20,0,0
4101,,United Arab Emirates,24.0,54.0,2/6/20,5,0
4102,Bermuda,United Kingdom,32.3078,-64.7505,2/6/20,0,0
4103,Cayman Islands,United Kingdom,19.3133,-81.2546,2/6/20,0,0
4104,Channel Islands,United Kingdom,49.3723,-2.3644,2/6/20,0,0
4105,Gibraltar,United Kingdom,36.1408,-5.3536,2/6/20,0,0
4106,Isle of Man,United Kingdom,54.2361,-4.5481,2/6/20,0,0
4107,Montserrat,United Kingdom,16.7425,-62.1874,2/6/20,0,0
4108,,United Kingdom,55.3781,-3.4360000000000004,2/6/20,2,0
4109,,Uruguay,-32.5228,-55.7658,2/6/20,0,0
4110,,US,37.0902,-95.7129,2/6/20,11,0
4111,,Uzbekistan,41.3775,64.5853,2/6/20,0,0
4112,,Venezuela,6.4238,-66.5897,2/6/20,0,0
4113,,Vietnam,16.0,108.0,2/6/20,10,0
4114,,Zambia,-15.4167,28.2833,2/6/20,0,0
4115,,Zimbabwe,-20.0,30.0,2/6/20,0,0
4116,Diamond Princess,Canada,0.0,0.0,2/6/20,0,0
4117,,Dominica,15.415,-61.371,2/6/20,0,0
4118,,Grenada,12.1165,-61.678999999999995,2/6/20,0,0
4119,,Mozambique,-18.665695,35.529562,2/6/20,0,0
4120,,Syria,34.802075,38.99681500000001,2/6/20,0,0
4121,,Timor-Leste,-8.874217,125.727539,2/6/20,0,0
4122,,Belize,13.1939,-59.5432,2/6/20,0,0
4123,Recovered,Canada,0.0,0.0,2/6/20,0,0
4124,,Laos,19.856270000000002,102.495496,2/6/20,0,0
4125,,Libya,26.3351,17.228331,2/6/20,0,0
4126,,West Bank and Gaza,31.9522,35.2332,2/6/20,0,0
4127,,Guinea-Bissau,11.8037,-15.1804,2/6/20,0,0
4128,,Mali,17.570692,-3.996166000000001,2/6/20,0,0
4129,,Saint Kitts and Nevis,17.357822,-62.782998,2/6/20,0,0
4130,Northwest Territories,Canada,64.8255,-124.8457,2/6/20,0,0
4131,Yukon,Canada,64.2823,-135.0,2/6/20,0,0
4132,,Kosovo,42.602636,20.902977,2/6/20,0,0
4133,,Burma,21.9162,95.956,2/6/20,0,0
4134,Anguilla,United Kingdom,18.2206,-63.0686,2/6/20,0,0
4135,British Virgin Islands,United Kingdom,18.4207,-64.64,2/6/20,0,0
4136,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2/6/20,0,0
4137,,MS Zaandam,0.0,0.0,2/6/20,0,0
4138,,Botswana,-22.3285,24.6849,2/6/20,0,0
4139,,Burundi,-3.3731,29.9189,2/6/20,0,0
4140,,Sierra Leone,8.460555000000001,-11.779889,2/6/20,0,0
4141,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2/6/20,0,0
4142,,Malawi,-13.254307999999998,34.301525,2/6/20,0,0
4143,Falkland Islands (Islas Malvinas),United Kingdom,-51.7963,-59.5236,2/6/20,0,0
4144,,Afghanistan,33.0,65.0,2/7/20,0,0
4145,,Albania,41.1533,20.1683,2/7/20,0,0
4146,,Algeria,28.0339,1.6596,2/7/20,0,0
4147,,Andorra,42.5063,1.5218,2/7/20,0,0
4148,,Angola,-11.2027,17.8739,2/7/20,0,0
4149,,Antigua and Barbuda,17.0608,-61.7964,2/7/20,0,0
4150,,Argentina,-38.4161,-63.6167,2/7/20,0,0
4151,,Armenia,40.0691,45.0382,2/7/20,0,0
4152,Australian Capital Territory,Australia,-35.4735,149.0124,2/7/20,0,0
4153,New South Wales,Australia,-33.8688,151.2093,2/7/20,4,0
4154,Northern Territory,Australia,-12.4634,130.8456,2/7/20,0,0
