,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths
9664,Zhejiang,China,29.1832,120.0934,2/28/20,1205,1
9665,,Colombia,4.5709,-74.2973,2/28/20,0,0
9666,,Congo (Brazzaville),-4.0383,21.7587,2/28/20,0,0
9667,,Congo (Kinshasa),-4.0383,21.7587,2/28/20,0,0
9668,,Costa Rica,9.7489,-83.7534,2/28/20,0,0
9669,,Cote d'Ivoire,7.54,-5.5471,2/28/20,0,0
9670,,Croatia,45.1,15.2,2/28/20,5,0
9671,,Diamond Princess,0.0,0.0,2/28/20,705,6
9672,,Cuba,22.0,-80.0,2/28/20,0,0
9673,,Cyprus,35.1264,33.4299,2/28/20,0,0
9674,,Czechia,49.8175,15.472999999999999,2/28/20,0,0
9675,Faroe Islands,Denmark,61.8926,-6.9118,2/28/20,0,0
9676,Greenland,Denmark,71.7069,-42.6043,2/28/20,0,0
9677,,Denmark,56.2639,9.5018,2/28/20,1,0
9678,,Djibouti,11.8251,42.5903,2/28/20,0,0
9679,,Dominican Republic,18.7357,-70.1627,2/28/20,0,0
9680,,Ecuador,-1.8312,-78.1834,2/28/20,0,0
9681,,Egypt,26.0,30.0,2/28/20,1,0
9682,,El Salvador,13.7942,-88.8965,2/28/20,0,0
9683,,Equatorial Guinea,1.5,10.0,2/28/20,0,0
9684,,Eritrea,15.1794,39.7823,2/28/20,0,0
9685,,Estonia,58.5953,25.0136,2/28/20,1,0
9686,,Eswatini,-26.5225,31.4659,2/28/20,0,0
9687,,Ethiopia,9.145,40.4897,2/28/20,0,0
9688,,Fiji,-17.7134,178.065,2/28/20,0,0
9689,,Finland,64.0,26.0,2/28/20,2,0
9690,French Guiana,France,3.9339,-53.1258,2/28/20,0,0
9691,French Polynesia,France,-17.6797,149.4068,2/28/20,0,0
9692,Guadeloupe,France,16.25,-61.5833,2/28/20,0,0
9693,Mayotte,France,-12.8275,45.1662,2/28/20,0,0
9694,New Caledonia,France,-20.9043,165.618,2/28/20,0,0
9695,Reunion,France,-21.1351,55.2471,2/28/20,0,0
9696,Saint Barthelemy,France,17.9,-62.8333,2/28/20,0,0
9697,St Martin,France,18.0708,-63.0501,2/28/20,0,0
9698,Martinique,France,14.6415,-61.0242,2/28/20,0,0
9699,,France,46.2276,2.2137,2/28/20,57,2
9700,,Gabon,-0.8037,11.6094,2/28/20,0,0
9701,,Gambia,13.4432,-15.3101,2/28/20,0,0
9702,,Georgia,42.3154,43.3569,2/28/20,1,0
9703,,Germany,51.0,9.0,2/28/20,48,0
9704,,Ghana,7.9465,-1.0232,2/28/20,0,0
9705,,Greece,39.0742,21.8243,2/28/20,4,0
9706,,Guatemala,15.7835,-90.2308,2/28/20,0,0
9707,,Guinea,9.9456,-9.6966,2/28/20,0,0
9708,,Guyana,5.0,-58.75,2/28/20,0,0
9709,,Haiti,18.9712,-72.2852,2/28/20,0,0
9710,,Holy See,41.9029,12.4534,2/28/20,0,0
9711,,Honduras,15.2,-86.2419,2/28/20,0,0
9712,,Hungary,47.1625,19.5033,2/28/20,0,0
9713,,Iceland,64.9631,-19.0208,2/28/20,1,0
9714,,India,21.0,78.0,2/28/20,3,0
9715,,Indonesia,-0.7893,113.9213,2/28/20,0,0
9716,,Iran,32.0,53.0,2/28/20,388,34
9717,,Iraq,33.0,44.0,2/28/20,7,0
9718,,Ireland,53.1424,-7.6921,2/28/20,0,0
9719,,Israel,31.0,35.0,2/28/20,4,0
9720,,Italy,43.0,12.0,2/28/20,888,21
9721,,Jamaica,18.1096,-77.2975,2/28/20,0,0
9722,,Japan,36.0,138.0,2/28/20,228,4
9723,,Jordan,31.24,36.51,2/28/20,0,0
9724,,Kazakhstan,48.0196,66.9237,2/28/20,0,0
9725,,Kenya,-0.0236,37.9062,2/28/20,0,0
9726,,"Korea, South",36.0,128.0,2/28/20,2337,13
9727,,Kuwait,29.5,47.75,2/28/20,45,0
9728,,Kyrgyzstan,41.2044,74.7661,2/28/20,0,0
9729,,Latvia,56.8796,24.6032,2/28/20,0,0
9730,,Lebanon,33.8547,35.8623,2/28/20,2,0
9731,,Liberia,6.4281,-9.4295,2/28/20,0,0
9732,,Liechtenstein,47.14,9.55,2/28/20,0,0
9733,,Lithuania,55.1694,23.8813,2/28/20,1,0
9734,,Luxembourg,49.8153,6.1296,2/28/20,0,0
9735,,Madagascar,-18.7669,46.8691,2/28/20,0,0
9736,,Malaysia,2.5,112.5,2/28/20,23,0
9737,,Maldives,3.2028,73.2207,2/28/20,0,0
9738,,Malta,35.9375,14.3754,2/28/20,0,0
9739,,Mauritania,21.0079,10.9408,2/28/20,0,0
9740,,Mauritius,-20.2,57.5,2/28/20,0,0
9741,,Mexico,23.6345,-102.5528,2/28/20,1,0
9742,,Moldova,47.4116,28.3699,2/28/20,0,0
9743,,Monaco,43.7333,7.4167,2/28/20,0,0
9744,,Mongolia,46.8625,103.8467,2/28/20,0,0
9745,,Montenegro,42.5,19.3,2/28/20,0,0
9746,,Morocco,31.7917,-7.0926,2/28/20,0,0
9747,,Namibia,-22.9576,18.4904,2/28/20,0,0
9748,,Nepal,28.1667,84.25,2/28/20,1,0
9749,Aruba,Netherlands,12.5186,-70.0358,2/28/20,0,0
9750,Curacao,Netherlands,12.1696,-68.99,2/28/20,0,0
9751,Sint Maarten,Netherlands,18.0425,-63.0548,2/28/20,0,0
9752,,Netherlands,52.1326,5.2913,2/28/20,1,0
9753,,New Zealand,-40.9006,174.886,2/28/20,1,0
9754,,Nicaragua,12.8654,-85.2072,2/28/20,0,0
9755,,Niger,17.6078,8.0817,2/28/20,0,0
9756,,Nigeria,9.082,8.6753,2/28/20,1,0
9757,,North Macedonia,41.6086,21.7453,2/28/20,1,0
9758,,Norway,60.472,8.4689,2/28/20,6,0
9759,,Oman,21.0,57.0,2/28/20,4,0
9760,,Pakistan,30.3753,69.3451,2/28/20,2,0
9761,,Panama,8.538,-80.7821,2/28/20,0,0
9762,,Papua New Guinea,-6.315,143.9555,2/28/20,0,0
9763,,Paraguay,-23.4425,-58.4438,2/28/20,0,0
9764,,Peru,-9.19,-75.0152,2/28/20,0,0
9765,,Philippines,13.0,122.0,2/28/20,3,1
9766,,Poland,51.9194,19.1451,2/28/20,0,0
9767,,Portugal,39.3999,-8.2245,2/28/20,0,0
9768,,Qatar,25.3548,51.1839,2/28/20,0,0
9769,,Romania,45.9432,24.9668,2/28/20,3,0
9770,,Russia,60.0,90.0,2/28/20,2,0
9771,,Rwanda,-1.9403,29.8739,2/28/20,0,0
9772,,Saint Lucia,13.9094,-60.9789,2/28/20,0,0
9773,,Saint Vincent and the Grenadines,12.9843,-61.2872,2/28/20,0,0
9774,,San Marino,43.9424,12.4578,2/28/20,1,0
9775,,Saudi Arabia,24.0,45.0,2/28/20,0,0
9776,,Senegal,14.4974,-14.4524,2/28/20,0,0
9777,,Serbia,44.0165,21.0059,2/28/20,0,0
9778,,Seychelles,-4.6796,55.492,2/28/20,0,0
9779,,Singapore,1.2833,103.8333,2/28/20,93,0
9780,,Slovakia,48.669,19.699,2/28/20,0,0
9781,,Slovenia,46.1512,14.9955,2/28/20,0,0
9782,,Somalia,5.1521,46.1996,2/28/20,0,0
9783,,South Africa,-30.5595,22.9375,2/28/20,0,0
9784,,Spain,40.0,-4.0,2/28/20,32,0
9785,,Sri Lanka,7.0,81.0,2/28/20,1,0
9786,,Sudan,12.8628,30.2176,2/28/20,0,0
9787,,Suriname,3.9193,-56.0278,2/28/20,0,0
9788,,Sweden,63.0,16.0,2/28/20,7,0
9789,,Switzerland,46.8182,8.2275,2/28/20,8,0
9790,,Taiwan*,23.7,121.0,2/28/20,34,1
9791,,Tanzania,-6.369,34.8888,2/28/20,0,0
9792,,Thailand,15.0,101.0,2/28/20,41,0
9793,,Togo,8.6195,0.8248,2/28/20,0,0
9794,,Trinidad and Tobago,10.6918,-61.2225,2/28/20,0,0
9795,,Tunisia,34.0,9.0,2/28/20,0,0
9796,,Turkey,38.9637,35.2433,2/28/20,0,0
9797,,Uganda,1.0,32.0,2/28/20,0,0
9798,,Ukraine,48.3794,31.1656,2/28/20,0,0
9799,,United Arab Emirates,24.0,54.0,2/28/20,19,0
9800,Bermuda,United Kingdom,32.3078,-64.7505,2/28/20,0,0
9801,Cayman Islands,United Kingdom,19.3133,-81.2546,2/28/20,0,0
9802,Channel Islands,United Kingdom,49.3723,-2.3644,2/28/20,0,0
9803,Gibraltar,United Kingdom,36.1408,-5.3536,2/28/20,0,0
9804,Isle of Man,United Kingdom,54.2361,-4.5481,2/28/20,0,0
9805,Montserrat,United Kingdom,16.7425,-62.1874,2/28/20,0,0
9806,,United Kingdom,55.3781,-3.4360000000000004,2/28/20,20,0
9807,,Uruguay,-32.5228,-55.7658,2/28/20,0,0
9808,,US,37.0902,-95.7129,2/28/20,60,0
9809,,Uzbekistan,41.3775,64.5853,2/28/20,0,0
9810,,Venezuela,6.4238,-66.5897,2/28/20,0,0
9811,,Vietnam,16.0,108.0,2/28/20,16,0
9812,,Zambia,-15.4167,28.2833,2/28/20,0,0
9813,,Zimbabwe,-20.0,30.0,2/28/20,0,0
9814,Diamond Princess,Canada,0.0,0.0,2/28/20,0,0
9815,,Dominica,15.415,-61.371,2/28/20,0,0
9816,,Grenada,12.1165,-61.678999999999995,2/28/20,0,0
9817,,Mozambique,-18.665695,35.529562,2/28/20,0,0
9818,,Syria,34.802075,38.99681500000001,2/28/20,0,0
9819,,Timor-Leste,-8.874217,125.727539,2/28/20,0,0
9820,,Belize,13.1939,-59.5432,2/28/20,0,0
9821,Recovered,Canada,0.0,0.0,2/28/20,0,0
9822,,Laos,19.856270000000002,102.495496,2/28/20,0,0
9823,,Libya,26.3351,17.228331,2/28/20,0,0
9824,,West Bank and Gaza,31.9522,35.2332,2/28/20,0,0
9825,,Guinea-Bissau,11.8037,-15.1804,2/28/20,0,0
9826,,Mali,17.570692,-3.996166000000001,2/28/20,0,0
9827,,Saint Kitts and Nevis,17.357822,-62.782998,2/28/20,0,0
9828,Northwest Territories,Canada,64.8255,-124.8457,2/28/20,0,0
9829,Yukon,Canada,64.2823,-135.0,2/28/20,0,0
9830,,Kosovo,42.602636,20.902977,2/28/20,0,0
9831,,Burma,21.9162,95.956,2/28/20,0,0
9832,Anguilla,United Kingdom,18.2206,-63.0686,2/28/20,0,0
9833,British Virgin Islands,United Kingdom,18.4207,-64.64,2/28/20,0,0
9834,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2/28/20,0,0
9835,,MS Zaandam,0.0,0.0,2/28/20,0,0
9836,,Botswana,-22.3285,24.6849,2/28/20,0,0
9837,,Burundi,-3.3731,29.9189,2/28/20,0,0
9838,,Sierra Leone,8.460555000000001,-11.779889,2/28/20,0,0
9839,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2/28/20,0,0
9840,,Malawi,-13.254307999999998,34.301525,2/28/20,0,0
9841,Falkland Islands (Islas Malvinas),United Kingdom,-51.7963,-59.5236,2/28/20,0,0
9842,,Afghanistan,33.0,65.0,2/29/20,1,0
9843,,Albania,41.1533,20.1683,2/29/20,0,0
9844,,Algeria,28.0339,1.6596,2/29/20,1,0
9845,,Andorra,42.5063,1.5218,2/29/20,0,0
9846,,Angola,-11.2027,17.8739,2/29/20,0,0
9847,,Antigua and Barbuda,17.0608,-61.7964,2/29/20,0,0
9848,,Argentina,-38.4161,-63.6167,2/29/20,0,0
9849,,Armenia,40.0691,45.0382,2/29/20,0,0
9850,Australian Capital Territory,Australia,-35.4735,149.0124,2/29/20,0,0
9851,New South Wales,Australia,-33.8688,151.2093,2/29/20,4,0
9852,Northern Territory,Australia,-12.4634,130.8456,2/29/20,0,0
9853,Queensland,Australia,-28.0167,153.4,2/29/20,9,0
9854,South Australia,Australia,-34.9285,138.6007,2/29/20,3,0
9855,Tasmania,Australia,-41.4545,145.9707,2/29/20,0,0
9856,Victoria,Australia,-37.8136,144.9631,2/29/20,7,0
9857,Western Australia,Australia,-31.9505,115.8605,2/29/20,2,0
9858,,Austria,47.5162,14.5501,2/29/20,9,0
9859,,Azerbaijan,40.1431,47.5769,2/29/20,0,0
9860,,Bahamas,25.0343,-77.3963,2/29/20,0,0
9861,,Bahrain,26.0275,50.55,2/29/20,41,0
9862,,Bangladesh,23.685,90.3563,2/29/20,0,0
9863,,Barbados,13.1939,-59.5432,2/29/20,0,0
9864,,Belarus,53.7098,27.9534,2/29/20,1,0
9865,,Belgium,50.8333,4.0,2/29/20,1,0
9866,,Benin,9.3077,2.3158,2/29/20,0,0
9867,,Bhutan,27.5142,90.4336,2/29/20,0,0
9868,,Bolivia,-16.2902,-63.5887,2/29/20,0,0
9869,,Bosnia and Herzegovina,43.9159,17.6791,2/29/20,0,0
9870,,Brazil,-14.235,-51.9253,2/29/20,2,0
9871,,Brunei,4.5353,114.7277,2/29/20,0,0
9872,,Bulgaria,42.7339,25.4858,2/29/20,0,0
9873,,Burkina Faso,12.2383,-1.5616,2/29/20,0,0
9874,,Cabo Verde,16.5388,-23.0418,2/29/20,0,0
9875,,Cambodia,11.55,104.9167,2/29/20,1,0
9876,,Cameroon,3.8480000000000003,11.5021,2/29/20,0,0
9877,Alberta,Canada,53.9333,-116.5765,2/29/20,0,0
9878,British Columbia,Canada,49.2827,-123.1207,2/29/20,8,0
9879,Grand Princess,Canada,37.6489,-122.6655,2/29/20,0,0
9880,Manitoba,Canada,53.7609,-98.8139,2/29/20,0,0
9881,New Brunswick,Canada,46.5653,-66.4619,2/29/20,0,0
9882,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/29/20,0,0
9883,Nova Scotia,Canada,44.681999999999995,-63.7443,2/29/20,0,0
9884,Ontario,Canada,51.2538,-85.3232,2/29/20,11,0
9885,Prince Edward Island,Canada,46.5107,-63.4168,2/29/20,0,0
9886,Quebec,Canada,52.9399,-73.5491,2/29/20,1,0
9887,Saskatchewan,Canada,52.9399,-106.4509,2/29/20,0,0
9888,,Central African Republic,6.6111,20.9394,2/29/20,0,0
9889,,Chad,15.4542,18.7322,2/29/20,0,0
9890,,Chile,-35.6751,-71.543,2/29/20,0,0
9891,Anhui,China,31.8257,117.2264,2/29/20,990,6
9892,Beijing,China,40.1824,116.4142,2/29/20,411,8
9893,Chongqing,China,30.0572,107.874,2/29/20,576,6
9894,Fujian,China,26.0789,117.9874,2/29/20,296,1
9895,Gansu,China,37.8099,101.0583,2/29/20,91,2
9896,Guangdong,China,23.3417,113.4244,2/29/20,1349,7
9897,Guangxi,China,23.8298,108.7881,2/29/20,252,2
9898,Guizhou,China,26.8154,106.8748,2/29/20,146,2
9899,Hainan,China,19.1959,109.7453,2/29/20,168,5
9900,Hebei,China,39.549,116.1306,2/29/20,318,6
9901,Heilongjiang,China,47.861999999999995,127.7615,2/29/20,480,13
9902,Henan,China,33.882,113.61399999999999,2/29/20,1272,21
9903,Hong Kong,China,22.3,114.2,2/29/20,95,2
9904,Hubei,China,30.9756,112.2707,2/29/20,66337,2727
9905,Hunan,China,27.6104,111.7088,2/29/20,1018,4
9906,Inner Mongolia,China,44.0935,113.9448,2/29/20,75,0
9907,Jiangsu,China,32.9711,119.455,2/29/20,631,0
9908,Jiangxi,China,27.614,115.7221,2/29/20,935,1
9909,Jilin,China,43.6661,126.1923,2/29/20,93,1
9910,Liaoning,China,41.2956,122.6085,2/29/20,121,1
9911,Macau,China,22.1667,113.55,2/29/20,10,0
9912,Ningxia,China,37.2692,106.1655,2/29/20,73,0
9913,Qinghai,China,35.7452,95.9956,2/29/20,18,0
9914,Shaanxi,China,35.1917,108.8701,2/29/20,245,1
9915,Shandong,China,36.3427,118.1498,2/29/20,756,6
9916,Shanghai,China,31.201999999999998,121.4491,2/29/20,337,3
9917,Shanxi,China,37.5777,112.2922,2/29/20,133,0
9918,Sichuan,China,30.6171,102.7103,2/29/20,538,3
9919,Tianjin,China,39.3054,117.323,2/29/20,136,3
9920,Tibet,China,31.6927,88.0924,2/29/20,1,0
9921,Xinjiang,China,41.1129,85.2401,2/29/20,76,3
9922,Yunnan,China,24.974,101.48700000000001,2/29/20,174,2
9923,Zhejiang,China,29.1832,120.0934,2/29/20,1205,1
9924,,Colombia,4.5709,-74.2973,2/29/20,0,0
9925,,Congo (Brazzaville),-4.0383,21.7587,2/29/20,0,0
9926,,Congo (Kinshasa),-4.0383,21.7587,2/29/20,0,0
9927,,Costa Rica,9.7489,-83.7534,2/29/20,0,0
9928,,Cote d'Ivoire,7.54,-5.5471,2/29/20,0,0
9929,,Croatia,45.1,15.2,2/29/20,6,0
9930,,Diamond Princess,0.0,0.0,2/29/20,705,6
9931,,Cuba,22.0,-80.0,2/29/20,0,0
9932,,Cyprus,35.1264,33.4299,2/29/20,0,0
9933,,Czechia,49.8175,15.472999999999999,2/29/20,0,0
9934,Faroe Islands,Denmark,61.8926,-6.9118,2/29/20,0,0
9935,Greenland,Denmark,71.7069,-42.6043,2/29/20,0,0
9936,,Denmark,56.2639,9.5018,2/29/20,3,0
9937,,Djibouti,11.8251,42.5903,2/29/20,0,0
9938,,Dominican Republic,18.7357,-70.1627,2/29/20,0,0
9939,,Ecuador,-1.8312,-78.1834,2/29/20,0,0
9940,,Egypt,26.0,30.0,2/29/20,1,0
9941,,El Salvador,13.7942,-88.8965,2/29/20,0,0
9942,,Equatorial Guinea,1.5,10.0,2/29/20,0,0
9943,,Eritrea,15.1794,39.7823,2/29/20,0,0
9944,,Estonia,58.5953,25.0136,2/29/20,1,0
9945,,Eswatini,-26.5225,31.4659,2/29/20,0,0
9946,,Ethiopia,9.145,40.4897,2/29/20,0,0
9947,,Fiji,-17.7134,178.065,2/29/20,0,0
9948,,Finland,64.0,26.0,2/29/20,3,0
9949,French Guiana,France,3.9339,-53.1258,2/29/20,0,0
9950,French Polynesia,France,-17.6797,149.4068,2/29/20,0,0
9951,Guadeloupe,France,16.25,-61.5833,2/29/20,0,0
9952,Mayotte,France,-12.8275,45.1662,2/29/20,0,0
9953,New Caledonia,France,-20.9043,165.618,2/29/20,0,0
9954,Reunion,France,-21.1351,55.2471,2/29/20,0,0
9955,Saint Barthelemy,France,17.9,-62.8333,2/29/20,0,0
9956,St Martin,France,18.0708,-63.0501,2/29/20,0,0
9957,Martinique,France,14.6415,-61.0242,2/29/20,0,0
9958,,France,46.2276,2.2137,2/29/20,100,2
9959,,Gabon,-0.8037,11.6094,2/29/20,0,0
9960,,Gambia,13.4432,-15.3101,2/29/20,0,0
9961,,Georgia,42.3154,43.3569,2/29/20,1,0
9962,,Germany,51.0,9.0,2/29/20,79,0
9963,,Ghana,7.9465,-1.0232,2/29/20,0,0
9964,,Greece,39.0742,21.8243,2/29/20,4,0
9965,,Guatemala,15.7835,-90.2308,2/29/20,0,0
9966,,Guinea,9.9456,-9.6966,2/29/20,0,0
9967,,Guyana,5.0,-58.75,2/29/20,0,0
9968,,Haiti,18.9712,-72.2852,2/29/20,0,0
9969,,Holy See,41.9029,12.4534,2/29/20,0,0
9970,,Honduras,15.2,-86.2419,2/29/20,0,0
9971,,Hungary,47.1625,19.5033,2/29/20,0,0
9972,,Iceland,64.9631,-19.0208,2/29/20,1,0
9973,,India,21.0,78.0,2/29/20,3,0
9974,,Indonesia,-0.7893,113.9213,2/29/20,0,0
9975,,Iran,32.0,53.0,2/29/20,593,43
9976,,Iraq,33.0,44.0,2/29/20,13,0
9977,,Ireland,53.1424,-7.6921,2/29/20,1,0
9978,,Israel,31.0,35.0,2/29/20,7,0
9979,,Italy,43.0,12.0,2/29/20,1128,29
9980,,Jamaica,18.1096,-77.2975,2/29/20,0,0
9981,,Japan,36.0,138.0,2/29/20,241,5
9982,,Jordan,31.24,36.51,2/29/20,0,0
9983,,Kazakhstan,48.0196,66.9237,2/29/20,0,0
9984,,Kenya,-0.0236,37.9062,2/29/20,0,0
9985,,"Korea, South",36.0,128.0,2/29/20,3150,16
9986,,Kuwait,29.5,47.75,2/29/20,45,0
9987,,Kyrgyzstan,41.2044,74.7661,2/29/20,0,0
9988,,Latvia,56.8796,24.6032,2/29/20,0,0
9989,,Lebanon,33.8547,35.8623,2/29/20,4,0
9990,,Liberia,6.4281,-9.4295,2/29/20,0,0
9991,,Liechtenstein,47.14,9.55,2/29/20,0,0
9992,,Lithuania,55.1694,23.8813,2/29/20,1,0
9993,,Luxembourg,49.8153,6.1296,2/29/20,1,0
9994,,Madagascar,-18.7669,46.8691,2/29/20,0,0
9995,,Malaysia,2.5,112.5,2/29/20,25,0
9996,,Maldives,3.2028,73.2207,2/29/20,0,0
9997,,Malta,35.9375,14.3754,2/29/20,0,0
9998,,Mauritania,21.0079,10.9408,2/29/20,0,0
9999,,Mauritius,-20.2,57.5,2/29/20,0,0
10000,,Mexico,23.6345,-102.5528,2/29/20,4,0
10001,,Moldova,47.4116,28.3699,2/29/20,0,0
10002,,Monaco,43.7333,7.4167,2/29/20,1,0
10003,,Mongolia,46.8625,103.8467,2/29/20,0,0
10004,,Montenegro,42.5,19.3,2/29/20,0,0
10005,,Morocco,31.7917,-7.0926,2/29/20,0,0
10006,,Namibia,-22.9576,18.4904,2/29/20,0,0
10007,,Nepal,28.1667,84.25,2/29/20,1,0
10008,Aruba,Netherlands,12.5186,-70.0358,2/29/20,0,0
10009,Curacao,Netherlands,12.1696,-68.99,2/29/20,0,0
10010,Sint Maarten,Netherlands,18.0425,-63.0548,2/29/20,0,0
10011,,Netherlands,52.1326,5.2913,2/29/20,6,0
10012,,New Zealand,-40.9006,174.886,2/29/20,1,0
10013,,Nicaragua,12.8654,-85.2072,2/29/20,0,0
10014,,Niger,17.6078,8.0817,2/29/20,0,0
10015,,Nigeria,9.082,8.6753,2/29/20,1,0
10016,,North Macedonia,41.6086,21.7453,2/29/20,1,0
10017,,Norway,60.472,8.4689,2/29/20,15,0
10018,,Oman,21.0,57.0,2/29/20,6,0
10019,,Pakistan,30.3753,69.3451,2/29/20,4,0
10020,,Panama,8.538,-80.7821,2/29/20,0,0
10021,,Papua New Guinea,-6.315,143.9555,2/29/20,0,0
10022,,Paraguay,-23.4425,-58.4438,2/29/20,0,0
10023,,Peru,-9.19,-75.0152,2/29/20,0,0
10024,,Philippines,13.0,122.0,2/29/20,3,1
10025,,Poland,51.9194,19.1451,2/29/20,0,0
10026,,Portugal,39.3999,-8.2245,2/29/20,0,0
10027,,Qatar,25.3548,51.1839,2/29/20,1,0
10028,,Romania,45.9432,24.9668,2/29/20,3,0
10029,,Russia,60.0,90.0,2/29/20,2,0
10030,,Rwanda,-1.9403,29.8739,2/29/20,0,0
10031,,Saint Lucia,13.9094,-60.9789,2/29/20,0,0
10032,,Saint Vincent and the Grenadines,12.9843,-61.2872,2/29/20,0,0
10033,,San Marino,43.9424,12.4578,2/29/20,1,0
10034,,Saudi Arabia,24.0,45.0,2/29/20,0,0
10035,,Senegal,14.4974,-14.4524,2/29/20,0,0
10036,,Serbia,44.0165,21.0059,2/29/20,0,0
10037,,Seychelles,-4.6796,55.492,2/29/20,0,0
10038,,Singapore,1.2833,103.8333,2/29/20,102,0
10039,,Slovakia,48.669,19.699,2/29/20,0,0
10040,,Slovenia,46.1512,14.9955,2/29/20,0,0
10041,,Somalia,5.1521,46.1996,2/29/20,0,0
10042,,South Africa,-30.5595,22.9375,2/29/20,0,0
10043,,Spain,40.0,-4.0,2/29/20,45,0
10044,,Sri Lanka,7.0,81.0,2/29/20,1,0
10045,,Sudan,12.8628,30.2176,2/29/20,0,0
10046,,Suriname,3.9193,-56.0278,2/29/20,0,0
10047,,Sweden,63.0,16.0,2/29/20,12,0
10048,,Switzerland,46.8182,8.2275,2/29/20,18,0
10049,,Taiwan*,23.7,121.0,2/29/20,39,1
10050,,Tanzania,-6.369,34.8888,2/29/20,0,0
10051,,Thailand,15.0,101.0,2/29/20,42,0
10052,,Togo,8.6195,0.8248,2/29/20,0,0
10053,,Trinidad and Tobago,10.6918,-61.2225,2/29/20,0,0
10054,,Tunisia,34.0,9.0,2/29/20,0,0
10055,,Turkey,38.9637,35.2433,2/29/20,0,0
10056,,Uganda,1.0,32.0,2/29/20,0,0
10057,,Ukraine,48.3794,31.1656,2/29/20,0,0
10058,,United Arab Emirates,24.0,54.0,2/29/20,21,0
10059,Bermuda,United Kingdom,32.3078,-64.7505,2/29/20,0,0
10060,Cayman Islands,United Kingdom,19.3133,-81.2546,2/29/20,0,0
10061,Channel Islands,United Kingdom,49.3723,-2.3644,2/29/20,0,0
10062,Gibraltar,United Kingdom,36.1408,-5.3536,2/29/20,0,0
10063,Isle of Man,United Kingdom,54.2361,-4.5481,2/29/20,0,0
10064,Montserrat,United Kingdom,16.7425,-62.1874,2/29/20,0,0
10065,,United Kingdom,55.3781,-3.4360000000000004,2/29/20,23,0
10066,,Uruguay,-32.5228,-55.7658,2/29/20,0,0
10067,,US,37.0902,-95.7129,2/29/20,68,1
10068,,Uzbekistan,41.3775,64.5853,2/29/20,0,0
10069,,Venezuela,6.4238,-66.5897,2/29/20,0,0
10070,,Vietnam,16.0,108.0,2/29/20,16,0
10071,,Zambia,-15.4167,28.2833,2/29/20,0,0
10072,,Zimbabwe,-20.0,30.0,2/29/20,0,0
10073,Diamond Princess,Canada,0.0,0.0,2/29/20,0,0
10074,,Dominica,15.415,-61.371,2/29/20,0,0
10075,,Grenada,12.1165,-61.678999999999995,2/29/20,0,0
10076,,Mozambique,-18.665695,35.529562,2/29/20,0,0
10077,,Syria,34.802075,38.99681500000001,2/29/20,0,0
10078,,Timor-Leste,-8.874217,125.727539,2/29/20,0,0
10079,,Belize,13.1939,-59.5432,2/29/20,0,0
10080,Recovered,Canada,0.0,0.0,2/29/20,0,0
10081,,Laos,19.856270000000002,102.495496,2/29/20,0,0
10082,,Libya,26.3351,17.228331,2/29/20,0,0
10083,,West Bank and Gaza,31.9522,35.2332,2/29/20,0,0
10084,,Guinea-Bissau,11.8037,-15.1804,2/29/20,0,0
10085,,Mali,17.570692,-3.996166000000001,2/29/20,0,0
10086,,Saint Kitts and Nevis,17.357822,-62.782998,2/29/20,0,0
10087,Northwest Territories,Canada,64.8255,-124.8457,2/29/20,0,0
10088,Yukon,Canada,64.2823,-135.0,2/29/20,0,0
10089,,Kosovo,42.602636,20.902977,2/29/20,0,0
10090,,Burma,21.9162,95.956,2/29/20,0,0
10091,Anguilla,United Kingdom,18.2206,-63.0686,2/29/20,0,0
10092,British Virgin Islands,United Kingdom,18.4207,-64.64,2/29/20,0,0
10093,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2/29/20,0,0
10094,,MS Zaandam,0.0,0.0,2/29/20,0,0
10095,,Botswana,-22.3285,24.6849,2/29/20,0,0
10096,,Burundi,-3.3731,29.9189,2/29/20,0,0
10097,,Sierra Leone,8.460555000000001,-11.779889,2/29/20,0,0
10098,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2/29/20,0,0
10099,,Malawi,-13.254307999999998,34.301525,2/29/20,0,0
10100,Falkland Islands (Islas Malvinas),United Kingdom,-51.7963,-59.5236,2/29/20,0,0
10101,,Afghanistan,33.0,65.0,3/1/20,1,0
10102,,Albania,41.1533,20.1683,3/1/20,0,0
10103,,Algeria,28.0339,1.6596,3/1/20,1,0
10104,,Andorra,42.5063,1.5218,3/1/20,0,0
10105,,Angola,-11.2027,17.8739,3/1/20,0,0
10106,,Antigua and Barbuda,17.0608,-61.7964,3/1/20,0,0
10107,,Argentina,-38.4161,-63.6167,3/1/20,0,0
10108,,Armenia,40.0691,45.0382,3/1/20,1,0
10109,Australian Capital Territory,Australia,-35.4735,149.0124,3/1/20,0,0
10110,New South Wales,Australia,-33.8688,151.2093,3/1/20,6,0
10111,Northern Territory,Australia,-12.4634,130.8456,3/1/20,0,0
10112,Queensland,Australia,-28.0167,153.4,3/1/20,9,0
