OID,Province_S,Country_Re,Lat,Lon,date,number_of_cases,number_of_deaths,number_of_recovered,coordinate,
,New South Wales,Australia,-33.8688,151.2093,2/12/2020 0:00,4,0,46,"151.2093,-33.8688",
,Northern Territory,Australia,-12.4634,130.8456,2/12/2020 0:00,0,0,105,"130.8456,-12.4634",
,Queensland,Australia,-28.0167,153.4,2/12/2020 0:00,5,0,62,"153.4,-28.0167",
,South Australia,Australia,-34.9285,138.6007,2/12/2020 0:00,2,0,36,"138.6007,-34.9285",
,Tasmania,Australia,-41.4545,145.9707,2/12/2020 0:00,0,0,104,"145.9707,-41.4545",
,Victoria,Australia,-37.8136,144.9631,2/12/2020 0:00,4,0,21,"144.9631,-37.8136",
,Western Australia,Australia,-31.9505,115.8605,2/12/2020 0:00,0,0,1,"115.8605,-31.9505",
, ,Austria,47.5162,14.5501,2/12/2020 0:00,0,0,6,"14.5501,47.5162",
, ,Azerbaijan,40.1431,47.5769,2/12/2020 0:00,0,0,27,"47.5769,40.1431",
, ,Bahamas,25.0343,-77.3963,2/12/2020 0:00,0,0,360,"-77.3963,25.0343",
, ,Bahrain,26.0275,50.55,2/12/2020 0:00,0,0,0,"50.55,26.0275",
, ,Bangladesh,23.685,90.3563,2/12/2020 0:00,0,0,0,"90.3563,23.685",
, ,Barbados,13.1939,-59.5432,2/12/2020 0:00,0,0,0,"-59.5432,13.1939",
, ,Belarus,53.7098,27.9534,2/12/2020 0:00,0,0,0,"27.9534,53.7098",
, ,Belgium,50.8333,4,2/12/2020 0:00,1,0,0,"4,50.8333",
, ,Belize,13.1939,-59.5432,2/12/2020 0:00,0,0,357,"-59.5432,13.1939",
, ,Benin,9.3077,2.3158,2/12/2020 0:00,0,0,0,"2.3158,9.3077",
, ,Bhutan,27.5142,90.4336,2/12/2020 0:00,0,0,0,"90.4336,27.5142",
, ,Bolivia,-16.2902,-63.5887,2/12/2020 0:00,0,0,0,"-63.5887,-16.2902",
, ,Singapore,1.2833,103.8333,2/10/2020 0:00,45,0,0,"103.8333,1.2833",
, ,Ecuador,-1.8312,-78.1834,2/12/2020 0:00,0,0,0,"-78.1834,-1.8312",
, ,Bosnia and Herzegovina,43.9159,17.6791,2/12/2020 0:00,0,0,0,"17.6791,43.9159",
, ,Slovakia,48.669,19.699,2/10/2020 0:00,0,0,0,"19.699,48.669",
, ,Kazakhstan,48.0196,66.9237,2/13/2020 0:00,0,0,0,"66.9237,48.0196",
, ,Sudan,12.8628,30.2176,2/12/2020 0:00,0,0,0,"30.2176,12.8628",
,Victoria,Australia,-37.8136,144.9631,2/14/2020 0:00,4,0,0,"144.9631,-37.8136",
, ,Botswana,-22.3285,24.6849,2/12/2020 0:00,0,0,114,"24.6849,-22.3285",
,Western Australia,Australia,-31.9505,115.8605,2/14/2020 0:00,0,0,0,"115.8605,-31.9505",
, ,Suriname,3.9193,-56.0278,2/12/2020 0:00,0,0,0,"-56.0278,3.9193",
, ,Brazil,-14.235,-51.9253,2/12/2020 0:00,0,0,0,"-51.9253,-14.235",
, ,Austria,47.5162,14.5501,2/14/2020 0:00,0,0,1,"14.5501,47.5162",
, ,Sweden,63,16,2/12/2020 0:00,1,0,0,"16,63",
, ,Kenya,-0.0236,37.9062,2/13/2020 0:00,0,0,0,"37.9062,-0.0236",
, ,Slovenia,46.1512,14.9955,2/10/2020 0:00,0,0,0,"14.9955,46.1512",
, ,Egypt,26,30,2/12/2020 0:00,0,0,0,"30,26",
, ,Brunei,4.5353,114.7277,2/12/2020 0:00,0,0,0,"114.7277,4.5353",
, ,Azerbaijan,40.1431,47.5769,2/14/2020 0:00,0,0,0,"47.5769,40.1431",
, ,Switzerland,46.8182,8.2275,2/12/2020 0:00,0,0,0,"8.2275,46.8182",
, ,"Korea, South",36,128,2/13/2020 0:00,28,0,0,"128,36",
, ,Somalia,5.1521,46.1996,2/10/2020 0:00,0,0,3,"46.1996,5.1521",
, ,El Salvador,13.7942,-88.8965,2/12/2020 0:00,0,0,0,"-88.8965,13.7942",
, ,Bulgaria,42.7339,25.4858,2/12/2020 0:00,0,0,0,"25.4858,42.7339",
, ,Bahamas,25.0343,-77.3963,2/14/2020 0:00,0,0,0,"-77.3963,25.0343",
, ,Syria,34.802075,38.996815,2/12/2020 0:00,0,0,87,"38.996815,34.802075",
, ,Kosovo,42.602636,20.902977,2/13/2020 0:00,0,0,0,"20.902977,42.602636",
, ,South Africa,-30.5595,22.9375,2/10/2020 0:00,0,0,0,"22.9375,-30.5595",
, ,Equatorial Guinea,1.5,10,2/12/2020 0:00,0,0,0,"10,1.5",
, ,Eritrea,15.1794,39.7823,2/12/2020 0:00,0,0,0,"39.7823,15.1794",
, ,Estonia,58.5953,25.0136,2/12/2020 0:00,0,0,0,"25.0136,58.5953",
, ,Eswatini,-26.5225,31.4659,2/12/2020 0:00,0,0,0,"31.4659,-26.5225",
, ,Ethiopia,9.145,40.4897,2/12/2020 0:00,0,0,0,"40.4897,9.145",
, ,Fiji,-17.7134,178.065,2/12/2020 0:00,0,0,0,"178.065,-17.7134",
, ,Finland,64,26,2/12/2020 0:00,1,0,0,"26,64",
,French Guiana,France,3.9339,-53.1258,2/12/2020 0:00,0,0,0,"-53.1258,3.9339",
,French Polynesia,France,-17.6797,149.4068,2/12/2020 0:00,0,0,1,"149.4068,-17.6797",
,Guadeloupe,France,16.25,-61.5833,2/12/2020 0:00,0,0,0,"-61.5833,16.25",
,Martinique,France,14.6415,-61.0242,2/12/2020 0:00,0,0,0,"-61.0242,14.6415",
,Mayotte,France,-12.8275,45.1662,2/12/2020 0:00,0,0,0,"45.1662,-12.8275",
,New Caledonia,France,-20.9043,165.618,2/12/2020 0:00,0,0,0,"165.618,-20.9043",
,Reunion,France,-21.1351,55.2471,2/12/2020 0:00,0,0,0,"55.2471,-21.1351",
,Saint Barthelemy,France,17.9,-62.8333,2/12/2020 0:00,0,0,0,"-62.8333,17.9",
,St Martin,France,18.0708,-63.0501,2/12/2020 0:00,0,0,0,"-63.0501,18.0708",
, ,France,46.2276,2.2137,2/12/2020 0:00,11,0,0,"2.2137,46.2276",
, ,Gabon,-0.8037,11.6094,2/12/2020 0:00,0,0,0,"11.6094,-0.8037",
, ,Gambia,13.4432,-15.3101,2/12/2020 0:00,0,0,0,"-15.3101,13.4432",
, ,Georgia,42.3154,43.3569,2/12/2020 0:00,0,0,0,"43.3569,42.3154",
, ,Germany,51,9,2/12/2020 0:00,16,0,0,"9,51",
, ,Ghana,7.9465,-1.0232,2/12/2020 0:00,0,0,0,"-1.0232,7.9465",
, ,Greece,39.0742,21.8243,2/12/2020 0:00,0,0,0,"21.8243,39.0742",
, ,Grenada,12.1165,-61.679,2/12/2020 0:00,0,0,28,"-61.679,12.1165",
, ,Guatemala,15.7835,-90.2308,2/12/2020 0:00,0,0,0,"-90.2308,15.7835",
, ,Guinea,9.9456,-9.6966,2/12/2020 0:00,0,0,0,"-9.6966,9.9456",
, ,Guinea-Bissau,11.8037,-15.1804,2/12/2020 0:00,0,0,157,"-15.1804,11.8037",
, ,Guyana,5,-58.75,2/12/2020 0:00,0,0,1,"-58.75,5",
, ,Haiti,18.9712,-72.2852,2/12/2020 0:00,0,0,0,"-72.2852,18.9712",
, ,Holy See,41.9029,12.4534,2/12/2020 0:00,0,0,0,"12.4534,41.9029",
, ,Honduras,15.2,-86.2419,2/12/2020 0:00,0,0,0,"-86.2419,15.2",
, ,Hungary,47.1625,19.5033,2/12/2020 0:00,0,0,0,"19.5033,47.1625",
, ,Iceland,64.9631,-19.0208,2/12/2020 0:00,0,0,2,"-19.0208,64.9631",
, ,India,21,78,2/12/2020 0:00,3,0,0,"78,21",
, ,Indonesia,-0.7893,113.9213,2/12/2020 0:00,0,0,0,"113.9213,-0.7893",
, ,Iran,32,53,2/12/2020 0:00,0,0,0,"53,32",
, ,Iraq,33,44,2/12/2020 0:00,0,0,0,"44,33",
, ,Ireland,53.1424,-7.6921,2/12/2020 0:00,0,0,0,"-7.6921,53.1424",
, ,Israel,31,35,2/12/2020 0:00,0,0,0,"35,31",
, ,Italy,43,12,2/12/2020 0:00,3,0,0,"12,43",
, ,Jamaica,18.1096,-77.2975,2/12/2020 0:00,0,0,0,"-77.2975,18.1096",
, ,Japan,36,138,2/12/2020 0:00,28,0,0,"138,36",
, ,Jordan,31.24,36.51,2/12/2020 0:00,0,0,15,"36.51,31.24",
, ,Kazakhstan,48.0196,66.9237,2/12/2020 0:00,0,0,0,"66.9237,48.0196",
, ,Kenya,-0.0236,37.9062,2/12/2020 0:00,0,0,0,"37.9062,-0.0236",
, ,"Korea, South",36,128,2/12/2020 0:00,28,0,0,"128,36",
, ,Kosovo,42.602636,20.902977,2/12/2020 0:00,0,0,24,"20.902977,42.602636",
, ,Kuwait,29.5,47.75,2/12/2020 0:00,0,0,0,"47.75,29.5",
, ,Kyrgyzstan,41.2044,74.7661,2/12/2020 0:00,0,0,0,"74.7661,41.2044",
, ,Laos,19.85627,102.495496,2/12/2020 0:00,0,0,4774,"102.495496,19.85627",
, ,Latvia,56.8796,24.6032,2/12/2020 0:00,0,0,1,"24.6032,56.8796",
, ,Lebanon,33.8547,35.8623,2/12/2020 0:00,0,0,0,"35.8623,33.8547",
, ,Liberia,6.4281,-9.4295,2/12/2020 0:00,0,0,0,"-9.4295,6.4281",
, ,Libya,26.3351,17.228331,2/12/2020 0:00,0,0,364,"17.228331,26.3351",
, ,Liechtenstein,47.14,9.55,2/12/2020 0:00,0,0,0,"9.55,47.14",
, ,Lithuania,55.1694,23.8813,2/12/2020 0:00,0,0,0,"23.8813,55.1694",
, ,Luxembourg,49.8153,6.1296,2/12/2020 0:00,0,0,0,"6.1296,49.8153",
, ,MS Zaandam,0,0,2/12/2020 0:00,0,0,38,"0,0",
, ,Madagascar,-18.7669,46.8691,2/12/2020 0:00,0,0,1,"46.8691,-18.7669",
, ,Malaysia,2.5,112.5,2/12/2020 0:00,18,0,0,"112.5,2.5",
, ,Maldives,3.2028,73.2207,2/12/2020 0:00,0,0,12,"73.2207,3.2028",
, ,Mali,17.570692,-3.996166,2/12/2020 0:00,0,0,187,"-3.996166,17.570692",
, ,Malta,35.9375,14.3754,2/12/2020 0:00,0,0,0,"14.3754,35.9375",
, ,Mauritania,21.0079,10.9408,2/12/2020 0:00,0,0,0,"10.9408,21.0079",
, ,Mauritius,-20.2,57.5,2/12/2020 0:00,0,0,0,"57.5,-20.2",
, ,Mexico,23.6345,-102.5528,2/12/2020 0:00,0,0,0,"-102.5528,23.6345",
, ,Moldova,47.4116,28.3699,2/12/2020 0:00,0,0,0,"28.3699,47.4116",
, ,Monaco,43.7333,7.4167,2/12/2020 0:00,0,0,0,"7.4167,43.7333",
, ,Mongolia,46.8625,103.8467,2/12/2020 0:00,0,0,0,"103.8467,46.8625",
, ,Montenegro,42.5,19.3,2/12/2020 0:00,0,0,1,"19.3,42.5",
, ,Morocco,31.7917,-7.0926,2/12/2020 0:00,0,0,0,"-7.0926,31.7917",
, ,Mozambique,-18.665695,35.529562,2/12/2020 0:00,0,0,43,"35.529562,-18.665695",
, ,Namibia,-22.9576,18.4904,2/12/2020 0:00,0,0,0,"18.4904,-22.9576",
, ,Nepal,28.1667,84.25,2/12/2020 0:00,1,0,0,"84.25,28.1667",
,Aruba,Netherlands,12.5186,-70.0358,2/12/2020 0:00,0,0,0,"-70.0358,12.5186",
,Curacao,Netherlands,12.1696,-68.99,2/12/2020 0:00,0,0,0,"-68.99,12.1696",
,Sint Maarten,Netherlands,18.0425,-63.0548,2/12/2020 0:00,0,0,0,"-63.0548,18.0425",
, ,Netherlands,52.1326,5.2913,2/12/2020 0:00,0,0,1,"5.2913,52.1326",
, ,New Zealand,-40.9006,174.886,2/12/2020 0:00,0,0,0,"174.886,-40.9006",
, ,Nicaragua,12.8654,-85.2072,2/12/2020 0:00,0,0,3,"-85.2072,12.8654",
, ,Niger,17.6078,8.0817,2/12/2020 0:00,0,0,0,"8.0817,17.6078",
, ,Nigeria,9.082,8.6753,2/12/2020 0:00,0,0,0,"8.6753,9.082",
, ,North Macedonia,41.6086,21.7453,2/12/2020 0:00,0,0,7,"21.7453,41.6086",
, ,Norway,60.472,8.4689,2/12/2020 0:00,0,0,0,"8.4689,60.472",
, ,Oman,21,57,2/12/2020 0:00,0,0,0,"57,21",
, ,Pakistan,30.3753,69.3451,2/12/2020 0:00,0,0,0,"69.3451,30.3753",
, ,Panama,8.538,-80.7821,2/12/2020 0:00,0,0,0,"-80.7821,8.538",
, ,Papua New Guinea,-6.315,143.9555,2/12/2020 0:00,0,0,0,"143.9555,-6.315",
, ,Paraguay,-23.4425,-58.4438,2/12/2020 0:00,0,0,0,"-58.4438,-23.4425",
, ,Peru,-9.19,-75.0152,2/12/2020 0:00,0,0,0,"-75.0152,-9.19",
, ,Burkina Faso,12.2383,-1.5616,2/12/2020 0:00,0,0,0,"-1.5616,12.2383",
, ,Burma,21.9162,95.956,2/12/2020 0:00,0,0,11,"95.956,21.9162",
, ,Cabo Verde,16.5388,-23.0418,2/12/2020 0:00,0,0,0,"-23.0418,16.5388",
, ,Cambodia,11.55,104.9167,2/12/2020 0:00,1,0,0,"104.9167,11.55",
, ,Cameroon,3.848,11.5021,2/12/2020 0:00,0,0,0,"11.5021,3.848",
,Alberta,Canada,53.9333,-116.5765,2/12/2020 0:00,0,0,0,"-116.5765,53.9333",
,British Columbia,Canada,49.2827,-123.1207,2/12/2020 0:00,4,0,0,"-123.1207,49.2827",
,Diamond Princess,Canada,0,0,2/12/2020 0:00,0,0,362,"0,0",
,Grand Princess,Canada,37.6489,-122.6655,2/12/2020 0:00,0,0,0,"-122.6655,37.6489",
,Manitoba,Canada,53.7609,-98.8139,2/12/2020 0:00,0,0,0,"-98.8139,53.7609",
, ,Bahrain,26.0275,50.55,2/14/2020 0:00,0,0,0,"50.55,26.0275",
,New Brunswick,Canada,46.5653,-66.4619,2/12/2020 0:00,0,0,0,"-66.4619,46.5653",
,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/12/2020 0:00,0,0,0,"-57.6604,53.1355",
, ,Bangladesh,23.685,90.3563,2/14/2020 0:00,0,0,0,"90.3563,23.685",
,Northwest Territories,Canada,64.8255,-124.8457,2/12/2020 0:00,0,0,29,"-124.8457,64.8255",
, ,Barbados,13.1939,-59.5432,2/14/2020 0:00,0,0,0,"-59.5432,13.1939",
,Nova Scotia,Canada,44.682,-63.7443,2/12/2020 0:00,0,0,0,"-63.7443,44.682",
, ,Belarus,53.7098,27.9534,2/14/2020 0:00,0,0,0,"27.9534,53.7098",
,Ontario,Canada,51.2538,-85.3232,2/12/2020 0:00,3,0,0,"-85.3232,51.2538",
, ,Belgium,50.8333,4,2/14/2020 0:00,1,0,0,"4,50.8333",
,Prince Edward Island,Canada,46.5107,-63.4168,2/12/2020 0:00,0,0,0,"-63.4168,46.5107",
, ,Belize,13.1939,-59.5432,2/14/2020 0:00,0,0,0,"-59.5432,13.1939",
,Quebec,Canada,52.9399,-73.5491,2/12/2020 0:00,0,0,1,"-73.5491,52.9399",
, ,Benin,9.3077,2.3158,2/14/2020 0:00,0,0,0,"2.3158,9.3077",
,Recovered,Canada,0,0,2/12/2020 0:00,0,0,1,"0,0",
, ,Bhutan,27.5142,90.4336,2/14/2020 0:00,0,0,0,"90.4336,27.5142",
,Saskatchewan,Canada,52.9399,-106.4509,2/12/2020 0:00,0,0,0,"-106.4509,52.9399",
, ,Bolivia,-16.2902,-63.5887,2/14/2020 0:00,0,0,4,"-63.5887,-16.2902",
, ,Taiwan*,23.7,121,2/12/2020 0:00,18,0,0,"121,23.7",
,Yukon,Canada,64.2823,-135,2/12/2020 0:00,0,0,3,"-135,64.2823",
, ,Tanzania,-6.369,34.8888,2/12/2020 0:00,0,0,0,"34.8888,-6.369",
, ,Bosnia and Herzegovina,43.9159,17.6791,2/14/2020 0:00,0,0,0,"17.6791,43.9159",
, ,Central African Republic,6.6111,20.9394,2/12/2020 0:00,0,0,0,"20.9394,6.6111",
, ,Thailand,15,101,2/12/2020 0:00,33,0,0,"101,15",
, ,Botswana,-22.3285,24.6849,2/14/2020 0:00,0,0,0,"24.6849,-22.3285",
, ,Kuwait,29.5,47.75,2/13/2020 0:00,0,0,0,"47.75,29.5",
, ,Chad,15.4542,18.7322,2/12/2020 0:00,0,0,0,"18.7322,15.4542",
, ,Kyrgyzstan,41.2044,74.7661,2/13/2020 0:00,0,0,0,"74.7661,41.2044",
, ,Brazil,-14.235,-51.9253,2/14/2020 0:00,0,0,0,"-51.9253,-14.235",
, ,Chile,-35.6751,-71.543,2/12/2020 0:00,0,0,0,"-71.543,-35.6751",
, ,Laos,19.85627,102.495496,2/13/2020 0:00,0,0,119,"102.495496,19.85627",
, ,Brunei,4.5353,114.7277,2/14/2020 0:00,0,0,0,"114.7277,4.5353",
, ,Timor-Leste,-8.874217,125.727539,2/12/2020 0:00,0,0,47,"125.727539,-8.874217",
, ,Spain,40,-4,2/10/2020 0:00,2,0,0,"-4,40",
,Anhui,China,31.8257,117.2264,2/12/2020 0:00,889,4,0,"117.2264,31.8257",
, ,Sri Lanka,7,81,2/10/2020 0:00,1,0,6,"81,7",
, ,Togo,8.6195,0.8248,2/12/2020 0:00,0,0,0,"0.8248,8.6195",
,Beijing,China,40.1824,116.4142,2/12/2020 0:00,352,3,0,"116.4142,40.1824",
, ,Sudan,12.8628,30.2176,2/10/2020 0:00,0,0,0,"30.2176,12.8628",
, ,Trinidad and Tobago,10.6918,-61.2225,2/12/2020 0:00,0,0,0,"-61.2225,10.6918",
, ,Bulgaria,42.7339,25.4858,2/14/2020 0:00,0,0,1,"25.4858,42.7339",
,Chongqing,China,30.0572,107.874,2/12/2020 0:00,518,3,0,"107.874,30.0572",
, ,Suriname,3.9193,-56.0278,2/10/2020 0:00,0,0,0,"-56.0278,3.9193",
, ,Tunisia,34,9,2/12/2020 0:00,0,0,0,"9,34",
, ,Burkina Faso,12.2383,-1.5616,2/14/2020 0:00,0,0,0,"-1.5616,12.2383",
, ,Turkey,38.9637,35.2433,2/12/2020 0:00,0,0,0,"35.2433,38.9637",
,Fujian,China,26.0789,117.9874,2/12/2020 0:00,272,0,0,"117.9874,26.0789",
, ,Sweden,63,16,2/10/2020 0:00,1,0,0,"16,63",
, ,Latvia,56.8796,24.6032,2/13/2020 0:00,0,0,0,"24.6032,56.8796",
,Gansu,China,37.8099,101.0583,2/12/2020 0:00,87,2,0,"101.0583,37.8099",
, ,Lebanon,33.8547,35.8623,2/13/2020 0:00,0,0,0,"35.8623,33.8547",
, ,Switzerland,46.8182,8.2275,2/10/2020 0:00,0,0,0,"8.2275,46.8182",
, ,US,37.0902,-95.7129,2/12/2020 0:00,12,0,0,"-95.7129,37.0902",
, ,Liberia,6.4281,-9.4295,2/13/2020 0:00,0,0,1,"-9.4295,6.4281",
,Guangdong,China,23.3417,113.4244,2/12/2020 0:00,1219,1,2,"113.4244,23.3417",
, ,Syria,34.802075,38.996815,2/10/2020 0:00,0,0,0,"38.996815,34.802075",
, ,Uganda,1,32,2/12/2020 0:00,0,0,0,"32,1",
, ,Libya,26.3351,17.228331,2/13/2020 0:00,0,0,37,"17.228331,26.3351",
, ,Burma,21.9162,95.956,2/14/2020 0:00,0,0,0,"95.956,21.9162",
,Guangxi,China,23.8298,108.7881,2/12/2020 0:00,222,1,0,"108.7881,23.8298",
, ,Taiwan*,23.7,121,2/10/2020 0:00,18,0,0,"121,23.7",
, ,Ukraine,48.3794,31.1656,2/12/2020 0:00,0,0,0,"31.1656,48.3794",
, ,Liechtenstein,47.14,9.55,2/13/2020 0:00,0,0,0,"9.55,47.14",
, ,Cabo Verde,16.5388,-23.0418,2/14/2020 0:00,0,0,0,"-23.0418,16.5388",
,Guizhou,China,26.8154,106.8748,2/12/2020 0:00,133,1,0,"106.8748,26.8154",
, ,Tanzania,-6.369,34.8888,2/10/2020 0:00,0,0,0,"34.8888,-6.369",
, ,United Arab Emirates,24,54,2/12/2020 0:00,8,0,0,"54,24",
, ,Lithuania,55.1694,23.8813,2/13/2020 0:00,0,0,0,"23.8813,55.1694",
, ,Cambodia,11.55,104.9167,2/14/2020 0:00,1,0,0,"104.9167,11.55",
,Hainan,China,19.1959,109.7453,2/12/2020 0:00,157,4,0,"109.7453,19.1959",
, ,Thailand,15,101,2/10/2020 0:00,32,0,0,"101,15",
,Anguilla,United Kingdom,18.2206,-63.0686,2/12/2020 0:00,0,0,54,"-63.0686,18.2206",
, ,Luxembourg,49.8153,6.1296,2/13/2020 0:00,0,0,0,"6.1296,49.8153",
, ,Cameroon,3.848,11.5021,2/14/2020 0:00,0,0,0,"11.5021,3.848",
,Hebei,China,39.549,116.1306,2/12/2020 0:00,251,2,1,"116.1306,39.549",
, ,Timor-Leste,-8.874217,125.727539,2/10/2020 0:00,0,0,0,"125.727539,-8.874217",
, ,Togo,8.6195,0.8248,2/10/2020 0:00,0,0,0,"0.8248,8.6195",
, ,Trinidad and Tobago,10.6918,-61.2225,2/10/2020 0:00,0,0,0,"-61.2225,10.6918",
, ,Tunisia,34,9,2/10/2020 0:00,0,0,0,"9,34",
, ,Turkey,38.9637,35.2433,2/10/2020 0:00,0,0,0,"35.2433,38.9637",
, ,US,37.0902,-95.7129,2/10/2020 0:00,11,0,0,"-95.7129,37.0902",
, ,Uganda,1,32,2/10/2020 0:00,0,0,0,"32,1",
, ,Ukraine,48.3794,31.1656,2/10/2020 0:00,0,0,0,"31.1656,48.3794",
, ,United Arab Emirates,24,54,2/10/2020 0:00,8,0,0,"54,24",
,Anguilla,United Kingdom,18.2206,-63.0686,2/10/2020 0:00,0,0,0,"-63.0686,18.2206",
,Bermuda,United Kingdom,32.3078,-64.7505,2/10/2020 0:00,0,0,0,"-64.7505,32.3078",
,British Virgin Islands,United Kingdom,18.4207,-64.64,2/10/2020 0:00,0,0,1,"-64.64,18.4207",
,Cayman Islands,United Kingdom,19.3133,-81.2546,2/10/2020 0:00,0,0,0,"-81.2546,19.3133",
,Channel Islands,United Kingdom,49.3723,-2.3644,2/10/2020 0:00,0,0,0,"-2.3644,49.3723",
,Gibraltar,United Kingdom,36.1408,-5.3536,2/10/2020 0:00,0,0,0,"-5.3536,36.1408",
,Isle of Man,United Kingdom,54.2361,-4.5481,2/10/2020 0:00,0,0,0,"-4.5481,54.2361",
,Montserrat,United Kingdom,16.7425,-62.1874,2/10/2020 0:00,0,0,0,"-62.1874,16.7425",
,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,2/10/2020 0:00,0,0,0,"-71.7979,21.694",
, ,United Kingdom,55.3781,-3.436,2/10/2020 0:00,8,0,2,"-3.436,55.3781",
, ,Uruguay,-32.5228,-55.7658,2/10/2020 0:00,0,0,0,"-55.7658,-32.5228",
, ,Uzbekistan,41.3775,64.5853,2/10/2020 0:00,0,0,0,"64.5853,41.3775",
, ,Venezuela,6.4238,-66.5897,2/10/2020 0:00,0,0,0,"-66.5897,6.4238",
, ,Vietnam,16,108,2/10/2020 0:00,14,0,0,"108,16",
, ,West Bank and Gaza,31.9522,35.2332,2/10/2020 0:00,0,0,0,"35.2332,31.9522",
, ,Zambia,-15.4167,28.2833,2/10/2020 0:00,0,0,0,"28.2833,-15.4167",
, ,Zimbabwe,-20,30,2/10/2020 0:00,0,0,0,"30,-20",
, ,Afghanistan,33,65,2/11/2020 0:00,0,0,127,"65,33",
, ,Albania,41.1533,20.1683,2/11/2020 0:00,0,0,56,"20.1683,41.1533",
, ,Algeria,28.0339,1.6596,2/11/2020 0:00,0,0,102,"1.6596,28.0339",
, ,Andorra,42.5063,1.5218,2/11/2020 0:00,0,0,53,"1.5218,42.5063",
, ,Angola,-11.2027,17.8739,2/11/2020 0:00,0,0,31,"17.8739,-11.2027",
, ,Antigua and Barbuda,17.0608,-61.7964,2/11/2020 0:00,0,0,275,"-61.7964,17.0608",
, ,Argentina,-38.4161,-63.6167,2/11/2020 0:00,0,0,32,"-63.6167,-38.4161",
, ,Armenia,40.0691,45.0382,2/11/2020 0:00,0,0,18,"45.0382,40.0691",
,Australian Capital Territory,Australia,-35.4735,149.0124,2/11/2020 0:00,0,0,27,"149.0124,-35.4735",
,New South Wales,Australia,-33.8688,151.2093,2/11/2020 0:00,4,0,54,"151.2093,-33.8688",
,Northern Territory,Australia,-12.4634,130.8456,2/11/2020 0:00,0,0,31,"130.8456,-12.4634",
,Queensland,Australia,-28.0167,153.4,2/11/2020 0:00,5,0,246,"153.4,-28.0167",
,South Australia,Australia,-34.9285,138.6007,2/11/2020 0:00,2,0,1,"138.6007,-34.9285",
,Tasmania,Australia,-41.4545,145.9707,2/11/2020 0:00,0,0,2686,"145.9707,-41.4545",
,Victoria,Australia,-37.8136,144.9631,2/11/2020 0:00,4,0,304,"144.9631,-37.8136",
,Western Australia,Australia,-31.9505,115.8605,2/11/2020 0:00,0,0,6,"115.8605,-31.9505",
, ,Austria,47.5162,14.5501,2/11/2020 0:00,0,0,125,"14.5501,47.5162",
, ,Azerbaijan,40.1431,47.5769,2/11/2020 0:00,0,0,152,"47.5769,40.1431",
, ,Bahamas,25.0343,-77.3963,2/11/2020 0:00,0,0,22,"-77.3963,25.0343",
, ,Bahrain,26.0275,50.55,2/11/2020 0:00,0,0,20,"50.55,26.0275",
, ,Bangladesh,23.685,90.3563,2/11/2020 0:00,0,0,2,"90.3563,23.685",
, ,Barbados,13.1939,-59.5432,2/11/2020 0:00,0,0,24,"-59.5432,13.1939",
, ,Belarus,53.7098,27.9534,2/11/2020 0:00,0,0,9,"27.9534,53.7098",
, ,Belgium,50.8333,4,2/11/2020 0:00,1,0,43,"4,50.8333",
, ,Belize,13.1939,-59.5432,2/11/2020 0:00,0,0,0,"-59.5432,13.1939",
, ,Benin,9.3077,2.3158,2/11/2020 0:00,0,0,92,"2.3158,9.3077",
, ,Bhutan,27.5142,90.4336,2/11/2020 0:00,0,0,57,"90.4336,27.5142",
, ,Bolivia,-16.2902,-63.5887,2/11/2020 0:00,0,0,33,"-63.5887,-16.2902",
, ,Bosnia and Herzegovina,43.9159,17.6791,2/11/2020 0:00,0,0,92,"17.6791,43.9159",
, ,Botswana,-22.3285,24.6849,2/11/2020 0:00,0,0,3459,"24.6849,-22.3285",
, ,Brazil,-14.235,-51.9253,2/11/2020 0:00,0,0,11,"-51.9253,-14.235",
, ,Brunei,4.5353,114.7277,2/11/2020 0:00,0,0,1,"114.7277,4.5353",
, ,Bulgaria,42.7339,25.4858,2/11/2020 0:00,0,0,3,"25.4858,42.7339",
, ,Burkina Faso,12.2383,-1.5616,2/11/2020 0:00,0,0,26,"-1.5616,12.2383",
, ,Burma,21.9162,95.956,2/11/2020 0:00,0,0,30,"95.956,21.9162",
, ,Cabo Verde,16.5388,-23.0418,2/11/2020 0:00,0,0,321,"-23.0418,16.5388",
, ,Cambodia,11.55,104.9167,2/11/2020 0:00,1,0,0,"104.9167,11.55",
, ,Cameroon,3.848,11.5021,2/11/2020 0:00,0,0,0,"11.5021,3.848",
,Alberta,Canada,53.9333,-116.5765,2/11/2020 0:00,0,0,0,"-116.5765,53.9333",
,British Columbia,Canada,49.2827,-123.1207,2/11/2020 0:00,4,0,0,"-123.1207,49.2827",
,Diamond Princess,Canada,0,0,2/11/2020 0:00,0,0,0,"0,0",
,Grand Princess,Canada,37.6489,-122.6655,2/11/2020 0:00,0,0,0,"-122.6655,37.6489",
,Manitoba,Canada,53.7609,-98.8139,2/11/2020 0:00,0,0,0,"-98.8139,53.7609",
,New Brunswick,Canada,46.5653,-66.4619,2/11/2020 0:00,0,0,0,"-66.4619,46.5653",
,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/11/2020 0:00,0,0,0,"-57.6604,53.1355",
