Town,Date,Cases,CaseRate,Deaths,PeopleTested,RateTested100k,Lat,Lon,ConfirmedCases_shifted_14_days,Cases added during 14 days,date-city index,Cases_COVID_19_in_Town_in_nursing,Death_COVID_19_in_Town_in_nursing,Cases (nursing excluded),Deaths (nursing excluded),Cases (nursing percent),Deaths (nursing percent)
Sharon,3/24/2020,1,0,0,0,0,41.8607607,-73.4492128,0,0,Sharon 2020-03-24,,,,,,
Sharon,3/25/2020,1,0,0,0,0,41.8607607,-73.4492128,0,0,Sharon 2020-03-25,,,,,,
Sharon,3/26/2020,2,0,0,0,0,41.8607607,-73.4492128,0,0,Sharon 2020-03-26,,,,,,
Sharon,3/27/2020,2,0,0,0,0,41.8607607,-73.4492128,0,0,Sharon 2020-03-27,,,,,,
Sharon,3/28/2020,3,0,0,0,0,41.8607607,-73.4492128,0,0,Sharon 2020-03-28,,,,,,
Sharon,3/29/2020,3,0,0,0,0,41.8607607,-73.4492128,0,0,Sharon 2020-03-29,,,,,,
Sharon,3/30/2020,3,0,0,0,0,41.8607607,-73.4492128,0,0,Sharon 2020-03-30,,,,,,
Sharon,3/31/2020,3,0,0,0,0,41.8607607,-73.4492128,0,0,Sharon 2020-03-31,,,,,,
Sharon,4/1/2020,3,0,0,0,0,41.8607607,-73.4492128,0,0,Sharon 2020-04-01,,,,,,
Sharon,4/2/2020,4,0,0,0,0,41.8607607,-73.4492128,0,0,Sharon 2020-04-02,,,,,,
Sharon,4/3/2020,6,0,0,0,0,41.8607607,-73.4492128,0,0,Sharon 2020-04-03,,,,,,
Sharon,4/4/2020,6,0,0,0,0,41.8607607,-73.4492128,0,0,Sharon 2020-04-04,,,,,,
Sharon,4/5/2020,6,0,0,0,0,41.8607607,-73.4492128,0,0,Sharon 2020-04-05,,,,,,
Sharon,4/6/2020,6,0,0,0,0,41.8607607,-73.4492128,0,0,Sharon 2020-04-06,,,,,,
Sharon,4/7/2020,6,0,0,0,0,41.8607607,-73.4492128,1,5,Sharon 2020-04-07,,,,,,
Sharon,4/8/2020,6,0,0,0,0,41.8607607,-73.4492128,1,5,Sharon 2020-04-08,,,,,,
Sharon,4/9/2020,6,0,0,0,0,41.8607607,-73.4492128,2,4,Sharon 2020-04-09,,,,,,
Sharon,4/10/2020,7,0,0,0,0,41.8607607,-73.4492128,2,5,Sharon 2020-04-10,,,,,,
Sharon,4/11/2020,7,0,0,0,0,41.8607607,-73.4492128,3,4,Sharon 2020-04-11,,,,,,
Sharon,4/12/2020,8,0,0,0,0,41.8607607,-73.4492128,3,5,Sharon 2020-04-12,,,,,,
Sharon,4/13/2020,8,0,0,0,0,41.8607607,-73.4492128,3,5,Sharon 2020-04-13,,,,,,
Sharon,4/14/2020,8,0,0,0,0,41.8607607,-73.4492128,3,5,Sharon 2020-04-14,,,,,,
Sharon,4/15/2020,8,0,0,0,0,41.8607607,-73.4492128,3,5,Sharon 2020-04-15,,,,,,
Sharon,4/16/2020,10,370,0,0,0,41.8607607,-73.4492128,4,6,Sharon 2020-04-16,,,,,,
Sharon,4/17/2020,10,370,0,0,0,41.8607607,-73.4492128,6,4,Sharon 2020-04-17,,,,,,
Sharon,4/18/2020,10,370,0,0,0,41.8607607,-73.4492128,6,4,Sharon 2020-04-18,,,,,,
Sharon,4/19/2020,10,370,0,0,0,41.8607607,-73.4492128,6,4,Sharon 2020-04-19,,,,,,
Sharon,4/20/2020,10,370,0,0,0,41.8607607,-73.4492128,6,4,Sharon 2020-04-20,,,,,,
Sharon,4/21/2020,10,370,0,0,0,41.8607607,-73.4492128,6,4,Sharon 2020-04-21,,,,,,
Sharon,4/22/2020,11,407,0,0,0,41.8607607,-73.4492128,6,5,Sharon 2020-04-22,47,1,-36,-1,4.27,inf
Sharon,4/23/2020,11,407,0,0,0,41.8607607,-73.4492128,6,5,Sharon 2020-04-23,,,,,,
Sharon,4/24/2020,12,444,1,0,0,41.8607607,-73.4492128,7,5,Sharon 2020-04-24,,,,,,
Sharon,4/25/2020,11,407,0,0,0,41.8607607,-73.4492128,7,4,Sharon 2020-04-25,,,,,,
Sharon,4/26/2020,11,407,0,0,0,41.8607607,-73.4492128,8,3,Sharon 2020-04-26,,,,,,
Sharon,4/27/2020,11,407,0,0,0,41.8607607,-73.4492128,8,3,Sharon 2020-04-27,,,,,,
Sharon,4/28/2020,11,407,0,0,0,41.8607607,-73.4492128,8,3,Sharon 2020-04-28,,,,,,
Sharon,4/29/2020,11,407,0,0,0,41.8607607,-73.4492128,8,3,Sharon 2020-04-29,7,0,4,0,0.64,
Sharon,4/30/2020,13,481,0,0,0,41.8607607,-73.4492128,10,3,Sharon 2020-04-30,,,,,,
Sharon,5/1/2020,14,518,0,0,0,41.8607607,-73.4492128,10,4,Sharon 2020-05-01,,,,,,
Sharon,5/2/2020,15,555,0,0,0,41.8607607,-73.4492128,10,5,Sharon 2020-05-02,,,,,,
Sharon,5/3/2020,14,518,0,0,0,41.8607607,-73.4492128,10,4,Sharon 2020-05-03,,,,,,
Sharon,5/4/2020,14,518,0,0,0,41.8607607,-73.4492128,10,4,Sharon 2020-05-04,,,,,,
Sharon,5/5/2020,14,518,0,0,0,41.8607607,-73.4492128,10,4,Sharon 2020-05-05,,,,,,
Sharon,5/6/2020,14,518,0,0,0,41.8607607,-73.4492128,11,3,Sharon 2020-05-06,,,,,,
Sharon,5/7/2020,14,518,0,0,0,41.8607607,-73.4492128,11,3,Sharon 2020-05-07,7,0,7,0,0.5,
Sharon,5/8/2020,14,518,0,0,0,41.8607607,-73.4492128,12,2,Sharon 2020-05-08,,,,,,
Sharon,5/9/2020,14,518,0,0,0,41.8607607,-73.4492128,11,3,Sharon 2020-05-09,,,,,,
Sharon,5/10/2020,14,518,0,0,0,41.8607607,-73.4492128,11,3,Sharon 2020-05-10,,,,,,
Sharon,5/11/2020,14,518,0,0,0,41.8607607,-73.4492128,11,3,Sharon 2020-05-11,,,,,,
Sharon,5/12/2020,14,518,0,0,0,41.8607607,-73.4492128,11,3,Sharon 2020-05-12,,,,,,
Sharon,5/13/2020,14,518,0,0,0,41.8607607,-73.4492128,11,3,Sharon 2020-05-13,,,,,,
Sharon,5/14/2020,14,518,0,0,0,41.8607607,-73.4492128,13,1,Sharon 2020-05-14,,,,,,
Sharon,5/15/2020,16,592,1,0,0,41.8607607,-73.4492128,14,2,Sharon 2020-05-15,6,0,10,1,0.38,0
Sharon,5/16/2020,34,1258,1,139,0,41.8607607,-73.4492128,15,19,Sharon 2020-05-16,,,,,,
Sharon,5/17/2020,33,1221,1,145,0,41.8607607,-73.4492128,14,19,Sharon 2020-05-17,,,,,,
Sharon,5/18/2020,33,1221,1,152,0,41.8607607,-73.4492128,14,19,Sharon 2020-05-18,,,,,,
Sharon,5/19/2020,33,1221,1,168,0,41.8607607,-73.4492128,14,19,Sharon 2020-05-19,,,,,,
Sharon,5/20/2020,32,1184,1,161,5956,41.8607607,-73.4492128,14,18,Sharon 2020-05-20,,,,,,
Sharon,5/21/2020,16,592,0,156,5771,41.8607607,-73.4492128,14,2,Sharon 2020-05-21,,,,,,
Sharon,5/22/2020,16,592,0,147,5438,41.8607607,-73.4492128,14,2,Sharon 2020-05-22,,,,,,
Sharon,5/23/2020,16,592,0,142,5253,41.8607607,-73.4492128,14,2,Sharon 2020-05-23,6,0,10,0,0.38,
Sharon,5/24/2020,16,592,0,142,5253,41.8607607,-73.4492128,14,2,Sharon 2020-05-24,,,,,,
Sharon,5/25/2020,17,629,0,142,5253,41.8607607,-73.4492128,14,3,Sharon 2020-05-25,,,,,,
Sharon,5/26/2020,16,592,0,145,5364,41.8607607,-73.4492128,14,2,Sharon 2020-05-26,,,,,,
Sharon,5/27/2020,15,555,0,141,5216,41.8607607,-73.4492128,14,1,Sharon 2020-05-27,6,0,9,0,0.4,
Sharon,5/28/2020,15,555,0,142,5253,41.8607607,-73.4492128,14,1,Sharon 2020-05-28,,,,,,
Sharon,5/29/2020,15,555,0,143,5290,41.8607607,-73.4492128,16,-1,Sharon 2020-05-29,,,,,,
Sharon,5/30/2020,27,999,0,149,5512,41.8607607,-73.4492128,34,-7,Sharon 2020-05-30,,,,,,
Sharon,5/31/2020,16,592,0,140,5179,41.8607607,-73.4492128,33,-17,Sharon 2020-05-31,,,,,,
Sharon,6/1/2020,15,555,0,142,5253,41.8607607,-73.4492128,33,-18,Sharon 2020-06-01,,,,,,
Sharon,6/2/2020,16,592,0,144,5327,41.8607607,-73.4492128,33,-17,Sharon 2020-06-02,,,,,,
Sharon,6/3/2020,14,518,0,142,5253,41.8607607,-73.4492128,32,-18,Sharon 2020-06-03,,,,,,
Cheshire,3/24/2020,0,0,0,0,0,41.5118273,-72.9036174,0,0,Cheshire 2020-03-24,,,,,,
Cheshire,3/25/2020,0,0,0,0,0,41.5118273,-72.9036174,0,0,Cheshire 2020-03-25,,,,,,
Cheshire,3/26/2020,3,0,0,0,0,41.5118273,-72.9036174,0,0,Cheshire 2020-03-26,,,,,,
Cheshire,3/27/2020,6,0,0,0,0,41.5118273,-72.9036174,0,0,Cheshire 2020-03-27,,,,,,
Cheshire,3/28/2020,8,0,0,0,0,41.5118273,-72.9036174,0,0,Cheshire 2020-03-28,,,,,,
Cheshire,3/29/2020,9,0,0,0,0,41.5118273,-72.9036174,0,0,Cheshire 2020-03-29,,,,,,
Cheshire,3/30/2020,13,0,0,0,0,41.5118273,-72.9036174,0,0,Cheshire 2020-03-30,,,,,,
Cheshire,3/31/2020,18,0,0,0,0,41.5118273,-72.9036174,0,0,Cheshire 2020-03-31,,,,,,
Cheshire,4/1/2020,20,0,1,0,0,41.5118273,-72.9036174,0,0,Cheshire 2020-04-01,,,,,,
Cheshire,4/2/2020,20,0,1,0,0,41.5118273,-72.9036174,0,0,Cheshire 2020-04-02,,,,,,
Cheshire,4/3/2020,26,0,0,0,0,41.5118273,-72.9036174,0,0,Cheshire 2020-04-03,,,,,,
Cheshire,4/4/2020,27,0,1,0,0,41.5118273,-72.9036174,0,0,Cheshire 2020-04-04,,,,,,
Cheshire,4/5/2020,27,0,1,0,0,41.5118273,-72.9036174,0,0,Cheshire 2020-04-05,,,,,,
Cheshire,4/6/2020,30,0,1,0,0,41.5118273,-72.9036174,0,0,Cheshire 2020-04-06,,,,,,
Cheshire,4/7/2020,33,0,1,0,0,41.5118273,-72.9036174,0,33,Cheshire 2020-04-07,,,,,,
Cheshire,4/8/2020,36,0,1,0,0,41.5118273,-72.9036174,0,36,Cheshire 2020-04-08,,,,,,
Cheshire,4/9/2020,39,0,2,0,0,41.5118273,-72.9036174,3,36,Cheshire 2020-04-09,,,,,,
Cheshire,4/10/2020,42,0,2,0,0,41.5118273,-72.9036174,6,36,Cheshire 2020-04-10,,,,,,
Cheshire,4/11/2020,47,0,2,0,0,41.5118273,-72.9036174,8,39,Cheshire 2020-04-11,,,,,,
Cheshire,4/12/2020,49,0,2,0,0,41.5118273,-72.9036174,9,40,Cheshire 2020-04-12,,,,,,
Cheshire,4/13/2020,54,0,2,0,0,41.5118273,-72.9036174,13,41,Cheshire 2020-04-13,,,,,,
Cheshire,4/14/2020,55,0,2,0,0,41.5118273,-72.9036174,18,37,Cheshire 2020-04-14,,,,,,
Cheshire,4/15/2020,58,0,5,0,0,41.5118273,-72.9036174,20,38,Cheshire 2020-04-15,,,,,,
Cheshire,4/16/2020,64,219,5,0,0,41.5118273,-72.9036174,20,44,Cheshire 2020-04-16,,,,,,
Cheshire,4/17/2020,67,230,5,0,0,41.5118273,-72.9036174,26,41,Cheshire 2020-04-17,,,,,,
Cheshire,4/18/2020,70,240,5,0,0,41.5118273,-72.9036174,27,43,Cheshire 2020-04-18,,,,,,
Cheshire,4/19/2020,74,254,5,0,0,41.5118273,-72.9036174,27,47,Cheshire 2020-04-19,,,,,,
Cheshire,4/20/2020,82,281,6,0,0,41.5118273,-72.9036174,30,52,Cheshire 2020-04-20,,,,,,
Cheshire,4/21/2020,83,284,6,0,0,41.5118273,-72.9036174,33,50,Cheshire 2020-04-21,,,,,,
Cheshire,4/22/2020,89,305,6,0,0,41.5118273,-72.9036174,36,53,Cheshire 2020-04-22,18,1,71,5,0.2,0.17
Cheshire,4/23/2020,92,315,7,0,0,41.5118273,-72.9036174,39,53,Cheshire 2020-04-23,,,,,,
Cheshire,4/24/2020,104,356,6,0,0,41.5118273,-72.9036174,42,62,Cheshire 2020-04-24,,,,,,
Cheshire,4/25/2020,106,363,6,0,0,41.5118273,-72.9036174,47,59,Cheshire 2020-04-25,,,,,,
Cheshire,4/26/2020,108,370,6,0,0,41.5118273,-72.9036174,49,59,Cheshire 2020-04-26,,,,,,
Cheshire,4/27/2020,116,398,9,0,0,41.5118273,-72.9036174,54,62,Cheshire 2020-04-27,,,,,,
Cheshire,4/28/2020,117,401,9,0,0,41.5118273,-72.9036174,55,62,Cheshire 2020-04-28,,,,,,
Cheshire,4/29/2020,119,408,14,0,0,41.5118273,-72.9036174,58,61,Cheshire 2020-04-29,31,5,88,9,0.26,0.36
Cheshire,4/30/2020,125,428,14,0,0,41.5118273,-72.9036174,64,61,Cheshire 2020-04-30,,,,,,
Cheshire,5/1/2020,129,442,14,0,0,41.5118273,-72.9036174,67,62,Cheshire 2020-05-01,,,,,,
Cheshire,5/2/2020,131,449,14,0,0,41.5118273,-72.9036174,70,61,Cheshire 2020-05-02,,,,,,
Cheshire,5/3/2020,137,470,14,0,0,41.5118273,-72.9036174,74,63,Cheshire 2020-05-03,,,,,,
Cheshire,5/4/2020,144,494,14,0,0,41.5118273,-72.9036174,82,62,Cheshire 2020-05-04,,,,,,
Cheshire,5/5/2020,145,497,14,0,0,41.5118273,-72.9036174,83,62,Cheshire 2020-05-05,,,,,,
Cheshire,5/6/2020,147,504,15,0,0,41.5118273,-72.9036174,89,58,Cheshire 2020-05-06,,,,,,
Cheshire,5/7/2020,149,511,17,0,0,41.5118273,-72.9036174,92,57,Cheshire 2020-05-07,35,7,114,10,0.23,0.41
Cheshire,5/8/2020,150,514,17,0,0,41.5118273,-72.9036174,104,46,Cheshire 2020-05-08,,,,,,
Cheshire,5/9/2020,152,521,18,0,0,41.5118273,-72.9036174,106,46,Cheshire 2020-05-09,,,,,,
Cheshire,5/10/2020,152,521,18,0,0,41.5118273,-72.9036174,108,44,Cheshire 2020-05-10,,,,,,
Cheshire,5/11/2020,152,521,19,0,0,41.5118273,-72.9036174,116,36,Cheshire 2020-05-11,,,,,,
Cheshire,5/12/2020,154,528,19,0,0,41.5118273,-72.9036174,117,37,Cheshire 2020-05-12,,,,,,
Cheshire,5/13/2020,156,535,19,0,0,41.5118273,-72.9036174,119,37,Cheshire 2020-05-13,,,,,,
Cheshire,5/14/2020,160,548,20,0,0,41.5118273,-72.9036174,125,35,Cheshire 2020-05-14,,,,,,
Cheshire,5/15/2020,161,552,21,0,0,41.5118273,-72.9036174,129,32,Cheshire 2020-05-15,36,9,125,12,0.22,0.43
Cheshire,5/16/2020,164,562,21,802,0,41.5118273,-72.9036174,131,33,Cheshire 2020-05-16,,,,,,
Cheshire,5/17/2020,166,572,21,825,0,41.5118273,-72.9036174,137,29,Cheshire 2020-05-17,,,,,,
Cheshire,5/18/2020,168,576,21,848,0,41.5118273,-72.9036174,144,24,Cheshire 2020-05-18,,,,,,
Cheshire,5/19/2020,169,579,21,914,0,41.5118273,-72.9036174,145,24,Cheshire 2020-05-19,,,,,,
Cheshire,5/20/2020,169,579,22,917,3143,41.5118273,-72.9036174,147,22,Cheshire 2020-05-20,,,,,,
Cheshire,5/21/2020,172,589,22,952,3263,41.5118273,-72.9036174,149,23,Cheshire 2020-05-21,,,,,,
Cheshire,5/22/2020,171,586,21,982,3365,41.5118273,-72.9036174,150,21,Cheshire 2020-05-22,,,,,,
Cheshire,5/23/2020,171,586,21,999,3424,41.5118273,-72.9036174,152,19,Cheshire 2020-05-23,41,10,130,11,0.24,0.48
Cheshire,5/24/2020,172,589,21,1059,3629,41.5118273,-72.9036174,152,20,Cheshire 2020-05-24,,,,,,
Cheshire,5/25/2020,172,589,21,1094,3749,41.5118273,-72.9036174,152,20,Cheshire 2020-05-25,,,,,,
Cheshire,5/26/2020,173,593,21,1121,3842,41.5118273,-72.9036174,154,19,Cheshire 2020-05-26,,,,,,
Cheshire,5/27/2020,177,607,22,1153,3951,41.5118273,-72.9036174,156,21,Cheshire 2020-05-27,43,10,134,12,0.24,0.45
Cheshire,5/28/2020,179,613,22,1179,4041,41.5118273,-72.9036174,160,19,Cheshire 2020-05-28,,,,,,
Cheshire,5/29/2020,182,624,22,1223,4191,41.5118273,-72.9036174,161,21,Cheshire 2020-05-29,,,,,,
Cheshire,5/30/2020,183,627,24,1249,4280,41.5118273,-72.9036174,164,19,Cheshire 2020-05-30,,,,,,
Cheshire,5/31/2020,183,627,24,1307,4479,41.5118273,-72.9036174,166,17,Cheshire 2020-05-31,,,,,,
Cheshire,6/1/2020,184,631,24,1344,4606,41.5118273,-72.9036174,168,16,Cheshire 2020-06-01,,,,,,
Cheshire,6/2/2020,185,634,24,1380,4729,41.5118273,-72.9036174,169,16,Cheshire 2020-06-02,,,,,,
Cheshire,6/3/2020,186,637,24,1405,4815,41.5118273,-72.9036174,169,17,Cheshire 2020-06-03,,,,,,
Plymouth,3/24/2020,1,0,0,0,0,41.6663976,-73.026515,0,0,Plymouth 2020-03-24,,,,,,
Plymouth,3/25/2020,1,0,0,0,0,41.6663976,-73.026515,0,0,Plymouth 2020-03-25,,,,,,
Plymouth,3/26/2020,1,0,0,0,0,41.6663976,-73.026515,0,0,Plymouth 2020-03-26,,,,,,
Plymouth,3/27/2020,1,0,0,0,0,41.6663976,-73.026515,0,0,Plymouth 2020-03-27,,,,,,
Plymouth,3/28/2020,1,0,0,0,0,41.6663976,-73.026515,0,0,Plymouth 2020-03-28,,,,,,
Plymouth,3/29/2020,1,0,0,0,0,41.6663976,-73.026515,0,0,Plymouth 2020-03-29,,,,,,
Plymouth,3/30/2020,2,0,0,0,0,41.6663976,-73.026515,0,0,Plymouth 2020-03-30,,,,,,
Plymouth,3/31/2020,2,0,0,0,0,41.6663976,-73.026515,0,0,Plymouth 2020-03-31,,,,,,
Plymouth,4/1/2020,2,0,0,0,0,41.6663976,-73.026515,0,0,Plymouth 2020-04-01,,,,,,
Plymouth,4/2/2020,3,0,0,0,0,41.6663976,-73.026515,0,0,Plymouth 2020-04-02,,,,,,
Plymouth,4/3/2020,3,0,0,0,0,41.6663976,-73.026515,0,0,Plymouth 2020-04-03,,,,,,
Plymouth,4/4/2020,4,0,0,0,0,41.6663976,-73.026515,0,0,Plymouth 2020-04-04,,,,,,
Plymouth,4/5/2020,4,0,0,0,0,41.6663976,-73.026515,0,0,Plymouth 2020-04-05,,,,,,
Plymouth,4/6/2020,7,0,0,0,0,41.6663976,-73.026515,0,0,Plymouth 2020-04-06,,,,,,
Plymouth,4/7/2020,9,0,0,0,0,41.6663976,-73.026515,1,8,Plymouth 2020-04-07,,,,,,
Plymouth,4/8/2020,13,0,0,0,0,41.6663976,-73.026515,1,12,Plymouth 2020-04-08,,,,,,
Plymouth,4/9/2020,14,0,0,0,0,41.6663976,-73.026515,1,13,Plymouth 2020-04-09,,,,,,
Plymouth,4/10/2020,16,0,0,0,0,41.6663976,-73.026515,1,15,Plymouth 2020-04-10,,,,,,
Plymouth,4/11/2020,19,0,0,0,0,41.6663976,-73.026515,1,18,Plymouth 2020-04-11,,,,,,
Plymouth,4/12/2020,22,0,0,0,0,41.6663976,-73.026515,1,21,Plymouth 2020-04-12,,,,,,
Plymouth,4/13/2020,25,0,0,0,0,41.6663976,-73.026515,2,23,Plymouth 2020-04-13,,,,,,
Plymouth,4/14/2020,26,0,0,0,0,41.6663976,-73.026515,2,24,Plymouth 2020-04-14,,,,,,
Plymouth,4/15/2020,27,0,0,0,0,41.6663976,-73.026515,2,25,Plymouth 2020-04-15,,,,,,
Plymouth,4/16/2020,30,258,0,0,0,41.6663976,-73.026515,3,27,Plymouth 2020-04-16,,,,,,
Plymouth,4/17/2020,31,266,0,0,0,41.6663976,-73.026515,3,28,Plymouth 2020-04-17,,,,,,
Plymouth,4/18/2020,31,266,0,0,0,41.6663976,-73.026515,4,27,Plymouth 2020-04-18,,,,,,
Plymouth,4/19/2020,31,266,0,0,0,41.6663976,-73.026515,4,27,Plymouth 2020-04-19,,,,,,
Plymouth,4/20/2020,33,283,0,0,0,41.6663976,-73.026515,7,26,Plymouth 2020-04-20,,,,,,
Plymouth,4/21/2020,33,283,0,0,0,41.6663976,-73.026515,9,24,Plymouth 2020-04-21,,,,,,
Plymouth,4/22/2020,33,283,0,0,0,41.6663976,-73.026515,13,20,Plymouth 2020-04-22,,,,,,
Plymouth,4/23/2020,35,301,0,0,0,41.6663976,-73.026515,14,21,Plymouth 2020-04-23,,,,,,
Plymouth,4/24/2020,36,309,0,0,0,41.6663976,-73.026515,16,20,Plymouth 2020-04-24,,,,,,
Plymouth,4/25/2020,38,326,0,0,0,41.6663976,-73.026515,19,19,Plymouth 2020-04-25,,,,,,
Plymouth,4/26/2020,39,335,0,0,0,41.6663976,-73.026515,22,17,Plymouth 2020-04-26,,,,,,
Plymouth,4/27/2020,43,369,1,0,0,41.6663976,-73.026515,25,18,Plymouth 2020-04-27,,,,,,
Plymouth,4/28/2020,43,369,1,0,0,41.6663976,-73.026515,26,17,Plymouth 2020-04-28,,,,,,
Plymouth,4/29/2020,43,369,1,0,0,41.6663976,-73.026515,27,16,Plymouth 2020-04-29,,,,,,
Plymouth,4/30/2020,44,378,1,0,0,41.6663976,-73.026515,30,14,Plymouth 2020-04-30,,,,,,
Plymouth,5/1/2020,47,404,1,0,0,41.6663976,-73.026515,31,16,Plymouth 2020-05-01,,,,,,
Plymouth,5/2/2020,46,395,1,0,0,41.6663976,-73.026515,31,15,Plymouth 2020-05-02,,,,,,
Plymouth,5/3/2020,46,395,1,0,0,41.6663976,-73.026515,31,15,Plymouth 2020-05-03,,,,,,
Plymouth,5/4/2020,49,421,1,0,0,41.6663976,-73.026515,33,16,Plymouth 2020-05-04,,,,,,
Plymouth,5/5/2020,50,429,1,0,0,41.6663976,-73.026515,33,17,Plymouth 2020-05-05,,,,,,
Plymouth,5/6/2020,53,455,1,0,0,41.6663976,-73.026515,33,20,Plymouth 2020-05-06,,,,,,
Plymouth,5/7/2020,53,455,1,0,0,41.6663976,-73.026515,35,18,Plymouth 2020-05-07,,,,,,
Plymouth,5/8/2020,54,464,1,0,0,41.6663976,-73.026515,36,18,Plymouth 2020-05-08,,,,,,
Plymouth,5/9/2020,54,464,1,0,0,41.6663976,-73.026515,38,16,Plymouth 2020-05-09,,,,,,
Plymouth,5/10/2020,57,489,2,0,0,41.6663976,-73.026515,39,18,Plymouth 2020-05-10,,,,,,
Plymouth,5/11/2020,57,489,2,0,0,41.6663976,-73.026515,43,14,Plymouth 2020-05-11,,,,,,
Plymouth,5/12/2020,56,481,1,0,0,41.6663976,-73.026515,43,13,Plymouth 2020-05-12,,,,,,
Plymouth,5/13/2020,58,498,1,0,0,41.6663976,-73.026515,43,15,Plymouth 2020-05-13,,,,,,
Plymouth,5/14/2020,59,507,1,0,0,41.6663976,-73.026515,44,15,Plymouth 2020-05-14,,,,,,
Plymouth,5/15/2020,60,515,1,0,0,41.6663976,-73.026515,47,13,Plymouth 2020-05-15,,,,,,
Plymouth,5/16/2020,61,524,1,320,0,41.6663976,-73.026515,46,15,Plymouth 2020-05-16,,,,,,
Plymouth,5/17/2020,61,524,1,326,0,41.6663976,-73.026515,46,15,Plymouth 2020-05-17,,,,,,
Plymouth,5/18/2020,62,532,1,330,0,41.6663976,-73.026515,49,13,Plymouth 2020-05-18,,,,,,
Plymouth,5/19/2020,63,541,1,347,0,41.6663976,-73.026515,50,13,Plymouth 2020-05-19,,,,,,
Plymouth,5/20/2020,64,550,1,349,2997,41.6663976,-73.026515,53,11,Plymouth 2020-05-20,,,,,,
Plymouth,5/21/2020,64,550,1,359,3083,41.6663976,-73.026515,53,11,Plymouth 2020-05-21,,,,,,
Plymouth,5/22/2020,64,550,1,363,3117,41.6663976,-73.026515,54,10,Plymouth 2020-05-22,,,,,,
Plymouth,5/23/2020,65,558,1,376,3229,41.6663976,-73.026515,54,11,Plymouth 2020-05-23,,,,,,
Plymouth,5/24/2020,68,584,1,389,3340,41.6663976,-73.026515,57,11,Plymouth 2020-05-24,,,,,,
Plymouth,5/25/2020,67,575,1,391,3358,41.6663976,-73.026515,57,10,Plymouth 2020-05-25,,,,,,
Plymouth,5/26/2020,67,575,1,395,3392,41.6663976,-73.026515,56,11,Plymouth 2020-05-26,,,,,,
Plymouth,5/27/2020,67,575,1,403,3461,41.6663976,-73.026515,58,9,Plymouth 2020-05-27,,,,,,
Plymouth,5/28/2020,68,584,1,409,3512,41.6663976,-73.026515,59,9,Plymouth 2020-05-28,,,,,,
Plymouth,5/29/2020,68,584,1,416,3572,41.6663976,-73.026515,60,8,Plymouth 2020-05-29,,,,,,
Plymouth,5/30/2020,68,584,1,420,3607,41.6663976,-73.026515,61,7,Plymouth 2020-05-30,,,,,,
Plymouth,5/31/2020,70,601,1,434,3727,41.6663976,-73.026515,61,9,Plymouth 2020-05-31,,,,,,
Plymouth,6/1/2020,70,601,1,446,3830,41.6663976,-73.026515,62,8,Plymouth 2020-06-01,,,,,,
Plymouth,6/2/2020,70,601,1,456,3916,41.6663976,-73.026515,63,7,Plymouth 2020-06-02,,,,,,
Plymouth,6/3/2020,70,601,1,463,3976,41.6663976,-73.026515,64,6,Plymouth 2020-06-03,,,,,,
Pomfret,3/24/2020,0,0,0,0,0,41.8653744,-71.9791434,0,0,Pomfret 2020-03-24,,,,,,
Pomfret,3/25/2020,0,0,0,0,0,41.8653744,-71.9791434,0,0,Pomfret 2020-03-25,,,,,,
Pomfret,3/26/2020,0,0,0,0,0,41.8653744,-71.9791434,0,0,Pomfret 2020-03-26,,,,,,
Pomfret,3/27/2020,0,0,0,0,0,41.8653744,-71.9791434,0,0,Pomfret 2020-03-27,,,,,,
Pomfret,3/28/2020,0,0,0,0,0,41.8653744,-71.9791434,0,0,Pomfret 2020-03-28,,,,,,
Pomfret,3/29/2020,0,0,0,0,0,41.8653744,-71.9791434,0,0,Pomfret 2020-03-29,,,,,,
Pomfret,3/30/2020,1,0,0,0,0,41.8653744,-71.9791434,0,0,Pomfret 2020-03-30,,,,,,
Pomfret,3/31/2020,1,0,0,0,0,41.8653744,-71.9791434,0,0,Pomfret 2020-03-31,,,,,,
Pomfret,4/1/2020,2,0,0,0,0,41.8653744,-71.9791434,0,0,Pomfret 2020-04-01,,,,,,
Pomfret,4/2/2020,2,0,0,0,0,41.8653744,-71.9791434,0,0,Pomfret 2020-04-02,,,,,,
Pomfret,4/3/2020,3,0,0,0,0,41.8653744,-71.9791434,0,0,Pomfret 2020-04-03,,,,,,
Pomfret,4/4/2020,3,0,0,0,0,41.8653744,-71.9791434,0,0,Pomfret 2020-04-04,,,,,,
Pomfret,4/5/2020,3,0,0,0,0,41.8653744,-71.9791434,0,0,Pomfret 2020-04-05,,,,,,
Pomfret,4/6/2020,4,0,0,0,0,41.8653744,-71.9791434,0,0,Pomfret 2020-04-06,,,,,,
Pomfret,4/7/2020,4,0,0,0,0,41.8653744,-71.9791434,0,4,Pomfret 2020-04-07,,,,,,
Pomfret,4/8/2020,5,0,0,0,0,41.8653744,-71.9791434,0,5,Pomfret 2020-04-08,,,,,,
Pomfret,4/9/2020,5,0,0,0,0,41.8653744,-71.9791434,0,5,Pomfret 2020-04-09,,,,,,
Pomfret,4/10/2020,5,0,0,0,0,41.8653744,-71.9791434,0,5,Pomfret 2020-04-10,,,,,,
Pomfret,4/11/2020,5,0,0,0,0,41.8653744,-71.9791434,0,5,Pomfret 2020-04-11,,,,,,
