Town,Date,Cases,CaseRate,Deaths,PeopleTested,RateTested100k,Lat,Lon,ConfirmedCases_shifted_14_days,Cases added during 14 days,Deaths added during 14 days
Rocky Hill,4/21/2020,169,839,20,0,0,41.6566243,-72.6617787,45,124,16
Rocky Hill,4/22/2020,180,894,24,0,0,41.6566243,-72.6617787,50,130,19
Rocky Hill,4/23/2020,184,913,25,0,0,41.6566243,-72.6617787,58,126,20
Rocky Hill,4/24/2020,199,988,28,0,0,41.6566243,-72.6617787,62,137,23
Rocky Hill,4/25/2020,202,1003,31,0,0,41.6566243,-72.6617787,63,139,26
Rocky Hill,4/26/2020,205,1018,31,0,0,41.6566243,-72.6617787,65,140,25
Rocky Hill,4/27/2020,214,1062,33,0,0,41.6566243,-72.6617787,77,137,27
Rocky Hill,4/28/2020,215,1067,33,0,0,41.6566243,-72.6617787,84,131,23
Rocky Hill,4/29/2020,217,1077,35,0,0,41.6566243,-72.6617787,101,116,23
Rocky Hill,4/30/2020,225,1117,40,0,0,41.6566243,-72.6617787,104,121,27
Rocky Hill,5/1/2020,228,1132,40,0,0,41.6566243,-72.6617787,108,120,27
Rocky Hill,5/2/2020,232,1152,42,0,0,41.6566243,-72.6617787,121,111,27
Rocky Hill,5/3/2020,234,1162,43,0,0,41.6566243,-72.6617787,130,104,28
Rocky Hill,5/4/2020,242,1201,44,0,0,41.6566243,-72.6617787,159,83,28
Rocky Hill,5/5/2020,257,1276,50,0,0,41.6566243,-72.6617787,169,88,30
Rocky Hill,5/6/2020,268,1330,54,0,0,41.6566243,-72.6617787,180,88,30
Rocky Hill,5/7/2020,272,1350,55,0,0,41.6566243,-72.6617787,184,88,30
Rocky Hill,5/8/2020,282,1400,59,0,0,41.6566243,-72.6617787,199,83,31
Rocky Hill,5/9/2020,286,1420,60,0,0,41.6566243,-72.6617787,202,84,29
Rocky Hill,5/10/2020,289,1435,60,0,0,41.6566243,-72.6617787,205,84,29
Rocky Hill,5/11/2020,294,1459,61,0,0,41.6566243,-72.6617787,214,80,28
Rocky Hill,5/12/2020,303,1504,66,0,0,41.6566243,-72.6617787,215,88,33
Rocky Hill,5/13/2020,312,1549,70,0,0,41.6566243,-72.6617787,217,95,35
Rocky Hill,5/14/2020,322,1598,71,0,0,41.6566243,-72.6617787,225,97,31
Rocky Hill,5/15/2020,333,1653,73,0,0,41.6566243,-72.6617787,228,105,33
Rocky Hill,5/16/2020,352,1747,74,766,0,41.6566243,-72.6617787,232,120,32
Rocky Hill,5/17/2020,357,1767,74,798,0,41.6566243,-72.6617787,234,123,31
Rocky Hill,5/18/2020,357,1772,74,865,0,41.6566243,-72.6617787,242,115,30
Rocky Hill,5/19/2020,363,1802,74,950,0,41.6566243,-72.6617787,257,106,24
Rocky Hill,5/20/2020,364,1807,75,950,4716,41.6566243,-72.6617787,268,96,21
Rocky Hill,5/21/2020,368,1827,76,981,4870,41.6566243,-72.6617787,272,96,21
Rocky Hill,5/22/2020,373,1852,77,1001,4969,41.6566243,-72.6617787,282,91,18
Rocky Hill,5/23/2020,376,1866,76,1029,5108,41.6566243,-72.6617787,286,90,16
Rocky Hill,5/24/2020,375,1862,77,1048,5202,41.6566243,-72.6617787,289,86,17
Rocky Hill,5/25/2020,377,1871,77,1059,5257,41.6566243,-72.6617787,294,83,16
Rocky Hill,5/26/2020,376,1866,77,1085,5386,41.6566243,-72.6617787,303,73,11
Rocky Hill,5/27/2020,380,1886,81,1120,5560,41.6566243,-72.6617787,312,68,11
Rocky Hill,5/28/2020,380,1886,84,1135,5634,41.6566243,-72.6617787,322,58,13
Rocky Hill,5/29/2020,383,1901,84,1164,5778,41.6566243,-72.6617787,333,50,11
Rocky Hill,5/30/2020,385,1911,85,1174,5828,41.6566243,-72.6617787,352,33,11
Rocky Hill,5/31/2020,394,1956,85,1214,6026,41.6566243,-72.6617787,357,37,11
Rocky Hill,6/1/2020,392,1946,85,1256,6235,41.6566243,-72.6617787,357,35,11
Rocky Hill,6/2/2020,394,1956,85,1275,6329,41.6566243,-72.6617787,363,31,11
Rocky Hill,6/3/2020,396,1966,85,1290,6404,41.6566243,-72.6617787,364,32,10
Rocky Hill,6/4/2020,403,2000,85,1324,6572,41.6566243,-72.6617787,368,35,9
Rocky Hill,6/5/2020,403,2000,84,1347,6687,41.6566243,-72.6617787,373,30,7
Rocky Hill,6/6/2020,403,2000,84,1373,6816,41.6566243,-72.6617787,376,27,8
Rocky Hill,6/7/2020,404,2005,84,1390,6900,41.6566243,-72.6617787,375,29,7
Rocky Hill,6/8/2020,403,2000,84,1412,7009,41.6566243,-72.6617787,377,26,7
Rocky Hill,6/9/2020,405,2010,86,1430,7099,41.6566243,-72.6617787,376,29,9
Rocky Hill,6/10/2020,405,2010,86,1451,7203,41.6566243,-72.6617787,380,25,5
Rocky Hill,6/11/2020,405,2010,86,1470,7297,41.6566243,-72.6617787,380,25,2
Rocky Hill,6/12/2020,405,2010,86,1505,7471,41.6566243,-72.6617787,383,22,2
Rocky Hill,6/13/2020,405,2010,88,1522,7555,41.6566243,-72.6617787,385,20,3
Rocky Hill,6/14/2020,405,2010,88,1540,7645,41.6566243,-72.6617787,394,11,3
Rocky Hill,6/15/2020,406,2015,88,1579,7838,41.6566243,-72.6617787,392,14,3
Rocky Hill,6/16/2020,406,2015,88,1642,8151,41.6566243,-72.6617787,394,12,3
Rocky Hill,6/17/2020,405,2010,88,1655,8215,41.6566243,-72.6617787,396,9,3
Rocky Hill,6/18/2020,407,2020,90,1685,8364,41.6566243,-72.6617787,403,4,5
Rocky Hill,6/19/2020,409,2030,90,1710,8488,41.6566243,-72.6617787,403,6,6
Rocky Hill,6/20/2020,411,2040,91,1721,8543,41.6566243,-72.6617787,403,8,7
Rocky Hill,6/21/2020,413,2050,91,1725,8563,41.6566243,-72.6617787,404,9,7
New Milford,3/24/2020,2,0,0,0,0,41.6046401,-73.4211295,0,0,0
New Milford,3/25/2020,6,0,0,0,0,41.6046401,-73.4211295,0,0,0
New Milford,3/26/2020,6,0,0,0,0,41.6046401,-73.4211295,0,0,0
New Milford,3/27/2020,10,0,0,0,0,41.6046401,-73.4211295,0,0,0
New Milford,3/28/2020,14,0,0,0,0,41.6046401,-73.4211295,0,0,0
New Milford,3/29/2020,24,0,0,0,0,41.6046401,-73.4211295,0,0,0
New Milford,3/30/2020,34,0,0,0,0,41.6046401,-73.4211295,0,0,0
New Milford,3/31/2020,35,0,0,0,0,41.6046401,-73.4211295,0,0,0
New Milford,4/1/2020,35,0,0,0,0,41.6046401,-73.4211295,0,0,0
New Milford,4/2/2020,37,0,0,0,0,41.6046401,-73.4211295,0,0,0
New Milford,4/3/2020,50,0,1,0,0,41.6046401,-73.4211295,0,0,0
New Milford,4/4/2020,55,0,1,0,0,41.6046401,-73.4211295,0,0,0
New Milford,4/5/2020,65,0,1,0,0,41.6046401,-73.4211295,0,0,0
New Milford,4/6/2020,74,0,1,0,0,41.6046401,-73.4211295,0,0,0
New Milford,4/7/2020,81,0,0,0,0,41.6046401,-73.4211295,2,79,0
New Milford,4/8/2020,83,0,0,0,0,41.6046401,-73.4211295,6,77,0
New Milford,4/9/2020,85,0,0,0,0,41.6046401,-73.4211295,6,79,0
New Milford,4/10/2020,87,0,0,0,0,41.6046401,-73.4211295,10,77,0
New Milford,4/11/2020,87,0,1,0,0,41.6046401,-73.4211295,14,73,1
New Milford,4/12/2020,87,0,1,0,0,41.6046401,-73.4211295,24,63,1
New Milford,4/13/2020,94,0,1,0,0,41.6046401,-73.4211295,34,60,1
New Milford,4/14/2020,96,0,1,0,0,41.6046401,-73.4211295,35,61,1
New Milford,4/15/2020,97,0,1,0,0,41.6046401,-73.4211295,35,62,1
New Milford,4/16/2020,103,382,2,0,0,41.6046401,-73.4211295,37,66,2
New Milford,4/17/2020,114,423,2,0,0,41.6046401,-73.4211295,50,64,1
New Milford,4/18/2020,120,445,2,0,0,41.6046401,-73.4211295,55,65,1
New Milford,4/19/2020,120,445,2,0,0,41.6046401,-73.4211295,65,55,1
New Milford,4/20/2020,125,463,5,0,0,41.6046401,-73.4211295,74,51,4
New Milford,4/21/2020,126,467,5,0,0,41.6046401,-73.4211295,81,45,5
New Milford,4/22/2020,171,634,5,0,0,41.6046401,-73.4211295,83,88,5
New Milford,4/23/2020,174,645,5,0,0,41.6046401,-73.4211295,85,89,5
New Milford,4/24/2020,183,678,6,0,0,41.6046401,-73.4211295,87,96,6
New Milford,4/25/2020,185,686,7,0,0,41.6046401,-73.4211295,87,98,6
New Milford,4/26/2020,200,741,7,0,0,41.6046401,-73.4211295,87,113,6
New Milford,4/27/2020,202,749,8,0,0,41.6046401,-73.4211295,94,108,7
New Milford,4/28/2020,202,749,8,0,0,41.6046401,-73.4211295,96,106,7
New Milford,4/29/2020,204,756,9,0,0,41.6046401,-73.4211295,97,107,8
New Milford,4/30/2020,206,764,9,0,0,41.6046401,-73.4211295,103,103,7
New Milford,5/1/2020,214,793,11,0,0,41.6046401,-73.4211295,114,100,9
New Milford,5/2/2020,213,790,11,0,0,41.6046401,-73.4211295,120,93,9
New Milford,5/3/2020,215,797,12,0,0,41.6046401,-73.4211295,120,95,10
New Milford,5/4/2020,216,801,12,0,0,41.6046401,-73.4211295,125,91,7
New Milford,5/5/2020,216,801,12,0,0,41.6046401,-73.4211295,126,90,7
New Milford,5/6/2020,217,804,13,0,0,41.6046401,-73.4211295,171,46,8
New Milford,5/7/2020,222,823,13,0,0,41.6046401,-73.4211295,174,48,8
New Milford,5/8/2020,224,830,14,0,0,41.6046401,-73.4211295,183,41,8
New Milford,5/9/2020,224,830,15,0,0,41.6046401,-73.4211295,185,39,8
New Milford,5/10/2020,224,830,15,0,0,41.6046401,-73.4211295,200,24,8
New Milford,5/11/2020,226,838,15,0,0,41.6046401,-73.4211295,202,24,7
New Milford,5/12/2020,228,845,15,0,0,41.6046401,-73.4211295,202,26,7
New Milford,5/13/2020,235,871,16,0,0,41.6046401,-73.4211295,204,31,7
New Milford,5/14/2020,240,890,17,0,0,41.6046401,-73.4211295,206,34,8
New Milford,5/15/2020,241,893,17,0,0,41.6046401,-73.4211295,214,27,6
New Milford,5/16/2020,243,901,17,1204,0,41.6046401,-73.4211295,213,30,6
New Milford,5/17/2020,245,908,17,1224,0,41.6046401,-73.4211295,215,30,5
New Milford,5/18/2020,250,927,17,1248,0,41.6046401,-73.4211295,216,34,5
New Milford,5/19/2020,254,942,20,1299,0,41.6046401,-73.4211295,216,38,8
New Milford,5/20/2020,257,953,20,1300,4819,41.6046401,-73.4211295,217,40,7
New Milford,5/21/2020,262,971,21,1347,4994,41.6046401,-73.4211295,222,40,8
New Milford,5/22/2020,262,971,21,1374,5094,41.6046401,-73.4211295,224,38,7
New Milford,5/23/2020,263,975,20,1414,5242,41.6046401,-73.4211295,224,39,5
New Milford,5/24/2020,263,975,21,1441,5342,41.6046401,-73.4211295,224,39,6
New Milford,5/25/2020,263,975,21,1448,5368,41.6046401,-73.4211295,226,37,6
New Milford,5/26/2020,261,968,21,1467,5439,41.6046401,-73.4211295,228,33,6
New Milford,5/27/2020,262,971,21,1488,5516,41.6046401,-73.4211295,235,27,5
New Milford,5/28/2020,266,986,21,1522,5642,41.6046401,-73.4211295,240,26,4
New Milford,5/29/2020,268,994,21,1548,5739,41.6046401,-73.4211295,241,27,4
New Milford,5/30/2020,269,997,22,1659,6150,41.6046401,-73.4211295,243,26,5
New Milford,5/31/2020,269,997,22,1693,6276,41.6046401,-73.4211295,245,24,5
New Milford,6/1/2020,270,1001,22,1715,6358,41.6046401,-73.4211295,250,20,5
New Milford,6/2/2020,271,1005,22,1723,6388,41.6046401,-73.4211295,254,17,2
New Milford,6/3/2020,271,1005,22,1753,6499,41.6046401,-73.4211295,257,14,2
New Milford,6/4/2020,272,1008,22,1784,6614,41.6046401,-73.4211295,262,10,1
New Milford,6/5/2020,273,1012,22,1823,6758,41.6046401,-73.4211295,262,11,1
New Milford,6/6/2020,275,1020,22,1878,6962,41.6046401,-73.4211295,263,12,2
New Milford,6/7/2020,277,1027,22,1916,7103,41.6046401,-73.4211295,263,14,1
New Milford,6/8/2020,278,1031,22,1960,7266,41.6046401,-73.4211295,263,15,1
New Milford,6/9/2020,278,1031,22,1977,7329,41.6046401,-73.4211295,261,17,1
New Milford,6/10/2020,279,1034,23,2009,7448,41.6046401,-73.4211295,262,17,2
New Milford,6/11/2020,279,1034,23,2061,7641,41.6046401,-73.4211295,266,13,2
New Milford,6/12/2020,279,1034,23,2109,7819,41.6046401,-73.4211295,268,11,2
New Milford,6/13/2020,279,1034,23,2148,7963,41.6046401,-73.4211295,269,10,1
New Milford,6/14/2020,279,1034,23,2175,8063,41.6046401,-73.4211295,269,10,1
New Milford,6/15/2020,279,1034,23,2196,8141,41.6046401,-73.4211295,270,9,1
New Milford,6/16/2020,278,1031,23,2205,8175,41.6046401,-73.4211295,271,7,1
New Milford,6/17/2020,278,1031,23,2225,8249,41.6046401,-73.4211295,271,7,1
New Milford,6/18/2020,278,1031,23,2268,8408,41.6046401,-73.4211295,272,6,1
New Milford,6/19/2020,290,1075,23,2305,8545,41.6046401,-73.4211295,273,17,1
New Milford,6/20/2020,290,1075,23,2322,8608,41.6046401,-73.4211295,275,15,1
New Milford,6/21/2020,290,1075,23,2325,8619,41.6046401,-73.4211295,277,13,1
Avon,3/24/2020,2,0,0,0,0,41.7871585,-72.8520463,0,0,0
Avon,3/25/2020,4,0,0,0,0,41.7871585,-72.8520463,0,0,0
Avon,3/26/2020,4,0,0,0,0,41.7871585,-72.8520463,0,0,0
Avon,3/27/2020,6,0,0,0,0,41.7871585,-72.8520463,0,0,0
Avon,3/28/2020,6,0,0,0,0,41.7871585,-72.8520463,0,0,0
Avon,3/29/2020,6,0,0,0,0,41.7871585,-72.8520463,0,0,0
Avon,3/30/2020,9,0,0,0,0,41.7871585,-72.8520463,0,0,0
Avon,3/31/2020,10,0,0,0,0,41.7871585,-72.8520463,0,0,0
Avon,4/1/2020,10,0,0,0,0,41.7871585,-72.8520463,0,0,0
Avon,4/2/2020,11,0,0,0,0,41.7871585,-72.8520463,0,0,0
Avon,4/3/2020,11,0,0,0,0,41.7871585,-72.8520463,0,0,0
Avon,4/4/2020,11,0,0,0,0,41.7871585,-72.8520463,0,0,0
Avon,4/5/2020,11,0,0,0,0,41.7871585,-72.8520463,0,0,0
Avon,4/6/2020,11,0,0,0,0,41.7871585,-72.8520463,0,0,0
Avon,4/7/2020,12,0,0,0,0,41.7871585,-72.8520463,2,10,0
Avon,4/8/2020,13,0,0,0,0,41.7871585,-72.8520463,4,9,0
Avon,4/9/2020,14,0,0,0,0,41.7871585,-72.8520463,4,10,0
Avon,4/10/2020,15,0,0,0,0,41.7871585,-72.8520463,6,9,0
Avon,4/11/2020,16,0,0,0,0,41.7871585,-72.8520463,6,10,0
Avon,4/12/2020,17,0,0,0,0,41.7871585,-72.8520463,6,11,0
Avon,4/13/2020,19,0,0,0,0,41.7871585,-72.8520463,9,10,0
Avon,4/14/2020,20,0,0,0,0,41.7871585,-72.8520463,10,10,0
Avon,4/15/2020,23,0,2,0,0,41.7871585,-72.8520463,10,13,2
Avon,4/16/2020,26,142,2,0,0,41.7871585,-72.8520463,11,15,2
Avon,4/17/2020,28,153,2,0,0,41.7871585,-72.8520463,11,17,2
Avon,4/18/2020,29,158,2,0,0,41.7871585,-72.8520463,11,18,2
Avon,4/19/2020,30,164,2,0,0,41.7871585,-72.8520463,11,19,2
Avon,4/20/2020,35,191,2,0,0,41.7871585,-72.8520463,11,24,2
Avon,4/21/2020,36,197,3,0,0,41.7871585,-72.8520463,12,24,3
Avon,4/22/2020,37,202,3,0,0,41.7871585,-72.8520463,13,24,3
Avon,4/23/2020,37,202,3,0,0,41.7871585,-72.8520463,14,23,3
Avon,4/24/2020,40,219,4,0,0,41.7871585,-72.8520463,15,25,4
Avon,4/25/2020,43,235,5,0,0,41.7871585,-72.8520463,16,27,5
Avon,4/26/2020,44,240,5,0,0,41.7871585,-72.8520463,17,27,5
Avon,4/27/2020,45,246,5,0,0,41.7871585,-72.8520463,19,26,5
Avon,4/28/2020,44,240,7,0,0,41.7871585,-72.8520463,20,24,7
Avon,4/29/2020,46,251,8,0,0,41.7871585,-72.8520463,23,23,6
Avon,4/30/2020,47,257,8,0,0,41.7871585,-72.8520463,26,21,6
Avon,5/1/2020,52,284,9,0,0,41.7871585,-72.8520463,28,24,7
Avon,5/2/2020,55,301,9,0,0,41.7871585,-72.8520463,29,26,7
Avon,5/3/2020,57,311,10,0,0,41.7871585,-72.8520463,30,27,8
Avon,5/4/2020,60,328,11,0,0,41.7871585,-72.8520463,35,25,9
Avon,5/5/2020,61,333,12,0,0,41.7871585,-72.8520463,36,25,9
Avon,5/6/2020,64,350,12,0,0,41.7871585,-72.8520463,37,27,9
Avon,5/7/2020,64,350,12,0,0,41.7871585,-72.8520463,37,27,9
Avon,5/8/2020,67,366,12,0,0,41.7871585,-72.8520463,40,27,8
Avon,5/9/2020,69,377,12,0,0,41.7871585,-72.8520463,43,26,7
Avon,5/10/2020,71,388,12,0,0,41.7871585,-72.8520463,44,27,7
Avon,5/11/2020,71,388,12,0,0,41.7871585,-72.8520463,45,26,7
Avon,5/12/2020,73,399,12,0,0,41.7871585,-72.8520463,44,29,5
Avon,5/13/2020,73,399,12,0,0,41.7871585,-72.8520463,46,27,4
Avon,5/14/2020,75,410,13,0,0,41.7871585,-72.8520463,47,28,5
Avon,5/15/2020,77,421,13,0,0,41.7871585,-72.8520463,52,25,4
Avon,5/16/2020,81,443,14,363,0,41.7871585,-72.8520463,55,26,5
Avon,5/17/2020,98,535,15,399,0,41.7871585,-72.8520463,57,41,5
Avon,5/18/2020,101,552,15,422,0,41.7871585,-72.8520463,60,41,4
Avon,5/19/2020,104,568,16,448,0,41.7871585,-72.8520463,61,43,4
Avon,5/20/2020,106,579,16,450,2459,41.7871585,-72.8520463,64,42,4
Avon,5/21/2020,106,579,17,467,2552,41.7871585,-72.8520463,64,42,5
Avon,5/22/2020,105,574,16,488,2666,41.7871585,-72.8520463,67,38,4
Avon,5/23/2020,106,579,17,505,2759,41.7871585,-72.8520463,69,37,5
Avon,5/24/2020,106,579,17,524,2863,41.7871585,-72.8520463,71,35,5
Avon,5/25/2020,106,579,17,536,2929,41.7871585,-72.8520463,71,35,5
Avon,5/26/2020,112,612,19,553,3022,41.7871585,-72.8520463,73,39,7
Avon,5/27/2020,113,617,20,572,3125,41.7871585,-72.8520463,73,40,8
Avon,5/28/2020,116,634,21,586,3202,41.7871585,-72.8520463,75,41,8
Avon,5/29/2020,117,639,22,594,3246,41.7871585,-72.8520463,77,40,9
Avon,5/30/2020,116,634,21,598,3267,41.7871585,-72.8520463,81,35,7
Avon,5/31/2020,117,639,20,621,3393,41.7871585,-72.8520463,98,19,5
Avon,6/1/2020,118,645,21,745,4071,41.7871585,-72.8520463,101,17,6
Avon,6/2/2020,121,661,22,763,4169,41.7871585,-72.8520463,104,17,6
Avon,6/3/2020,122,667,23,774,4229,41.7871585,-72.8520463,106,16,7
Avon,6/4/2020,123,672,24,795,4344,41.7871585,-72.8520463,106,17,7
Avon,6/5/2020,123,672,24,813,4442,41.7871585,-72.8520463,105,18,8
Avon,6/6/2020,124,678,25,829,4530,41.7871585,-72.8520463,106,18,8
Avon,6/7/2020,125,683,25,844,4612,41.7871585,-72.8520463,106,19,8
Avon,6/8/2020,128,699,24,859,4693,41.7871585,-72.8520463,106,22,7
Avon,6/9/2020,131,716,25,874,4775,41.7871585,-72.8520463,112,19,6
Avon,6/10/2020,132,721,25,884,4830,41.7871585,-72.8520463,113,19,5
Avon,6/11/2020,134,732,26,919,5021,41.7871585,-72.8520463,116,18,5
Avon,6/12/2020,134,732,26,937,5120,41.7871585,-72.8520463,117,17,4
Avon,6/13/2020,134,732,27,950,5191,41.7871585,-72.8520463,116,18,6
Avon,6/14/2020,134,732,27,970,5300,41.7871585,-72.8520463,117,17,7
Avon,6/15/2020,134,732,27,995,5437,41.7871585,-72.8520463,118,16,6
Avon,6/16/2020,134,732,27,1005,5491,41.7871585,-72.8520463,121,13,5
Avon,6/17/2020,134,732,27,1008,5508,41.7871585,-72.8520463,122,12,4
Avon,6/18/2020,140,765,27,1032,5639,41.7871585,-72.8520463,123,17,3
Avon,6/19/2020,140,765,27,1050,5737,41.7871585,-72.8520463,123,17,3
Avon,6/20/2020,140,765,27,1055,5764,41.7871585,-72.8520463,124,16,2
Avon,6/21/2020,140,765,27,1057,5775,41.7871585,-72.8520463,125,15,2
Manchester,3/24/2020,5,0,0,0,0,41.7752403,-72.524434,0,0,0
Manchester,3/25/2020,6,0,0,0,0,41.7752403,-72.524434,0,0,0
Manchester,3/26/2020,8,0,0,0,0,41.7752403,-72.524434,0,0,0
Manchester,3/27/2020,12,0,0,0,0,41.7752403,-72.524434,0,0,0
Manchester,3/28/2020,12,0,0,0,0,41.7752403,-72.524434,0,0,0
Manchester,3/29/2020,16,0,0,0,0,41.7752403,-72.524434,0,0,0
Manchester,3/30/2020,19,0,1,0,0,41.7752403,-72.524434,0,0,0
Manchester,3/31/2020,23,0,1,0,0,41.7752403,-72.524434,0,0,0
Manchester,4/1/2020,28,0,1,0,0,41.7752403,-72.524434,0,0,0
Manchester,4/2/2020,36,0,1,0,0,41.7752403,-72.524434,0,0,0
Manchester,4/3/2020,51,0,1,0,0,41.7752403,-72.524434,0,0,0
Manchester,4/4/2020,61,0,3,0,0,41.7752403,-72.524434,0,0,0
Manchester,4/5/2020,62,0,3,0,0,41.7752403,-72.524434,0,0,0
Manchester,4/6/2020,80,0,3,0,0,41.7752403,-72.524434,0,0,0
Manchester,4/7/2020,87,0,5,0,0,41.7752403,-72.524434,5,82,5
Manchester,4/8/2020,103,0,8,0,0,41.7752403,-72.524434,6,97,8
Manchester,4/9/2020,110,0,8,0,0,41.7752403,-72.524434,8,102,8
Manchester,4/10/2020,120,0,8,0,0,41.7752403,-72.524434,12,108,8
Manchester,4/11/2020,134,0,8,0,0,41.7752403,-72.524434,12,122,8
Manchester,4/12/2020,136,0,9,0,0,41.7752403,-72.524434,16,120,9
Manchester,4/13/2020,152,0,9,0,0,41.7752403,-72.524434,19,133,8
Manchester,4/14/2020,159,0,8,0,0,41.7752403,-72.524434,23,136,7
Manchester,4/15/2020,167,0,14,0,0,41.7752403,-72.524434,28,139,13
Manchester,4/16/2020,194,336,18,0,0,41.7752403,-72.524434,36,158,17
Manchester,4/17/2020,204,354,19,0,0,41.7752403,-72.524434,51,153,18
Manchester,4/18/2020,214,371,20,0,0,41.7752403,-72.524434,61,153,17
Manchester,4/19/2020,228,395,21,0,0,41.7752403,-72.524434,62,166,18
Manchester,4/20/2020,249,432,25,0,0,41.7752403,-72.524434,80,169,22
Manchester,4/21/2020,254,440,26,0,0,41.7752403,-72.524434,87,167,21
Manchester,4/22/2020,262,454,27,0,0,41.7752403,-72.524434,103,159,19
Manchester,4/23/2020,278,482,28,0,0,41.7752403,-72.524434,110,168,20
Manchester,4/24/2020,290,503,29,0,0,41.7752403,-72.524434,120,170,21
Manchester,4/25/2020,299,518,32,0,0,41.7752403,-72.524434,134,165,24
Manchester,4/26/2020,313,542,34,0,0,41.7752403,-72.524434,136,177,25
Manchester,4/27/2020,316,548,36,0,0,41.7752403,-72.524434,152,164,27
Manchester,4/28/2020,322,558,37,0,0,41.7752403,-72.524434,159,163,29
Manchester,4/29/2020,326,565,39,0,0,41.7752403,-72.524434,167,159,25
Manchester,4/30/2020,334,579,38,0,0,41.7752403,-72.524434,194,140,20
Manchester,5/1/2020,345,598,42,0,0,41.7752403,-72.524434,204,141,23
Manchester,5/2/2020,355,615,44,0,0,41.7752403,-72.524434,214,141,24
Manchester,5/3/2020,360,624,44,0,0,41.7752403,-72.524434,228,132,23
Manchester,5/4/2020,366,634,44,0,0,41.7752403,-72.524434,249,117,19
Manchester,5/5/2020,387,671,46,0,0,41.7752403,-72.524434,254,133,20
Manchester,5/6/2020,403,698,49,0,0,41.7752403,-72.524434,262,141,22
Manchester,5/7/2020,421,730,49,0,0,41.7752403,-72.524434,278,143,21
Manchester,5/8/2020,425,737,48,0,0,41.7752403,-72.524434,290,135,19
Manchester,5/9/2020,431,747,49,0,0,41.7752403,-72.524434,299,132,17
Manchester,5/10/2020,433,750,50,0,0,41.7752403,-72.524434,313,120,16
Manchester,5/11/2020,449,778,51,0,0,41.7752403,-72.524434,316,133,15
Manchester,5/12/2020,455,789,53,0,0,41.7752403,-72.524434,322,133,16
Manchester,5/13/2020,488,846,54,0,0,41.7752403,-72.524434,326,162,15
Manchester,5/14/2020,514,891,58,0,0,41.7752403,-72.524434,334,180,20
Manchester,5/15/2020,523,906,59,0,0,41.7752403,-72.524434,345,178,17
Manchester,5/16/2020,537,931,60,1705,0,41.7752403,-72.524434,355,182,16
Manchester,5/17/2020,547,948,60,1808,0,41.7752403,-72.524434,360,187,16
Manchester,5/18/2020,555,962,60,1897,0,41.7752403,-72.524434,366,189,16
Manchester,5/19/2020,566,981,64,2010,0,41.7752403,-72.524434,387,179,18
Manchester,5/20/2020,572,991,68,2008,3480,41.7752403,-72.524434,403,169,19
Manchester,5/21/2020,589,1021,74,2064,3577,41.7752403,-72.524434,421,168,25
Manchester,5/22/2020,592,1026,78,2109,3655,41.7752403,-72.524434,425,167,30
Manchester,5/23/2020,603,1045,78,2159,3742,41.7752403,-72.524434,431,172,29
Manchester,5/24/2020,613,1062,79,2265,3926,41.7752403,-72.524434,433,180,29
Manchester,5/25/2020,617,1069,78,2302,3990,41.7752403,-72.524434,449,168,27
Manchester,5/26/2020,620,1075,79,2388,4139,41.7752403,-72.524434,455,165,26
Manchester,5/27/2020,633,1097,80,2475,4290,41.7752403,-72.524434,488,145,26
Manchester,5/28/2020,638,1106,82,2530,4385,41.7752403,-72.524434,514,124,24
Manchester,5/29/2020,639,1107,83,2572,4458,41.7752403,-72.524434,523,116,24
Manchester,5/30/2020,640,1109,85,2592,4492,41.7752403,-72.524434,537,103,25
Manchester,5/31/2020,643,1114,83,2644,4582,41.7752403,-72.524434,547,96,23
Manchester,6/1/2020,646,1120,83,2732,4735,41.7752403,-72.524434,555,91,23
Manchester,6/2/2020,647,1121,84,2759,4782,41.7752403,-72.524434,566,81,20
Manchester,6/3/2020,651,1128,84,2786,4829,41.7752403,-72.524434,572,79,16
Manchester,6/4/2020,655,1135,87,2839,4920,41.7752403,-72.524434,589,66,13
Manchester,6/5/2020,657,1139,87,2897,5021,41.7752403,-72.524434,592,65,9
Manchester,6/6/2020,659,1142,87,2956,5123,41.7752403,-72.524434,603,56,9
Manchester,6/7/2020,660,1144,88,2994,5189,41.7752403,-72.524434,613,47,9
Manchester,6/8/2020,667,1156,87,3045,5277,41.7752403,-72.524434,617,50,9
Manchester,6/9/2020,671,1163,90,3094,5362,41.7752403,-72.524434,620,51,11
Manchester,6/10/2020,682,1182,90,3244,5622,41.7752403,-72.524434,633,49,10
Manchester,6/11/2020,691,1198,90,3354,5813,41.7752403,-72.524434,638,53,8
Manchester,6/12/2020,705,1222,93,3420,5927,41.7752403,-72.524434,639,66,10
Manchester,6/13/2020,703,1218,95,3490,6049,41.7752403,-72.524434,640,63,10
Manchester,6/14/2020,706,1224,95,3560,6170,41.7752403,-72.524434,643,63,12
Manchester,6/15/2020,704,1220,95,3638,6305,41.7752403,-72.524434,646,58,12
Manchester,6/16/2020,708,1227,95,3713,6435,41.7752403,-72.524434,647,61,11
Manchester,6/17/2020,710,1231,99,3754,6506,41.7752403,-72.524434,651,59,15
Manchester,6/18/2020,716,1241,100,3824,6627,41.7752403,-72.524434,655,61,13
Manchester,6/19/2020,717,1243,100,3905,6768,41.7752403,-72.524434,657,60,13
