Town,Date,Cases,CaseRate,Deaths,PeopleTested,RateTested100k,Lat,Lon,ConfirmedCases_shifted_14_days,Cases added during 14 days,Deaths added during 14 days
Sharon,3/24/2020,1,0,0,0,0,41.8607607,-73.4492128,0,0,0
Sharon,3/25/2020,1,0,0,0,0,41.8607607,-73.4492128,0,0,0
Sharon,3/26/2020,2,0,0,0,0,41.8607607,-73.4492128,0,0,0
Sharon,3/27/2020,2,0,0,0,0,41.8607607,-73.4492128,0,0,0
Sharon,3/28/2020,3,0,0,0,0,41.8607607,-73.4492128,0,0,0
Sharon,3/29/2020,3,0,0,0,0,41.8607607,-73.4492128,0,0,0
Sharon,3/30/2020,3,0,0,0,0,41.8607607,-73.4492128,0,0,0
Sharon,3/31/2020,3,0,0,0,0,41.8607607,-73.4492128,0,0,0
Sharon,4/1/2020,3,0,0,0,0,41.8607607,-73.4492128,0,0,0
Sharon,4/2/2020,4,0,0,0,0,41.8607607,-73.4492128,0,0,0
Sharon,4/3/2020,6,0,0,0,0,41.8607607,-73.4492128,0,0,0
Sharon,4/4/2020,6,0,0,0,0,41.8607607,-73.4492128,0,0,0
Sharon,4/5/2020,6,0,0,0,0,41.8607607,-73.4492128,0,0,0
Sharon,4/6/2020,6,0,0,0,0,41.8607607,-73.4492128,0,0,0
Sharon,4/7/2020,6,0,0,0,0,41.8607607,-73.4492128,1,5,0
Sharon,4/8/2020,6,0,0,0,0,41.8607607,-73.4492128,1,5,0
Sharon,4/9/2020,6,0,0,0,0,41.8607607,-73.4492128,2,4,0
Sharon,4/10/2020,7,0,0,0,0,41.8607607,-73.4492128,2,5,0
Sharon,4/11/2020,7,0,0,0,0,41.8607607,-73.4492128,3,4,0
Sharon,4/12/2020,8,0,0,0,0,41.8607607,-73.4492128,3,5,0
Sharon,4/13/2020,8,0,0,0,0,41.8607607,-73.4492128,3,5,0
Sharon,4/14/2020,8,0,0,0,0,41.8607607,-73.4492128,3,5,0
Sharon,4/15/2020,8,0,0,0,0,41.8607607,-73.4492128,3,5,0
Sharon,4/16/2020,10,370,0,0,0,41.8607607,-73.4492128,4,6,0
Sharon,4/17/2020,10,370,0,0,0,41.8607607,-73.4492128,6,4,0
Sharon,4/18/2020,10,370,0,0,0,41.8607607,-73.4492128,6,4,0
Sharon,4/19/2020,10,370,0,0,0,41.8607607,-73.4492128,6,4,0
Sharon,4/20/2020,10,370,0,0,0,41.8607607,-73.4492128,6,4,0
Sharon,4/21/2020,10,370,0,0,0,41.8607607,-73.4492128,6,4,0
Sharon,4/22/2020,11,407,0,0,0,41.8607607,-73.4492128,6,5,0
Sharon,4/23/2020,11,407,0,0,0,41.8607607,-73.4492128,6,5,0
Sharon,4/24/2020,12,444,1,0,0,41.8607607,-73.4492128,7,5,1
Sharon,4/25/2020,11,407,0,0,0,41.8607607,-73.4492128,7,4,0
Sharon,4/26/2020,11,407,0,0,0,41.8607607,-73.4492128,8,3,0
Sharon,4/27/2020,11,407,0,0,0,41.8607607,-73.4492128,8,3,0
Sharon,4/28/2020,11,407,0,0,0,41.8607607,-73.4492128,8,3,0
Sharon,4/29/2020,11,407,0,0,0,41.8607607,-73.4492128,8,3,0
Sharon,4/30/2020,13,481,0,0,0,41.8607607,-73.4492128,10,3,0
Sharon,5/1/2020,14,518,0,0,0,41.8607607,-73.4492128,10,4,0
Sharon,5/2/2020,15,555,0,0,0,41.8607607,-73.4492128,10,5,0
Sharon,5/3/2020,14,518,0,0,0,41.8607607,-73.4492128,10,4,0
Sharon,5/4/2020,14,518,0,0,0,41.8607607,-73.4492128,10,4,0
Sharon,5/5/2020,14,518,0,0,0,41.8607607,-73.4492128,10,4,0
Sharon,5/6/2020,14,518,0,0,0,41.8607607,-73.4492128,11,3,0
Sharon,5/7/2020,14,518,0,0,0,41.8607607,-73.4492128,11,3,0
Sharon,5/8/2020,14,518,0,0,0,41.8607607,-73.4492128,12,2,-1
Sharon,5/9/2020,14,518,0,0,0,41.8607607,-73.4492128,11,3,0
Sharon,5/10/2020,14,518,0,0,0,41.8607607,-73.4492128,11,3,0
Sharon,5/11/2020,14,518,0,0,0,41.8607607,-73.4492128,11,3,0
Sharon,5/12/2020,14,518,0,0,0,41.8607607,-73.4492128,11,3,0
Sharon,5/13/2020,14,518,0,0,0,41.8607607,-73.4492128,11,3,0
Sharon,5/14/2020,14,518,0,0,0,41.8607607,-73.4492128,13,1,0
Sharon,5/15/2020,16,592,1,0,0,41.8607607,-73.4492128,14,2,1
Sharon,5/16/2020,34,1258,1,139,0,41.8607607,-73.4492128,15,19,1
Sharon,5/17/2020,33,1221,1,145,0,41.8607607,-73.4492128,14,19,1
Sharon,5/18/2020,33,1221,1,152,0,41.8607607,-73.4492128,14,19,1
Sharon,5/19/2020,33,1221,1,168,0,41.8607607,-73.4492128,14,19,1
Sharon,5/20/2020,32,1184,1,161,5956,41.8607607,-73.4492128,14,18,1
Sharon,5/21/2020,16,592,0,156,5771,41.8607607,-73.4492128,14,2,0
Sharon,5/22/2020,16,592,0,147,5438,41.8607607,-73.4492128,14,2,0
Sharon,5/23/2020,16,592,0,142,5253,41.8607607,-73.4492128,14,2,0
Sharon,5/24/2020,16,592,0,142,5253,41.8607607,-73.4492128,14,2,0
Sharon,5/25/2020,17,629,0,142,5253,41.8607607,-73.4492128,14,3,0
Sharon,5/26/2020,16,592,0,145,5364,41.8607607,-73.4492128,14,2,0
Sharon,5/27/2020,15,555,0,141,5216,41.8607607,-73.4492128,14,1,0
Sharon,5/28/2020,15,555,0,142,5253,41.8607607,-73.4492128,14,1,0
Sharon,5/29/2020,15,555,0,143,5290,41.8607607,-73.4492128,16,-1,-1
Sharon,5/30/2020,27,999,0,149,5512,41.8607607,-73.4492128,34,-7,-1
Sharon,5/31/2020,16,592,0,140,5179,41.8607607,-73.4492128,33,-17,-1
Sharon,6/1/2020,15,555,0,142,5253,41.8607607,-73.4492128,33,-18,-1
Sharon,6/2/2020,16,592,0,144,5327,41.8607607,-73.4492128,33,-17,-1
Sharon,6/3/2020,14,518,0,142,5253,41.8607607,-73.4492128,32,-18,-1
Sharon,6/4/2020,14,518,0,144,5327,41.8607607,-73.4492128,16,-2,0
Sharon,6/5/2020,14,518,0,145,5364,41.8607607,-73.4492128,16,-2,0
Sharon,6/6/2020,14,518,0,146,5401,41.8607607,-73.4492128,16,-2,0
Sharon,6/7/2020,15,555,0,148,5475,41.8607607,-73.4492128,16,-1,0
Sharon,6/8/2020,15,555,0,148,5475,41.8607607,-73.4492128,17,-2,0
Sharon,6/9/2020,14,518,0,147,5438,41.8607607,-73.4492128,16,-2,0
Sharon,6/10/2020,16,592,0,152,5623,41.8607607,-73.4492128,15,1,0
Sharon,6/11/2020,14,518,0,154,5697,41.8607607,-73.4492128,15,-1,0
Sharon,6/12/2020,14,518,0,160,5919,41.8607607,-73.4492128,15,-1,0
Sharon,6/13/2020,16,592,0,164,6067,41.8607607,-73.4492128,27,-11,0
Sharon,6/14/2020,15,555,0,165,6104,41.8607607,-73.4492128,16,-1,0
Sharon,6/15/2020,14,518,0,165,6104,41.8607607,-73.4492128,15,-1,0
Sharon,6/16/2020,14,518,0,169,6252,41.8607607,-73.4492128,16,-2,0
Sharon,6/17/2020,14,518,0,174,6437,41.8607607,-73.4492128,14,0,0
Sharon,6/18/2020,14,518,0,176,6511,41.8607607,-73.4492128,14,0,0
Sharon,6/19/2020,19,703,0,185,6844,41.8607607,-73.4492128,14,5,0
Sharon,6/20/2020,19,703,0,185,6844,41.8607607,-73.4492128,14,5,0
Sharon,6/21/2020,19,703,0,185,6844,41.8607607,-73.4492128,15,4,0
Cheshire,3/24/2020,0,0,0,0,0,41.5118273,-72.9036174,0,0,0
Cheshire,3/25/2020,0,0,0,0,0,41.5118273,-72.9036174,0,0,0
Cheshire,3/26/2020,3,0,0,0,0,41.5118273,-72.9036174,0,0,0
Cheshire,3/27/2020,6,0,0,0,0,41.5118273,-72.9036174,0,0,0
Cheshire,3/28/2020,8,0,0,0,0,41.5118273,-72.9036174,0,0,0
Cheshire,3/29/2020,9,0,0,0,0,41.5118273,-72.9036174,0,0,0
Cheshire,3/30/2020,13,0,0,0,0,41.5118273,-72.9036174,0,0,0
Cheshire,3/31/2020,18,0,0,0,0,41.5118273,-72.9036174,0,0,0
Cheshire,4/1/2020,20,0,1,0,0,41.5118273,-72.9036174,0,0,0
Cheshire,4/2/2020,20,0,1,0,0,41.5118273,-72.9036174,0,0,0
Cheshire,4/3/2020,26,0,0,0,0,41.5118273,-72.9036174,0,0,0
Cheshire,4/4/2020,27,0,1,0,0,41.5118273,-72.9036174,0,0,0
Cheshire,4/5/2020,27,0,1,0,0,41.5118273,-72.9036174,0,0,0
Cheshire,4/6/2020,30,0,1,0,0,41.5118273,-72.9036174,0,0,0
Cheshire,4/7/2020,33,0,1,0,0,41.5118273,-72.9036174,0,33,1
Cheshire,4/8/2020,36,0,1,0,0,41.5118273,-72.9036174,0,36,1
Cheshire,4/9/2020,39,0,2,0,0,41.5118273,-72.9036174,3,36,2
Cheshire,4/10/2020,42,0,2,0,0,41.5118273,-72.9036174,6,36,2
Cheshire,4/11/2020,47,0,2,0,0,41.5118273,-72.9036174,8,39,2
Cheshire,4/12/2020,49,0,2,0,0,41.5118273,-72.9036174,9,40,2
Cheshire,4/13/2020,54,0,2,0,0,41.5118273,-72.9036174,13,41,2
Cheshire,4/14/2020,55,0,2,0,0,41.5118273,-72.9036174,18,37,2
Cheshire,4/15/2020,58,0,5,0,0,41.5118273,-72.9036174,20,38,4
Cheshire,4/16/2020,64,219,5,0,0,41.5118273,-72.9036174,20,44,4
Cheshire,4/17/2020,67,230,5,0,0,41.5118273,-72.9036174,26,41,5
Cheshire,4/18/2020,70,240,5,0,0,41.5118273,-72.9036174,27,43,4
Cheshire,4/19/2020,74,254,5,0,0,41.5118273,-72.9036174,27,47,4
Cheshire,4/20/2020,82,281,6,0,0,41.5118273,-72.9036174,30,52,5
Cheshire,4/21/2020,83,284,6,0,0,41.5118273,-72.9036174,33,50,5
Cheshire,4/22/2020,89,305,6,0,0,41.5118273,-72.9036174,36,53,5
Cheshire,4/23/2020,92,315,7,0,0,41.5118273,-72.9036174,39,53,5
Cheshire,4/24/2020,104,356,6,0,0,41.5118273,-72.9036174,42,62,4
Cheshire,4/25/2020,106,363,6,0,0,41.5118273,-72.9036174,47,59,4
Cheshire,4/26/2020,108,370,6,0,0,41.5118273,-72.9036174,49,59,4
Cheshire,4/27/2020,116,398,9,0,0,41.5118273,-72.9036174,54,62,7
Cheshire,4/28/2020,117,401,9,0,0,41.5118273,-72.9036174,55,62,7
Cheshire,4/29/2020,119,408,14,0,0,41.5118273,-72.9036174,58,61,9
Cheshire,4/30/2020,125,428,14,0,0,41.5118273,-72.9036174,64,61,9
Cheshire,5/1/2020,129,442,14,0,0,41.5118273,-72.9036174,67,62,9
Cheshire,5/2/2020,131,449,14,0,0,41.5118273,-72.9036174,70,61,9
Cheshire,5/3/2020,137,470,14,0,0,41.5118273,-72.9036174,74,63,9
Cheshire,5/4/2020,144,494,14,0,0,41.5118273,-72.9036174,82,62,8
Cheshire,5/5/2020,145,497,14,0,0,41.5118273,-72.9036174,83,62,8
Cheshire,5/6/2020,147,504,15,0,0,41.5118273,-72.9036174,89,58,9
Cheshire,5/7/2020,149,511,17,0,0,41.5118273,-72.9036174,92,57,10
Cheshire,5/8/2020,150,514,17,0,0,41.5118273,-72.9036174,104,46,11
Cheshire,5/9/2020,152,521,18,0,0,41.5118273,-72.9036174,106,46,12
Cheshire,5/10/2020,152,521,18,0,0,41.5118273,-72.9036174,108,44,12
Cheshire,5/11/2020,152,521,19,0,0,41.5118273,-72.9036174,116,36,10
Cheshire,5/12/2020,154,528,19,0,0,41.5118273,-72.9036174,117,37,10
Cheshire,5/13/2020,156,535,19,0,0,41.5118273,-72.9036174,119,37,5
Cheshire,5/14/2020,160,548,20,0,0,41.5118273,-72.9036174,125,35,6
Cheshire,5/15/2020,161,552,21,0,0,41.5118273,-72.9036174,129,32,7
Cheshire,5/16/2020,164,562,21,802,0,41.5118273,-72.9036174,131,33,7
Cheshire,5/17/2020,166,572,21,825,0,41.5118273,-72.9036174,137,29,7
Cheshire,5/18/2020,168,576,21,848,0,41.5118273,-72.9036174,144,24,7
Cheshire,5/19/2020,169,579,21,914,0,41.5118273,-72.9036174,145,24,7
Cheshire,5/20/2020,169,579,22,917,3143,41.5118273,-72.9036174,147,22,7
Cheshire,5/21/2020,172,589,22,952,3263,41.5118273,-72.9036174,149,23,5
Cheshire,5/22/2020,171,586,21,982,3365,41.5118273,-72.9036174,150,21,4
Cheshire,5/23/2020,171,586,21,999,3424,41.5118273,-72.9036174,152,19,3
Cheshire,5/24/2020,172,589,21,1059,3629,41.5118273,-72.9036174,152,20,3
Cheshire,5/25/2020,172,589,21,1094,3749,41.5118273,-72.9036174,152,20,2
Cheshire,5/26/2020,173,593,21,1121,3842,41.5118273,-72.9036174,154,19,2
Cheshire,5/27/2020,177,607,22,1153,3951,41.5118273,-72.9036174,156,21,3
Cheshire,5/28/2020,179,613,22,1179,4041,41.5118273,-72.9036174,160,19,2
Cheshire,5/29/2020,182,624,22,1223,4191,41.5118273,-72.9036174,161,21,1
Cheshire,5/30/2020,183,627,24,1249,4280,41.5118273,-72.9036174,164,19,3
Cheshire,5/31/2020,183,627,24,1307,4479,41.5118273,-72.9036174,166,17,3
Cheshire,6/1/2020,184,631,24,1344,4606,41.5118273,-72.9036174,168,16,3
Cheshire,6/2/2020,185,634,24,1380,4729,41.5118273,-72.9036174,169,16,3
Cheshire,6/3/2020,186,637,24,1405,4815,41.5118273,-72.9036174,169,17,2
Cheshire,6/4/2020,187,641,24,1440,4935,41.5118273,-72.9036174,172,15,2
Cheshire,6/5/2020,190,651,24,1481,5076,41.5118273,-72.9036174,171,19,3
Cheshire,6/6/2020,190,651,24,1509,5172,41.5118273,-72.9036174,171,19,3
Cheshire,6/7/2020,191,655,24,1549,5309,41.5118273,-72.9036174,172,19,3
Cheshire,6/8/2020,191,655,24,1573,5391,41.5118273,-72.9036174,172,19,3
Cheshire,6/9/2020,192,658,24,1598,5477,41.5118273,-72.9036174,173,19,3
Cheshire,6/10/2020,192,658,24,1623,5562,41.5118273,-72.9036174,177,15,2
Cheshire,6/11/2020,194,665,24,1727,5919,41.5118273,-72.9036174,179,15,2
Cheshire,6/12/2020,196,672,24,1815,6220,41.5118273,-72.9036174,182,14,2
Cheshire,6/13/2020,198,679,24,1852,6347,41.5118273,-72.9036174,183,15,0
Cheshire,6/14/2020,201,689,24,1887,6467,41.5118273,-72.9036174,183,18,0
Cheshire,6/15/2020,201,689,24,1918,6573,41.5118273,-72.9036174,184,17,0
Cheshire,6/16/2020,201,689,24,1992,6827,41.5118273,-72.9036174,185,16,0
Cheshire,6/17/2020,203,696,24,2063,7070,41.5118273,-72.9036174,186,17,0
Cheshire,6/18/2020,202,692,24,2142,7341,41.5118273,-72.9036174,187,15,0
Cheshire,6/19/2020,205,703,24,2805,9613,41.5118273,-72.9036174,190,15,0
Cheshire,6/20/2020,206,706,24,2830,9699,41.5118273,-72.9036174,190,16,0
Cheshire,6/21/2020,206,706,24,2852,9774,41.5118273,-72.9036174,191,15,0
Plymouth,3/24/2020,1,0,0,0,0,41.6663976,-73.026515,0,0,0
Plymouth,3/25/2020,1,0,0,0,0,41.6663976,-73.026515,0,0,0
Plymouth,3/26/2020,1,0,0,0,0,41.6663976,-73.026515,0,0,0
Plymouth,3/27/2020,1,0,0,0,0,41.6663976,-73.026515,0,0,0
Plymouth,3/28/2020,1,0,0,0,0,41.6663976,-73.026515,0,0,0
Plymouth,3/29/2020,1,0,0,0,0,41.6663976,-73.026515,0,0,0
Plymouth,3/30/2020,2,0,0,0,0,41.6663976,-73.026515,0,0,0
Plymouth,3/31/2020,2,0,0,0,0,41.6663976,-73.026515,0,0,0
Plymouth,4/1/2020,2,0,0,0,0,41.6663976,-73.026515,0,0,0
Plymouth,4/2/2020,3,0,0,0,0,41.6663976,-73.026515,0,0,0
Plymouth,4/3/2020,3,0,0,0,0,41.6663976,-73.026515,0,0,0
Plymouth,4/4/2020,4,0,0,0,0,41.6663976,-73.026515,0,0,0
Plymouth,4/5/2020,4,0,0,0,0,41.6663976,-73.026515,0,0,0
Plymouth,4/6/2020,7,0,0,0,0,41.6663976,-73.026515,0,0,0
Plymouth,4/7/2020,9,0,0,0,0,41.6663976,-73.026515,1,8,0
Plymouth,4/8/2020,13,0,0,0,0,41.6663976,-73.026515,1,12,0
Plymouth,4/9/2020,14,0,0,0,0,41.6663976,-73.026515,1,13,0
Plymouth,4/10/2020,16,0,0,0,0,41.6663976,-73.026515,1,15,0
Plymouth,4/11/2020,19,0,0,0,0,41.6663976,-73.026515,1,18,0
Plymouth,4/12/2020,22,0,0,0,0,41.6663976,-73.026515,1,21,0
Plymouth,4/13/2020,25,0,0,0,0,41.6663976,-73.026515,2,23,0
Plymouth,4/14/2020,26,0,0,0,0,41.6663976,-73.026515,2,24,0
Plymouth,4/15/2020,27,0,0,0,0,41.6663976,-73.026515,2,25,0
Plymouth,4/16/2020,30,258,0,0,0,41.6663976,-73.026515,3,27,0
Plymouth,4/17/2020,31,266,0,0,0,41.6663976,-73.026515,3,28,0
Plymouth,4/18/2020,31,266,0,0,0,41.6663976,-73.026515,4,27,0
Plymouth,4/19/2020,31,266,0,0,0,41.6663976,-73.026515,4,27,0
Plymouth,4/20/2020,33,283,0,0,0,41.6663976,-73.026515,7,26,0
Plymouth,4/21/2020,33,283,0,0,0,41.6663976,-73.026515,9,24,0
Plymouth,4/22/2020,33,283,0,0,0,41.6663976,-73.026515,13,20,0
Plymouth,4/23/2020,35,301,0,0,0,41.6663976,-73.026515,14,21,0
Plymouth,4/24/2020,36,309,0,0,0,41.6663976,-73.026515,16,20,0
Plymouth,4/25/2020,38,326,0,0,0,41.6663976,-73.026515,19,19,0
Plymouth,4/26/2020,39,335,0,0,0,41.6663976,-73.026515,22,17,0
Plymouth,4/27/2020,43,369,1,0,0,41.6663976,-73.026515,25,18,1
Plymouth,4/28/2020,43,369,1,0,0,41.6663976,-73.026515,26,17,1
Plymouth,4/29/2020,43,369,1,0,0,41.6663976,-73.026515,27,16,1
Plymouth,4/30/2020,44,378,1,0,0,41.6663976,-73.026515,30,14,1
Plymouth,5/1/2020,47,404,1,0,0,41.6663976,-73.026515,31,16,1
Plymouth,5/2/2020,46,395,1,0,0,41.6663976,-73.026515,31,15,1
Plymouth,5/3/2020,46,395,1,0,0,41.6663976,-73.026515,31,15,1
Plymouth,5/4/2020,49,421,1,0,0,41.6663976,-73.026515,33,16,1
Plymouth,5/5/2020,50,429,1,0,0,41.6663976,-73.026515,33,17,1
Plymouth,5/6/2020,53,455,1,0,0,41.6663976,-73.026515,33,20,1
Plymouth,5/7/2020,53,455,1,0,0,41.6663976,-73.026515,35,18,1
Plymouth,5/8/2020,54,464,1,0,0,41.6663976,-73.026515,36,18,1
Plymouth,5/9/2020,54,464,1,0,0,41.6663976,-73.026515,38,16,1
Plymouth,5/10/2020,57,489,2,0,0,41.6663976,-73.026515,39,18,2
Plymouth,5/11/2020,57,489,2,0,0,41.6663976,-73.026515,43,14,1
Plymouth,5/12/2020,56,481,1,0,0,41.6663976,-73.026515,43,13,0
Plymouth,5/13/2020,58,498,1,0,0,41.6663976,-73.026515,43,15,0
Plymouth,5/14/2020,59,507,1,0,0,41.6663976,-73.026515,44,15,0
Plymouth,5/15/2020,60,515,1,0,0,41.6663976,-73.026515,47,13,0
Plymouth,5/16/2020,61,524,1,320,0,41.6663976,-73.026515,46,15,0
Plymouth,5/17/2020,61,524,1,326,0,41.6663976,-73.026515,46,15,0
Plymouth,5/18/2020,62,532,1,330,0,41.6663976,-73.026515,49,13,0
Plymouth,5/19/2020,63,541,1,347,0,41.6663976,-73.026515,50,13,0
Plymouth,5/20/2020,64,550,1,349,2997,41.6663976,-73.026515,53,11,0
Plymouth,5/21/2020,64,550,1,359,3083,41.6663976,-73.026515,53,11,0
Plymouth,5/22/2020,64,550,1,363,3117,41.6663976,-73.026515,54,10,0
Plymouth,5/23/2020,65,558,1,376,3229,41.6663976,-73.026515,54,11,0
Plymouth,5/24/2020,68,584,1,389,3340,41.6663976,-73.026515,57,11,-1
Plymouth,5/25/2020,67,575,1,391,3358,41.6663976,-73.026515,57,10,-1
Plymouth,5/26/2020,67,575,1,395,3392,41.6663976,-73.026515,56,11,0
Plymouth,5/27/2020,67,575,1,403,3461,41.6663976,-73.026515,58,9,0
Plymouth,5/28/2020,68,584,1,409,3512,41.6663976,-73.026515,59,9,0
Plymouth,5/29/2020,68,584,1,416,3572,41.6663976,-73.026515,60,8,0
Plymouth,5/30/2020,68,584,1,420,3607,41.6663976,-73.026515,61,7,0
Plymouth,5/31/2020,70,601,1,434,3727,41.6663976,-73.026515,61,9,0
Plymouth,6/1/2020,70,601,1,446,3830,41.6663976,-73.026515,62,8,0
Plymouth,6/2/2020,70,601,1,456,3916,41.6663976,-73.026515,63,7,0
Plymouth,6/3/2020,70,601,1,463,3976,41.6663976,-73.026515,64,6,0
Plymouth,6/4/2020,70,601,1,469,4027,41.6663976,-73.026515,64,6,0
Plymouth,6/5/2020,70,601,1,491,4216,41.6663976,-73.026515,64,6,0
Plymouth,6/6/2020,71,610,1,513,4405,41.6663976,-73.026515,65,6,0
Plymouth,6/7/2020,72,618,1,524,4500,41.6663976,-73.026515,68,4,0
Plymouth,6/8/2020,72,618,1,530,4551,41.6663976,-73.026515,67,5,0
Plymouth,6/9/2020,72,618,1,541,4646,41.6663976,-73.026515,67,5,0
Plymouth,6/10/2020,72,618,1,552,4740,41.6663976,-73.026515,67,5,0
Plymouth,6/11/2020,72,618,1,566,4860,41.6663976,-73.026515,68,4,0
Plymouth,6/12/2020,72,618,1,619,5316,41.6663976,-73.026515,68,4,0
Plymouth,6/13/2020,72,618,1,630,5410,41.6663976,-73.026515,68,4,0
Plymouth,6/14/2020,72,618,1,639,5487,41.6663976,-73.026515,70,2,0
Plymouth,6/15/2020,72,618,1,652,5599,41.6663976,-73.026515,70,2,0
Plymouth,6/16/2020,73,627,1,655,5625,41.6663976,-73.026515,70,3,0
Plymouth,6/17/2020,73,627,1,658,5650,41.6663976,-73.026515,70,3,0
Plymouth,6/18/2020,73,627,1,664,5702,41.6663976,-73.026515,70,3,0
Plymouth,6/19/2020,73,627,1,674,5788,41.6663976,-73.026515,70,3,0
Plymouth,6/20/2020,73,627,1,686,5891,41.6663976,-73.026515,71,2,0
Plymouth,6/21/2020,73,627,1,687,5900,41.6663976,-73.026515,72,1,0
Pomfret,3/24/2020,0,0,0,0,0,41.8653744,-71.9791434,0,0,0
Pomfret,3/25/2020,0,0,0,0,0,41.8653744,-71.9791434,0,0,0
Pomfret,3/26/2020,0,0,0,0,0,41.8653744,-71.9791434,0,0,0
Pomfret,3/27/2020,0,0,0,0,0,41.8653744,-71.9791434,0,0,0
Pomfret,3/28/2020,0,0,0,0,0,41.8653744,-71.9791434,0,0,0
Pomfret,3/29/2020,0,0,0,0,0,41.8653744,-71.9791434,0,0,0
Pomfret,3/30/2020,1,0,0,0,0,41.8653744,-71.9791434,0,0,0
Pomfret,3/31/2020,1,0,0,0,0,41.8653744,-71.9791434,0,0,0
Pomfret,4/1/2020,2,0,0,0,0,41.8653744,-71.9791434,0,0,0
Pomfret,4/2/2020,2,0,0,0,0,41.8653744,-71.9791434,0,0,0
Pomfret,4/3/2020,3,0,0,0,0,41.8653744,-71.9791434,0,0,0
Pomfret,4/4/2020,3,0,0,0,0,41.8653744,-71.9791434,0,0,0
Pomfret,4/5/2020,3,0,0,0,0,41.8653744,-71.9791434,0,0,0
Pomfret,4/6/2020,4,0,0,0,0,41.8653744,-71.9791434,0,0,0
Pomfret,4/7/2020,4,0,0,0,0,41.8653744,-71.9791434,0,4,0
Pomfret,4/8/2020,5,0,0,0,0,41.8653744,-71.9791434,0,5,0
Pomfret,4/9/2020,5,0,0,0,0,41.8653744,-71.9791434,0,5,0
Pomfret,4/10/2020,5,0,0,0,0,41.8653744,-71.9791434,0,5,0
Pomfret,4/11/2020,5,0,0,0,0,41.8653744,-71.9791434,0,5,0
Pomfret,4/12/2020,5,0,0,0,0,41.8653744,-71.9791434,0,5,0
Pomfret,4/13/2020,6,0,0,0,0,41.8653744,-71.9791434,1,5,0
Pomfret,4/14/2020,6,0,0,0,0,41.8653744,-71.9791434,1,5,0
Pomfret,4/15/2020,6,0,0,0,0,41.8653744,-71.9791434,2,4,0
Pomfret,4/16/2020,6,143,0,0,0,41.8653744,-71.9791434,2,4,0
Pomfret,4/17/2020,6,143,0,0,0,41.8653744,-71.9791434,3,3,0
Pomfret,4/18/2020,6,143,0,0,0,41.8653744,-71.9791434,3,3,0
Pomfret,4/19/2020,7,167,0,0,0,41.8653744,-71.9791434,3,4,0
Pomfret,4/20/2020,7,167,0,0,0,41.8653744,-71.9791434,4,3,0
Pomfret,4/21/2020,7,167,0,0,0,41.8653744,-71.9791434,4,3,0
Pomfret,4/22/2020,7,167,0,0,0,41.8653744,-71.9791434,5,2,0
Pomfret,4/23/2020,7,167,0,0,0,41.8653744,-71.9791434,5,2,0
Pomfret,4/24/2020,8,190,0,0,0,41.8653744,-71.9791434,5,3,0
Pomfret,4/25/2020,9,214,0,0,0,41.8653744,-71.9791434,5,4,0
Pomfret,4/26/2020,9,214,0,0,0,41.8653744,-71.9791434,5,4,0
Pomfret,4/27/2020,10,238,0,0,0,41.8653744,-71.9791434,6,4,0
Pomfret,4/28/2020,10,238,0,0,0,41.8653744,-71.9791434,6,4,0
Pomfret,4/29/2020,10,238,0,0,0,41.8653744,-71.9791434,6,4,0
Pomfret,4/30/2020,10,238,0,0,0,41.8653744,-71.9791434,6,4,0
Pomfret,5/1/2020,10,238,0,0,0,41.8653744,-71.9791434,6,4,0
Pomfret,5/2/2020,10,238,0,0,0,41.8653744,-71.9791434,6,4,0
Pomfret,5/3/2020,10,238,0,0,0,41.8653744,-71.9791434,7,3,0
Pomfret,5/4/2020,10,238,0,0,0,41.8653744,-71.9791434,7,3,0
Pomfret,5/5/2020,10,238,0,0,0,41.8653744,-71.9791434,7,3,0
Pomfret,5/6/2020,10,238,0,0,0,41.8653744,-71.9791434,7,3,0
Pomfret,5/7/2020,10,238,0,0,0,41.8653744,-71.9791434,7,3,0
Pomfret,5/8/2020,10,238,0,0,0,41.8653744,-71.9791434,8,2,0
Pomfret,5/9/2020,10,238,0,0,0,41.8653744,-71.9791434,9,1,0
Pomfret,5/10/2020,10,238,0,0,0,41.8653744,-71.9791434,9,1,0
Pomfret,5/11/2020,10,238,0,0,0,41.8653744,-71.9791434,10,0,0
Pomfret,5/12/2020,10,238,0,0,0,41.8653744,-71.9791434,10,0,0
Pomfret,5/13/2020,10,238,0,0,0,41.8653744,-71.9791434,10,0,0
Pomfret,5/14/2020,10,238,0,0,0,41.8653744,-71.9791434,10,0,0
Pomfret,5/15/2020,10,238,0,0,0,41.8653744,-71.9791434,10,0,0
Pomfret,5/16/2020,10,238,0,101,0,41.8653744,-71.9791434,10,0,0
Pomfret,5/17/2020,11,262,0,103,0,41.8653744,-71.9791434,10,1,0
Pomfret,5/18/2020,11,262,0,106,0,41.8653744,-71.9791434,10,1,0
Pomfret,5/19/2020,11,262,0,111,0,41.8653744,-71.9791434,10,1,0
Pomfret,5/20/2020,13,309,0,113,2688,41.8653744,-71.9791434,10,3,0
Pomfret,5/21/2020,13,309,0,117,2783,41.8653744,-71.9791434,10,3,0
Pomfret,5/22/2020,13,309,0,119,2831,41.8653744,-71.9791434,10,3,0
Pomfret,5/23/2020,13,309,0,123,2926,41.8653744,-71.9791434,10,3,0
