,Town,Cases,Date,Lat,Lon,Deaths,CaseRate,Daily_reported_cases,Daily_reported_cases_MA7
5106,Derby,81,2020-04-23,41.3261714,-73.08256949999998,2,647.0,3.0,3
5275,Derby,83,2020-04-24,41.3261714,-73.08256949999998,2,663.0,2.0,3
4141,Southbury,4,2020-03-24,41.476862,-73.2300815,0,0.0,0.0,0
3952,Southbury,5,2020-03-25,41.476862,-73.2300815,1,0.0,1.0,0
3751,Southbury,6,2020-03-26,41.476862,-73.2300815,1,0.0,1.0,0
3550,Southbury,5,2020-03-27,41.476862,-73.2300815,1,0.0,-1.0,0
3538,Southbury,7,2020-03-28,41.476862,-73.2300815,1,0.0,2.0,0
3358,Southbury,7,2020-03-29,41.476862,-73.2300815,1,0.0,0.0,0
3172,Southbury,11,2020-03-30,41.476862,-73.2300815,1,0.0,4.0,0
2936,Southbury,13,2020-03-31,41.476862,-73.2300815,1,0.0,2.0,1
2716,Southbury,13,2020-04-01,41.476862,-73.2300815,1,0.0,0.0,1
2543,Southbury,14,2020-04-02,41.476862,-73.2300815,1,0.0,1.0,1
2496,Southbury,20,2020-04-03,41.476862,-73.2300815,2,0.0,6.0,2
2327,Southbury,20,2020-04-04,41.476862,-73.2300815,1,0.0,0.0,1
2129,Southbury,21,2020-04-05,41.476862,-73.2300815,1,0.0,1.0,2
1931,Southbury,28,2020-04-06,41.476862,-73.2300815,1,0.0,7.0,2
1820,Southbury,30,2020-04-07,41.476862,-73.2300815,1,0.0,2.0,2
1651,Southbury,36,2020-04-08,41.476862,-73.2300815,2,0.0,6.0,3
1482,Southbury,38,2020-04-09,41.476862,-73.2300815,2,0.0,2.0,3
1313,Southbury,44,2020-04-10,41.476862,-73.2300815,2,0.0,6.0,3
1144,Southbury,53,2020-04-11,41.476862,-73.2300815,2,0.0,9.0,4
975,Southbury,63,2020-04-12,41.476862,-73.2300815,2,0.0,10.0,6
806,Southbury,67,2020-04-13,41.476862,-73.2300815,2,0.0,4.0,5
637,Southbury,72,2020-04-14,41.476862,-73.2300815,2,0.0,5.0,6
468,Southbury,78,2020-04-15,41.476862,-73.2300815,3,0.0,6.0,6
299,Southbury,81,2020-04-16,41.476862,-73.2300815,3,412.0,3.0,6
130,Southbury,88,2020-04-17,41.476862,-73.2300815,3,448.0,7.0,6
4355,Southbury,88,2020-04-18,41.476862,-73.2300815,5,448.0,0.0,5
4524,Southbury,92,2020-04-19,41.476862,-73.2300815,5,468.0,4.0,4
4693,Southbury,99,2020-04-20,41.476862,-73.2300815,10,504.0,7.0,4
4862,Southbury,99,2020-04-21,41.476862,-73.2300815,11,504.0,0.0,3
5031,Southbury,111,2020-04-22,41.476862,-73.2300815,11,565.0,12.0,4
5200,Southbury,112,2020-04-23,41.476862,-73.2300815,14,570.0,1.0,4
5369,Southbury,115,2020-04-24,41.476862,-73.2300815,17,585.0,3.0,3
4201,Tolland,5,2020-03-24,41.882488,-72.3590679,0,0.0,0.0,0
3889,Tolland,5,2020-03-25,41.882488,-72.3590679,1,0.0,0.0,0
3762,Tolland,6,2020-03-26,41.882488,-72.3590679,1,0.0,1.0,0
3561,Tolland,6,2020-03-27,41.882488,-72.3590679,1,0.0,0.0,0
3380,Tolland,6,2020-03-28,41.882488,-72.3590679,1,0.0,0.0,0
3369,Tolland,6,2020-03-29,41.882488,-72.3590679,1,0.0,0.0,0
3183,Tolland,6,2020-03-30,41.882488,-72.3590679,1,0.0,0.0,0
2947,Tolland,9,2020-03-31,41.882488,-72.3590679,2,0.0,3.0,0
2727,Tolland,9,2020-04-01,41.882488,-72.3590679,2,0.0,0.0,0
2554,Tolland,9,2020-04-02,41.882488,-72.3590679,2,0.0,0.0,0
2507,Tolland,10,2020-04-03,41.882488,-72.3590679,2,0.0,1.0,0
2338,Tolland,10,2020-04-04,41.882488,-72.3590679,2,0.0,0.0,0
2140,Tolland,11,2020-04-05,41.882488,-72.3590679,2,0.0,1.0,0
1942,Tolland,12,2020-04-06,41.882488,-72.3590679,2,0.0,1.0,0
1831,Tolland,13,2020-04-07,41.882488,-72.3590679,2,0.0,1.0,0
1662,Tolland,15,2020-04-08,41.882488,-72.3590679,2,0.0,2.0,0
1493,Tolland,17,2020-04-09,41.882488,-72.3590679,2,0.0,2.0,1
1324,Tolland,17,2020-04-10,41.882488,-72.3590679,2,0.0,0.0,1
1155,Tolland,20,2020-04-11,41.882488,-72.3590679,2,0.0,3.0,1
986,Tolland,21,2020-04-12,41.882488,-72.3590679,2,0.0,1.0,1
817,Tolland,24,2020-04-13,41.882488,-72.3590679,2,0.0,3.0,1
648,Tolland,24,2020-04-14,41.882488,-72.3590679,2,0.0,0.0,1
479,Tolland,22,2020-04-15,41.882488,-72.3590679,1,0.0,-2.0,1
310,Tolland,23,2020-04-16,41.882488,-72.3590679,1,157.0,1.0,0
141,Tolland,24,2020-04-17,41.882488,-72.3590679,1,164.0,1.0,1
4366,Tolland,24,2020-04-18,41.882488,-72.3590679,1,164.0,0.0,0
4535,Tolland,24,2020-04-19,41.882488,-72.3590679,1,164.0,0.0,0
4704,Tolland,26,2020-04-20,41.882488,-72.3590679,1,177.0,2.0,0
4873,Tolland,26,2020-04-21,41.882488,-72.3590679,1,177.0,0.0,0
5042,Tolland,29,2020-04-22,41.882488,-72.3590679,1,198.0,3.0,1
5211,Tolland,33,2020-04-23,41.882488,-72.3590679,1,225.0,4.0,1
5380,Tolland,35,2020-04-24,41.882488,-72.3590679,1,239.0,2.0,1
4200,Washington,1,2020-03-24,41.6561747,-73.31017469999998,0,0.0,0.0,0
3897,Washington,2,2020-03-25,41.6561747,-73.31017469999998,0,0.0,1.0,0
3865,Washington,3,2020-03-26,41.6561747,-73.31017469999998,0,0.0,1.0,0
3569,Washington,5,2020-03-27,41.6561747,-73.31017469999998,0,0.0,2.0,0
3388,Washington,5,2020-03-28,41.6561747,-73.31017469999998,0,0.0,0.0,0
3377,Washington,6,2020-03-29,41.6561747,-73.31017469999998,0,0.0,1.0,0
3191,Washington,10,2020-03-30,41.6561747,-73.31017469999998,0,0.0,4.0,0
2955,Washington,10,2020-03-31,41.6561747,-73.31017469999998,0,0.0,0.0,1
2735,Washington,10,2020-04-01,41.6561747,-73.31017469999998,0,0.0,0.0,1
2639,Washington,10,2020-04-02,41.6561747,-73.31017469999998,0,0.0,0.0,1
2515,Washington,8,2020-04-03,41.6561747,-73.31017469999998,0,0.0,-2.0,0
2346,Washington,8,2020-04-04,41.6561747,-73.31017469999998,0,0.0,0.0,0
2148,Washington,8,2020-04-05,41.6561747,-73.31017469999998,0,0.0,0.0,0
2008,Washington,11,2020-04-06,41.6561747,-73.31017469999998,0,0.0,3.0,0
1839,Washington,11,2020-04-07,41.6561747,-73.31017469999998,0,0.0,0.0,0
1670,Washington,11,2020-04-08,41.6561747,-73.31017469999998,0,0.0,0.0,0
1501,Washington,11,2020-04-09,41.6561747,-73.31017469999998,0,0.0,0.0,0
1332,Washington,12,2020-04-10,41.6561747,-73.31017469999998,0,0.0,1.0,0
1163,Washington,12,2020-04-11,41.6561747,-73.31017469999998,0,0.0,0.0,0
994,Washington,12,2020-04-12,41.6561747,-73.31017469999998,0,0.0,0.0,0
825,Washington,14,2020-04-13,41.6561747,-73.31017469999998,0,0.0,2.0,0
656,Washington,14,2020-04-14,41.6561747,-73.31017469999998,0,0.0,0.0,0
487,Washington,14,2020-04-15,41.6561747,-73.31017469999998,0,0.0,0.0,0
